|word|lemma
7319.0|0|
7320.0|billiarden|die Billiarden
7321.0|halbbewusst|halbbewusst
7322.0|Wes|Wes
7324.0|Hm|hm
7325.0|Fassen|fassen
7329.0|Weltraumrasse|die Weltraumrasse
7331.0|Checkend|checken
7332.0|zerstörend|zerstören
7333.0|Verrückten|die Verrückten
7334.0|Deprimierten|die Deprimierten
7335.0|Schlagend|schlagen
7336.0|verängstigter|verängstigen
7337.0|Bekloppten|die Bekloppten
7338.0|vergaßen|vergessen
7342.0|Selbstverarschung|die Selbstverarschung
7344.0|Labyrinthedichtkunst|die Labyrinthedichtkunst
7350.0|gestaltet|gestalten
7351.0|Jedoch|jedoch
7352.0|fallend|fallen
7353.0|erkaltet|erkalten
7354.0|lässen|lassen
7355.0|schallend|schallen
7362.0|Fallen|fallen
7363.0|Schweben|schweben
7364.0|festzukrallen|festkrallen
7365.0|Hmmm|hmmm
7369.0|Ewige|ewig
7372.0|einzugehen|eingehen
7376.0|dar|dar
7377.0|Ich-Sicht|die Ich-Sicht
7383.0|Keins|keins
7384.0|Demontierst|demontieren
7387.0|Liefer|liefern
7393.0|Überpersönliche|überpersönlich
7394.0|Unversöhnliches|das Unversöhnliche
7395.0|Nonexistenz|die Nonexistenz
7400.0|bitt|bitten
7402.0|Echt|echt
7404.0|Nee|nee
7412.0|generven|nerven
7415.0|Zerfragen|zerfragen
7416.0|Fragen|fragen
7417.0|Fatale|fatal
7420.0|Versuchen|versuchen
7422.0|Reitet|reiten
7423.0|fragend|fragen
7425.0|Wartet|warten
7426.0|verarsch|verarschen
7428.0|Jo|Jo
7429.0|bestell|bestellen
7431.0|behaupteen|behaupten
7434.0|unterhälten|unterhalten
7435.0|abgetrennt|abtrennen
7438.0|Eigenständig|eigenständig
7444.0|Erkenne|erkennen
7447.0|wegrannen|wegrennen
7448.0|Schweig|schweigen
7449.0|Halts|halten
7451.0|Konvertier|konvertieren
7452.0|Sockosophie|die Sockosophie
7453.0|Sockismus|der Sockismus
7454.0|sockifizieren|sockifizieren
7455.0|verehrt|verehren
7457.0|Oki-digidigi-doke|Oki-digidigi-doke
7459.0|desensibilisiert|desensibilisieren
7465.0|Widerlege|widerlegen
7466.0|Isaac|Isaac
7470.0|esssen|essen
7473.0|würdet|würdet
7477.0|näh|nähen
7478.0|rosan|rosa
7484.0|Stühln|die Stühle
7486.0|zusammngefunden|zusammenfinden
7487.0|Liegen|liegen
7489.0|zusammengebunden|zusammenbinden
7490.0|Vögel|die Vögel
7491.0|behauptest|behaupten
7493.0|entkoppel|entkoppeln
7494.0|installiert|installieren
7501.0|okidoke|okidoke
7506.0|hipsterdissend|hipsterdissend
7509.0|Hipsterdissen|das Hipsterdissen
7511.0|Hip|hip
7512.0|unhip|unhip
7513.0|Dissen|dissen
7529.0|Nadelbrett|das Nadelbrett
7542.0|gebäre|gebären
7547.0|gekommn|kommen
7551.0|hüüü|hüüü
7552.0|meins|meins
7553.0|deins|deins
7554.0|keins|keins
7555.0|siebenhundert|siebenhundert
7558.0|Taj|Taj
7560.0|jippie|jippie
7565.0|schnorchel|schnorcheln
7567.0|Eigenes|eigen
7573.0|fly-y|fly-y
7574.0|Sonntags|der Sonntag
7575.0|ergeh|ergehen
7576.0|Müßigang|der Müßiggang
7583.0|Abruzze|die Abruzze
7584.0|Sternwart|die Sternwarte
7588.0|Kaiserlautern|Kaiserlautern
7592.0|Betzenberg|der Betzenberg
7593.0|kochn|kochen
7597.0|Belangloses|das Belanglose
7602.0|holunder-Vinaigrett|die Holunder-Vinaigrette
7603.0|verwöhnsn|verwöhnen
7607.0|greif|greifen
7608.0|probier|probieren
7611.0|Nö|Nö
7614.0|Hieß|heißen
7616.0|steht|stehen
7617.0|PowerPoint|PowerPoint
7621.0|käm|kommen
7622.0|haut|hauen
7623.0|zuguterletzt|zuguterletzt
7625.0|Schönfuss|der Schönfuß
7627.0|Öh|Öh
7631.0|erweckend|erwecken
7635.0|würdn|würdn
7637.0|Kiffe|die Kiffe
7641.0|vollst|vollstellen
7644.0|Spielo|die Spielothek
7645.0|park|der Park
7649.0|Titanic-Bau|der Titanic-Bau
7651.0|Sudden|Sudden
7652.0|würdeen|würdeen
7653.0|Zeitmaschiene|die Zeitmaschine
7658.0|Versöhnungssex|der Versöhnungssex
7664.0|Frisch|frisch
7669.0|verlockend|verlocken
7674.0|Träum|träumen
7676.0|Zeuginne|die Zeugin
7679.0|ener|die Energie
7680.0|Koksdröhnung|die Koksdröhnung
7681.0|Hormonstörung|die Hormonstörung
7684.0|Multiplayer-Mode|der Multiplayer-Mode
7686.0|riechst|riechen
7687.0|Ohh|Ohh
7688.0|Herpe|der Herpes
7691.0|Cock-Schweißgeruch|der Cock-Schweißgeruch
7699.0|Einsatztrupp|der Einsatztrupp
7701.0|jizzn|jizzn
7702.0|wüsen|wüsen
7705.0|Schlüpfer-Pic|das Schlüpfer-Pic
7706.0|Appartmentschlüssel|der Appartmentschlüssel
7709.0|Schamhaarbüschel|das Schamhaarbüschel
7710.0|hätten|haben
7711.0|duen|duen
7713.0|Egal|egal
7717.0|sike|sike
7720.0|Lederkostüme|die Lederkostüme
7722.0|Ü-30ern|Ü-30ern
7723.0|Füßen|der Fuß
7727.0|untenrum|untenrum
7728.0|fickbar|fickbar
7731.0|freie|frei
7732.0|Feiern|die Feier
7734.0|Wu-Tang|Wu-Tang
7736.0|Moonwalk|der Moonwalk
7740.0|Troy|Troy
7744.0|Silbernes|silbern
7746.0|Goldener|golden
7748.0|Rase|rasen
7762.0|hasben|haben
7764.0|aufgesogen|aufsaugen
7765.0|aufgebogen|aufbiegen
7767.0|aufgeflogen|auffliegen
7771.0|Taugenicht|der Taugenichts
7773.0|Anziehsach|die Anziehsachen
7774.0|Mund-zu-Mund-Verarschung|die Mund-zu-Mund-Verarschung
7775.0|Möbiliar|das Möbiliar
7776.0|Mosaike|das Mosaik
7780.0|weggeschmissen|wegschmeißen
7781.0|entglitten|entgleiten
7782.0|zerrissen|zerreißen
7784.0|bissen|beißen
7785.0|Doppel-KO|das Doppel-KO
7789.0|Herzlichen|herzlich
7799.0|gefangn|gefangen
7805.0|allerschönster|allerschönst
7811.0|Stellst|stellen
7812.0|Meisten|die Meisten
7817.0|boykottiere|boykottieren
7818.0|Realitäteretä|die Realität
7823.0|jeh|jeh
7824.0|anhatte|anhaben
7825.0|Psychopharmaka|die Psychopharmaka
7826.0|Geil|geil
7834.0|Nja|Nja
7835.0|nja|nja
7836.0|ba|ba
7839.0|amoklaufen|amoklaufen
7841.0|unterzugehen|untergehen
7842.0|bababa|bababa
7845.0|FREAK|der Freak
7847.0|Gebaut|bauen
7850.0|JAAA|JAAA
7851.0|WIE|wie
7852.0|KANN|können
7854.0|NUR|nur
7855.0|SEIN|sein
7856.0|Tret|treten
7858.0|zerr|zerreißen
7862.0|gebieren|gebären
7867.0|zerfetzn|zerfetzen
7872.0|Lief|laufen
7874.0|Geschmolzen|schmelzen
7877.0|schmolz|schmelzen
7878.0|Miroslav|Miroslav
7882.0|dümm|dumm
7890.0|verschwind|verschwinden
7891.0|Iso-Drink|der Iso-Drink
7894.0|sitz|sitzen
7895.0|Gummi-Twist|der Gummi-Twist
7896.0|Geilste|das Geilste
7898.0|ficksen|ficksen
7901.0|Gaumenglut|die Gaumenglut
7906.0|One|One
7907.0|two|Zwei
7908.0|three|Drei
7909.0|Stehst|stehen
7911.0|Kehrst|kehren
7912.0|Resi|Resi
7913.0|Geh|gehen
7916.0|Reparierer|der Reparierer
7918.0|romatisch|romantisch
7921.0|Tapezieren|tapezieren
7929.0|Erklären|erklären
7931.0|galanen|der Galan
7932.0|Repariert|reparieren
7935.0|Zitieren|zitieren
7937.0|Klick-Laminat|das Klick-Laminat
7938.0|Häckel|häkeln
7944.0|Liebesgelaber|das Liebesgelaber
7951.0|solcher|solch
7952.0|Ehrfucht|die Ehrfurcht
7954.0|lockeren|locker
7955.0|verpiss|verpissen
7957.0|Menno|Menno
7959.0|vierter|der Vierte
7961.0|A3|A3
7964.0|Heißt|heißen
7965.0|Rosie|Rosie
7969.0|bringts|bringen
7979.0|Überwinden|überwinden
7982.0|ma|ma
7986.0|Allür|die Allüre
7988.0|wiedеr|wieder
7994.0|Erkennst|erkennen
7995.0|Fata|die Fata
7996.0|Morgana|die Morgana
7998.0|Gekautes|das Gekautes
7999.0|Verdautes|das Verdautes
8004.0|genommn|nehmen
8009.0|klüge|klug
8010.0|Aiaiaiai|Aiaiaiai
8011.0|aiaiaiai|aiaiaiai
8012.0|verzeih|verzeihen
8013.0|Nimmst|nehmen
8015.0|umbringn|umbringen
8018.0|Cobain|der Cobain
8027.0|Insgeheim|insgeheim
8029.0|Spring|springen
8031.0|Macce|die Macce
8037.0|totschick|totschick
8038.0|bemerkst|bemerken
8041.0|schmissen|schmeißen
8050.0|Cannabinoid|das Cannabinoid
8056.0|Teenie-Blog|der Teenie-Blog
8057.0|verkelagen|verklagen
8059.0|Irgendwie|irgendwie
8062.0|Pfeifen|die Pfeife
8070.0|Blagen|die Blage
8071.0|yüah|yüah
8072.0|Geflogen|fliegen
8073.0|Legt|legen
8074.0|Deinn|dein
8075.0|Lizzard|die Lizzard
8076.0|Lazy|Lazy
8081.0|Drive-in|der Drive-in
8082.0|Lizzard-Gang-Übеrfall|der Lizzard-Gang-Übеrfall
8084.0|Group|die Gruppe
8085.0|wiе|wie
8086.0|Blue|das Blau
8087.0|BMG|die BMG
8088.0|bloomen|bloomen
8090.0|farbenlos|farbenlos
8093.0|Roof|das Dach
8095.0|Balenciaga-Shirt|das Balenciaga-Shirt
8096.0|Bottega-Veneta-Schuh|der Bottega-Veneta-Schuh
8097.0|Terrorcrew|die Terrorcrew
8100.0|Vorstandsposition|die Vorstandsposition
8101.0|Drive-by|das Drive-by
8102.0|Bonzen-Avenue|die Bonzen-Avenue
8104.0|Brennnesselsame|der Brennnesselsame
8105.0|Abgleis|das Abgleis
8106.0|Gebäudeschatten|der Gebäudeschatten
8108.0|euren|euer
8116.0|bringn|bringen
8117.0|80er|achtziger
8119.0|air|die Luft
8120.0|Aviator|der Aviator
8122.0|Streuen|streuen
8127.0|verspätet|verspäten
8128.0|Kuck|gucken
8130.0|Treten|treten
8133.0|gestartet|starten
8136.0|übl|übel
8138.0|Legen|legen
8140.0|pfiuu|pfiuu
8143.0|Spar|sparen
8145.0|dieselschluckend|dieselschluckend
8148.0|ext|ext
8149.0|Verstehste|verstehen
8155.0|chille|chillen
8156.0|grill|grillen
8157.0|zerknüll|zerknüllen
8158.0|Leasing-Vertag|der Leasing-Vertrag
8167.0|roooooollen|rollen
8168.0|rooororororolln|rollen
8171.0|Körperkontur|die Körperkontur
8172.0|Unbeschwert|unbeschwert
8178.0|by|by
8180.0|Chabo|der Chabo
8182.0|Canos|die Canos
8184.0|Beuys|der Beuys
8189.0|Irgendjemand|irgendjemand
8191.0|vida|vida
8192.0|loca|loca
8194.0|Weiber|die Frauen
8198.0|Zocken|zocken
8199.0|Reichwerden|das Reichwerden
8200.0|Yüah|Yüah
8202.0|Bekam|bekommen
8203.0|Traf|treffen
8205.0|Pokemonkarten|die Pokemonkarten
8207.0|Hatte|haben
8210.0|Excel-Liste|die Excel-Liste
8212.0|25|fünfundzwanzig
8219.0|Euer|euer
8223.0|Paparazzi|die Paparazzi
8224.0|Also|also
8226.0|solltet|sollen
8228.0|Yassin|der Yassin
8229.0|gottesgleich|gottesgleich
8231.0|Servus|Servus
8235.0|Clubtoilettendeckel|der Clubtoilettendeckel
8237.0|Sektentreffen|das Sektentreffen
8239.0|Porzellanaltar|der Porzellanaltar
8240.0|Partygott|der Partygott
8244.0|Geweihte|die Geweihte
8247.0|drop|drop
8249.0|Partykirche|die Partykirche
8252.0|Audio88|Audio88
8257.0|Noahs|die Noahs
8262.0|meiselen|meißeln
8269.0|Bull|der Bull
8273.0|every|every
8274.0|Seht|sehen
8275.0|Oh-oh-oh|Oh-oh-oh
8276.0|oh-oh-oh-oh|oh-oh-oh-oh
8279.0|dieHundegeht|die Hunde geht
8280.0|Siesagen|sie sagen
8281.0|hassdie|hassen
8282.0|dassind|das sind
8284.0|Och|Och
8285.0|Schatzi|das Schatzi
8286.0|chill|chillen
8287.0|ugly|ugly
8288.0|leistеn|leisten
8290.0|Spiegеl|der Spiegel
8292.0|Interlude|das Interlude
8293.0|anhat|anhaben
8296.0|Louis-V-Tasche|die Louis-V-Tasche
8299.0|Sozialer|der Soziale
8301.0|Kraftklub|der Kraftklub
8302.0|Wars|die Kriege
8306.0|Potter|der Potter
8308.0|Äußerliche|die Äußerlichkeit
8311.0|Cruciatusfluch|der Cruciatusfluch
8320.0|isen|sein
8324.0|Lautet|lauten
8325.0|Leugne|leugnen
8326.0|fällst|fallen
8327.0|9|neun
8332.0|Reichelt|der Reichelt
8334.0|Drastische|das Drastische
8337.0|Uncle|der Onkel
8345.0|Wisst|wissen
8349.0|Guantanamo|Guantanamo
8350.0|schlag|schlagen
8352.0|Schärfste|das Schärfste
8364.0|schelgan|schelgan
8366.0|Bay|die Bucht
8371.0|Friedensdynamik|die Friedensdynamik
8372.0|Amnesty|die Amnesty
8375.0|tauschn|tauschen
8377.0|tausch|tauschen
8378.0|abgebogen|abbiegen
8385.0|Reparieren|reparieren
8386.0|Diskutieren|diskutieren
8387.0|Nehmt|nehmen
8391.0|Fliesenlegerinne|die Fliesenlegerin
8394.0|Uro-|die Urologie
8395.0|Kardio-|die Kardiologie
8397.0|Straf|die Strafe
8401.0|impf|impfen
8402.0|Dachte|denken
8403.0|whoa|whoa
8405.0|erzogen|erziehen
8409.0|Bastelbogen|der Bastelbogen
8410.0|Morgens|morgens
8411.0|dös|dösen
8412.0|Stuhlkreis|der Stuhlkreis
8414.0|hochbegaben|hochbegabt
8421.0|Giben|geben
8424.0|Verse|der Vers
8427.0|Post-Chorus|der Post-Chorus
