|word_deu|part_of_speech_deu|word_eng|sentence_deu|sentence_eng|sentence_lemmatized_deu
102786.0|der Münchner|noun|the Munich resident|Der Münchner genießt seine Brezel beim Bummeln durch die Stadt.|The Munich resident enjoys his pretzel while strolling through the city.|der;Münchner;genießen;sein;Brezel;bei;bummeln;durch;der;Stadt
102787.0|die Schickeria|noun|the trendy crowd|Die Schickeria versammelt sich jeden Freitag in den angesagten Cafés.|The trendy crowd gathers every Friday in the hip cafés.|der;Schickeria;versammeln;sich;jeder;Freitag;in;der;angesagt;Cafés
102865.0|bullern|verb|to thunder|Der Sturm bullert über das Land und lässt die Fenster zittern.|The storm thunders across the land, making the windows tremble.|der;Sturm;bullern;über;der;Land;und;lässen;der;Fenster;zittern
102897.0|einfahren|verb|to drive in|Die Feuerwehr musste schnell einfahren, um den Brand zu löschen.|The fire department had to drive in quickly to extinguish the fire.|der;Feuerwehr;musste;schnell;einfahren;um;der;Brand;zu;löschen
102906.0|die Feile|noun|the file|Die Feile sorgt dafür, dass die Kanten der Holzplatte glatt sind.|The file ensures that the edges of the wooden board are smooth.|der;Feile;sorgen;dafür;dass;der;Kante;der;Holzplatte;glatt;sein
103019.0|die Wut|noun|the rage|Seine Wut war kaum zu bändigen, als er die Ungerechtigkeit sah.|His rage was hard to contain when he saw the injustice.|sein;Wut;sein;kaum;zu;bändigen;als;er;der;Ungerechtigkeit;sehen
103178.0|der Rocken|noun|the roll|Der Bäcker brachte einen frischen Rocken Brot zur Verkaufstheke.|The baker brought a fresh roll of bread to the sales counter.|der;Bäcker;bringen;ein;frisch;Rocken;Brot;zu;Verkaufstheke
103427.0|der Backstein|noun|the brick|Der Handwerker stapelte die Backsteine um die Mauer zu bauen.|The craftsmen stacked the bricks to build the wall.|der;Handwerker;stapeln;der;Backstein;um;der;Mauer;zu;bauen
103635.0|die Mode|noun|the fashion|Die Mode der neuen Kollektion ist innovativ und aufregend zugleich.|The fashion of the new collection is innovative and exciting at the same time.|der;Mode;der;neu;Kollektion;sein;innovativ;und;aufregend;zugleich
103635.001|der Mode|noun|the fashion|Die Mode dieser Saison begeistert Designer und Käufer gleichermaßen.|The fashion of this season excites designers and buyers alike.|der;Mode;dieser;Saison;begeisteren;Designer;und;Käufer;gleichermaßen
103695.0|das Pendel|noun||Das Pendel schwang ruhig hin und her, während die Zeit verging.|The pendulum swung gently back and forth as time passed.|der;Pendel;schwingen;ruhig;hin;und;her;während;der;Zeit;vergehen
103925.0|vorkommen|verb|to occur|In dieser Region kommen viele seltene Vogelarten vor, die fasziniert.|Many rare bird species occur in this region, which is fascinating.|in;dieser;Region;vorkommen;vieler;selten;Vogelart;vor;der;faszinieren
103942.0|der Schenk|noun|the tavern keeper|Der Schenk serviert den Durstigen ein kühles Bier aus der Brauerei.|The tavern keeper serves the thirsty a cold beer from the brewery.|der;Schenk;servieren;der;Durstigen;ein;kühl;Bier;aus;der;Brauerei
104144.0|übereinander|adverb|on top of each other|Die Steine lagen übereinander und bildeten ein tolles Gebäude.|The stones lay on top of each other, forming a great building.|der;Stein;übereinanderliegen;übereinander;und;bilden;ein;toll;Gebäude
104296.0|anspruchslos|adjective|undemanding|Er ist ein anspruchsloser Reisender, der keinen Luxus benötigt.|He is an undemanding traveler who needs no luxury.|er;sein;ein;anspruchslos;Reisender;der;kein;Luxus;benötigen
104573.0|Springerstiefel|noun|the combat boots|Die Springerstiefel waren abgetragen, aber sie waren stilvoll.|The combat boots were worn out, but they were stylish.|der;Springerstiefel;sein;abtragen;aber;sie;sein;stilvoll
104605.0|die Terz|noun|the third|Die Terz ist in der Musik eine grundlegende harmonische Intervall.|The third is a fundamental harmonic interval in music.|der;Terz;sein;in;der;Musik;ein;grundlegend;harmonisch;Intervall
104605.001|der Terz|noun|the third|Der Terz in diesem Musikstück bringt eine besondere Harmonie hervor.|The third in this musical piece brings forth a special harmony.|der;Terz;in;dieser;Musikstück;hervorbringen;ein;besonderer;Harmonie;hervor
104607.0|der Lorbeerkranz|noun|the laurel wreath|Der Lorbeerkranz wird dem Gewinner der Meisterschaft überreicht.|The laurel wreath is awarded to the winner of the championship.|der;Lorbeerkranz;werden;der;Gewinner;der;Meisterschaft;überreichen
104677.0|der Schiss|noun|the fear|Der Schiss vor dem Reden in der Öffentlichkeit hielt ihn oft zurück.|The fear of speaking in public often held him back.|der;Schiss;vor;der;reden;in;der;Öffentlichkeit;zurückhalten;ihn;oft;zurück
104794.0|die Festanstellung|noun|the permanent position|Die Festanstellung bietet отличный Vorteil для многих Arbeitnehmer.|The permanent position offers a great advantage for many employees.|der;Festanstellung;bieten;отличный;Vorteil;для;многих;Arbeitnehmer
104943.0|das Finanzamt|noun|the tax office|Das Finanzamt überprüft alle eingegebenen Steuererklärungen.|The tax office checks all submitted tax returns.|der;Finanzamt;überprüfen;aller;eingegeben;Steuererklärung
105011.0|das Adrenalin|noun|the adrenaline|Das Adrenalin schoss durch seinen Körper während des Rennens.|The adrenaline surged through his body during the race.|der;Adrenalin;schoss;durch;sein;Körper;während;der;Rennens
105013.0|das Tyrosin|noun|the tyrosine|Das Tyrosin in der Nahrung fördert die Produktion von Hormonen.|The tyrosine in food promotes the production of hormones.|der;Tyrosin;in;der;Nahrung;fördern;der;Produktion;von;Hormon
105282.0|Braus|noun|the roar|Der Braus des Wassers war beruhigend während der Entspannung.|The roar of the water was soothing during relaxation.|der;Braus;der;Wasser;sein;beruhigend;während;der;Entspannung
105300.0|der Besenstiel|noun|broomstick|Der alte Besenstiel lehnte sich gegen die Wand im Vorratsraum.|The old broomstick leaned against the wall in the pantry.|der;alt;Besenstiel;lehnen;sich;gegen;der;Wand;in;Vorratsraum
105538.0|die Raffgier|noun|the greed|Die Raffgier nach Reichtum führte viele zu unklugen Entscheidungen.|The greed for wealth led many to make foolish decisions.|der;Raffgier;nach;Reichtum;führen;viele;zu;unklug;Entscheidung
105551.0|vorausdenken|verb|to think ahead|Der Planer musste gut vorausdenken, um alle Eventualitäten abzudecken.|The planner had to think ahead to cover all eventualities.|der;Planer;musste;gut;vorausdenken;um;aller;Eventualität;abdecken
105552.0|voraus|adverb|in front|Das Auto fährt voraus, und wir folgen ihm bis zur Hauptstraße.|The car drives in front, and we follow it to the main road.|der;Auto;vorausfahren;voraus;und;wir;folgen;ihm;bis;zu;Hauptstraße
105762.0|die Quere|noun|the cross|Die Quere unterbricht den Weg und bietet einen neuen Ausgangspunkt.|The crossinterrupts the path and offers a new starting point.|der;Quere;unterbrechen;der;Weg;und;bieten;ein;neu;Ausgangspunkt
105780.0|das Gutes|noun|the goods|Die Gutes lagen zum Verkauf bereit und erregten großes Interesse.|The goods were ready for sale and attracted great interest.|der;Gutes;bereitliegen;zu;Verkauf;bereit;und;erregen;groß;Interesse
105875.0|vergönnen|verb|to grant|Die Akademie möchte talentierten Schülern Stipendien vergönnen.|The academy wishes to grant scholarships to talented students.|der;Akademie;möchten;talentiert;Schüler;Stipendium;vergönnen
105915.0|der Alptraum|noun|the nightmare|Der Alptraum quälte ihn jede Nacht und ließ ihn unruhig schlafen.|The nightmare tormented him every night and made him restless.|der;Alptraum;quäln;ihn;jeder;Nacht;und;lassen;ihn;unruhig;schlafen
105981.0|die Pein|noun|the pain|Die Pein in meinem Rücken zwingt mich, einen Arzt aufzusuchen.|The pain in my back forces me to see a doctor.|der;Pein;in;mein;Rücken;zwingen;mich;ein;Arzt;aufsuchen
106076.0|einmarschieren|verb|to invade|Die Truppen werden bald in das feindliche Gebiet einmarschieren.|The troops will soon invade the enemy territory.|der;Truppe;werden;bald;in;der;feindlich;Gebiet;einmarschieren
106096.0|zerquetschen|verb|to crush|Sie wollte die Überreste der Flasche zerquetschen und wegwerfen.|She wanted to crush the remains of the bottle and throw them away.|sie;wollen;der;Überrest;der;Flasche;zerquetschen;und;wegwerfen
106155.0|der Sonnenschirm|noun|the sunshade|Der Sonnenschirm schützt perfekt vor der sengenden Mittagssonne.|The sunshade protects perfectly against the scorching midday sun.|der;Sonnenschirm;schützen;perfekt;vor;der;sengend;Mittagssonne
106176.0|die Brezel|noun|the pretzel|Die frische Brezel auf dem Markt verleitete jeden zum Zugreifen.|The fresh pretzel at the market tempted everyone to grab it.|der;frisch;Brezel;auf;der;Markt;verleiten;jeder;zu;Zugreifen
106198.0|rabenschwarz|adjective|jet black|Der rabenschwarze Himmel verhieß einen gewaltigen Sturm am Horizont.|The jet black sky promised a mighty storm on the horizon.|der;rabenschwarz;Himmel;verhieß;ein;gewaltig;Sturm;an;Horizont
106208.0|das Tintenfass|noun|the inkwell|Das Tintenfass auf dem Schreibtisch war voller blauer Tinte.|The inkwell on the desk was full of blue ink.|der;Tintenfass;auf;der;Schreibtisch;sein;voll;blau;Tinte
106391.0|die Unschuld|noun|the innocence|Ihre Unschuld wurde durch eindeutige Beweise endgültig bestätigt.|Her innocence was ultimately confirmed by clear evidence.|ihr;Unschuld;werden;durch;eindeutig;Beweis;endgültig;bestätigen
106401.0|gehorsam|adjective|obedient|Der gehorsame Hund folgte seinem Herrchen ohne Zögern überall hin.|The obedient dog followed its owner everywhere without hesitation.|der;gehorsam;Hund;folgen;sein;Herrchen;ohne;Zögern;überall;hin
106406.0|die Marsch|noun|the march|Die Marsch der Truppen war eindrucksvoll und motivierte alle Anwärter.|The march of the troops was impressive and motivated all candidates.|der;Marsch;der;Truppe;sein;eindrucksvoll;und;motivieren;aller;Anwärter
106406.001|der Marsch|noun|the march|Der Marsch zur Stadt war voller patriotischer Lieder und Schreie.|The march to the city was filled with patriotic songs and cheers.|der;Marsch;zu;Stadt;sein;voll;patriotisch;Lied;und;Schrei
106461.0|quer|adjective|crosswise|Die quer stehende Bank war unpraktisch für die Sitze im Park.|The crosswise bench was impractical for seating in the park.|der;quer;stehend;Bank;sein;unpraktisch;für;der;Sitz;in;Park
106476.0|vorder|adjective|front|Der vordere Platz im Bus ist oft der beliebteste unter den Fahrgästen.|The front seat on the bus is often the favorite among passengers.|der;vorder;Platz;in;Bus;sein;oft;der;beliebte;unter;der;Fahrgast
106661.0|verzerren|verb|to distort|Die Linse in der Kamera verzerrte das Bild, wodurch es komisch wurde.|The lens in the camera distorted the image, making it look funny.|der;Linse;in;der;Kamera;verzerren;der;Bild;wodurch;es;komisch;werden
106683.0|halbvoll|adjective|half full|Der halbvoll gefüllte Becher war ideal für einen kleinen Drink.|The half full cup was ideal for a small drink.|der;halbvoll;gefüllt;Becher;sein;ideal;für;ein;klein;Drink
106693.0|ungeklärt|adjective|unclear|Die Ursache des Problems bleibt weiterhin ungeklärt und besorgt alle.|The cause of the problem remains unclear and worries everyone.|der;Ursache;der;Problem;bleiben;weiterhin;ungeklärt;und;besorgen;alle
106904.0|abwehren|verb|ward off|Die Alarmanlage dient dazu, Eindringlinge abzuwehren und zu schützen.|The alarm system serves to ward off intruders and provide protection.|der;Alarmanlage;dienen;dazu;Eindringling;abwehren;und;zu;schützen
107227.0|niedlich|adjective|cute|Das niedliche Kätzchen schlief friedlich auf der Fensterbank.|The cute kitten slept peacefully on the windowsill.|der;niedlich;Kätzchen;schlief;friedlich;auf;der;Fensterbank
107231.0|unappetitlich|adjective|unappetizing|Der unappetitlich riechende Fisch fiel uns beim Einkauf sofort auf.|The unappetizing-smelling fish immediately caught our attention while shopping.|der;unappetitlich;riechend;Fisch;auffallen;uns;bei;Einkauf;sofort;auf
107235.0|unterschiedlich|adjective|different|Die beiden Geschäfte hatten unterschiedlich gestaltete Schaufenster.|The two stores had differently designed shop windows.|der;beide;Geschäft;haben;unterschiedlich;gestaltet;Schaufenster
107288.0|der Schlagersänger|noun|the pop singer|Der Schlagersänger gab ein unvergessliches Konzert im Stadtpark.|The pop singer gave an unforgettable concert in the city park.|der;Schlagersänger;geben;ein;unvergesslich;Konzert;in;Stadtpark
107299.0|schallen|verb|to sound|Die Glocken werden zum Gottesdienst kräftig schallen und einladen.|The bells will sound loudly for the service and invite guests.|der;Glocke;werden;zu;Gottesdienst;kräftig;schallen;und;einladen
107330.0|ungemütlich|adjective|uncomfortable|Das ungünstige Wetter machte das Sitzen im Freien ungemütlich.|The unfavorable weather made sitting outdoors uncomfortable.|der;ungünstig;Wetter;machen;der;Sitzen;in;Freie;ungemütlich
107371.0|der Groschen|noun|the cent|Jeder Groschen zählt, wenn es darum geht, zu sparen und zu planen.|Every cent counts when it comes to saving and planning.|jeder;Groschen;zählen;wenn;es;darum;gehen;zu;sparen;und;zu;planen
107388.0|bangen|verb|to fear|Die Spieler bangen um den Sieg, während die Uhr unerbittlich tickt.|The players fear for victory while the clock ticks relentlessly.|der;Spieler;bangen;um;der;Sieg;während;der;Uhr;unerbittlich;ticken
107500.0|der Wolfspelz|noun|wolf fur|Der Wolfspelz ist ein Symbol für Luxus und reichtum in der Mode.|The wolf fur is a symbol of luxury and wealth in fashion.|der;Wolfspelz;sein;ein;Symbol;für;Luxus;und;reichtum;in;der;Mode
107510.0|mampfen|verb|to gobble|Die Kinder mampfen hungrig die Kekse und lachen dabei herzhaft.|The children gobble the cookies hungrily while laughing heartily.|der;Kind;mampfen;hungrig;der;Keks;und;lachen;dabei;herzhaft
107551.0|mitfühlend|adjective|compassionate|Die mitfühlende Geste des Arztes beruhigte den verletzten Patienten.|The compassionate gesture of the doctor calmed the injured patient.|der;mitfühlend;Geste;der;Arzt;beruhigen;der;verletzt;Patient
107667.0|das Dosenpfand|noun|the bottle deposit|Das Dosenpfand ermutigt viele Menschen, ihre Abfälle zu recyceln.|The bottle deposit encourages many people to recycle their waste.|der;Dosenpfand;ermutigen;vieler;Mensch;ihr;Abfall;zu;recyceln
107702.0|mörderisch|adjective|killer|Der mörderische Plan wurde schnell von den Behörden aufgeflogen.|The killer plan was quickly uncovered by the authorities.|der;mörderisch;Plan;werden;schnell;von;der;Behörde;auffliegen
107769.0|das Arschgesicht|noun|the jerk|Der Typ ist wirklich ein Arschgesicht, der alle ständig beleidigt.|The guy is really a jerk who constantly insults everyone.|der;Typ;sein;wirklich;ein;Arschgesicht;der;alle;ständig;beleidigen
107792.0|aufgeklärt|adjective|enlightened|Die aufgeklärte Haltung der Bürger fördert den sozialen Zusammenhalt.|The enlightened attitude of the citizens promotes social cohesion.|der;aufgeklärt;Haltung;der;Bürger;fördern;der;sozial;Zusammenhalt
107802.0|der Weltmeister|noun|the world champion|Der Weltmeister wird mit einer großen Feier im Stadion empfangen.|The world champion is welcomed with a grand celebration in the stadium.|der;Weltmeister;werden;mit;ein;groß;Feier;in;Stadion;empfangen
107806.0|das Weizenbier|noun|the wheat beer|Kalt serviertes Weizenbier ist an heißen Sommertagen erfrischend.|Cold-served wheat beer is refreshing on hot summer days.|Kalt;serviert;Weizenbier;sein;an;heiß;Sommertag;erfrischend
107854.0|umherlaufen|verb|to walk around|Die Kinder liefen fröhlich umher und erkundeten den Spielplatz.|The children walked around happily exploring the playground.|der;Kind;umherlaufen;fröhlich;umher;und;erkundeen;der;Spielplatz
107863.0|der Faustkeil|noun|the hand axe|Archäologen fanden einen Faustkeil, der aus der Steinzeit stammte.|Archaeologists found a hand axe that dated back to the Stone Age.|Archäologe;finden;ein;Faustkeil;der;aus;der;Steinzeit;stammen
107865.0|der Flitzebogen|noun|the slingshot|Lukas baute seinen eigenen Flitzebogen aus alten Materialien.|Lukas built his own slingshot out of old materials.|Lukas;bauen;sein;eigen;Flitzebogen;aus;alt;Materiali
107888.0|der Sprit|noun|the fuel|Der Sprit wird immer teurer, weshalb wir weniger fahren sollten.|The fuel is getting more expensive, so we should drive less.|der;Sprit;werden;immer;teuer;weshalb;wir;weniger;fahren;sollen
107911.0|einzeln|adjective|individual|Die einzeln verpackten Geschenke lagen unter dem Weihnachtsbaum.|The individually wrapped gifts lay beneath the Christmas tree.|der;einzeln;verpackt;Geschenk;liegen;unter;der;Weihnachtsbaum
107932.0|das Genießen|noun|enjoyment|Das Genießen von schmackhaften Speisen ist immer ein Vergnügen.|The enjoyment of delicious dishes is always a pleasure.|der;Genießen;von;schmackhaft;Speise;sein;immer;ein;Vergnügen
107958.0|die Filtertüte|noun|the filter bag|Die Filtertüte wird benötigt, um den Kaffee optimal zu brauen.|The filter bag is needed to brew the coffee optimally.|der;Filtertüte;werden;benötigen;um;der;Kaffee;optimal;zu;brauen
107962.0|die Laugenbrezel|noun|the pretzel|Die frische Laugenbrezel in der Bäckerei riecht unwiderstehlich.|The fresh pretzel in the bakery smells irresistible.|der;frisch;Laugenbrezel;in;der;Bäckerei;riechen;unwiderstehlich
107963.0|der Schraubenzieher|noun|the screwdriver|Der Schraubenzieher liegt in der Werkzeugkiste bereit zur Benutzung.|The screwdriver lies in the toolbox ready for use.|der;Schraubenzieher;liegen;in;der;Werkzeugkiste;bereit;zu;Benutzung
107964.0|der Hundekuchen|noun|the dog biscuit|Der Hundekuchen war eine besondere Belohnung für meinen treuen Freund.|The dog biscuit was a special treat for my loyal friend.|der;Hundekuchen;sein;ein;besonderer;Belohnung;für;mein;treu;Freund
107966.0|die Vogelscheuche|noun|the scarecrow|Die Vogelscheuche steht im Feld und schützt das Getreide vor Vögeln.|The scarecrow stands in the field protecting the grain from birds.|der;Vogelscheuche;stehen;in;Feld;und;schützen;der;Getreide;vor;Vögeln
107967.0|die Mausefalle|noun|the mouse trap|Die Mausefalle wurde aufgestellt, um die ungebetenen Gäste zu fangen.|The mouse trap was set up to catch the unwanted guests.|der;Mausefalle;werden;aufstellen;um;der;ungebeten;Gast;zu;fangen
107968.0|die Neonröhre|noun|the neon tube|Die Neonröhre flackerte und tauchte den Raum in ein mystisches Licht.|The neon tube flickered and bathed the room in a mystical light.|der;Neonröhre;flackern;und;tauchen;der;Raum;in;ein;mystisch;Licht
107969.0|Teflonpfanne|noun|the Teflon pan|In der Teflonpfanne brate ich die frischen Gemüse ohne Anbrennen.|I fry the fresh vegetables in the Teflon pan without sticking.|in;der;Teflonpfanne;braten;ich;der;frisch;Gemüse;ohne;Anbrennen
107970.0|der Eierbecher|noun|the egg cup|Der Eierbecher aus Porzellan stand elegant auf dem Frühstückstisch.|The egg cup made of porcelain stood elegantly on the breakfast table.|der;Eierbecher;aus;Porzellan;stehen;elegant;auf;der;Frühstückstisch
107971.0|der Eierkocher|noun|the egg cooker|Der Eierkocher bereitet perfekt gekochte Eier für das Frühstück zu.|The egg cooker prepares perfectly cooked eggs for breakfast.|der;Eierkocher;zubereiteen;perfekt;gekocht;Ei;für;der;Frühstück;zu
107972.0|der Eierschneider|noun|the egg slicer|Der Eierschneider macht das Schneiden von Eiern so viel einfacher.|The egg slicer makes slicing eggs so much easier.|der;Eierschneider;machen;der;Schneiden;von;Ei;so;viel;einfach
107973.0|der Eierwärmer|noun|the egg warmer|Der Eierwärmer aus Keramik hielt die Frühstückseier lange heiß.|The egg warmer made of ceramics kept the breakfast eggs hot for a long time.|der;Eierwärmer;aus;Keramik;halten;der;Frühstückseier;lange;heiß
107974.0|Kardanwelle|noun|the driveshaft|Die Kardanwelle übertrug die Motorleistung effizient auf die Räder.|The driveshaft efficiently transmitted the engine power to the wheels.|der;Kardanwelle;übertrug;der;Motorleistung;effizient;auf;der;Rad
107975.0|die Nockenwelle|noun|the camshaft|Die Nockenwelle sorgt für präzise Steuerung der Motorventile.|The camshaft ensures precise control of the engine valves.|der;Nockenwelle;sorgen;für;präzise;Steuerung;der;Motorventil
107977.0|die Dauerwelle|noun|the perm|Die Dauerwelle war in den 80er Jahren sehr beliebt und sicher trendy.|The perm was very popular in the 80s and definitely trendy.|der;Dauerwelle;sein;in;der;80er;Jahr;sehr;beliebt;und;sicher;trendy
107980.0|die Kombizange|noun|the combination pliers|Mit der Kombizange lässt sich das Kabel einfach abisolieren.|With the combination pliers, the cable can be easily stripped.|mit;der;Kombizange;lässt;sich;der;Kabel;einfach;abisolieren
107982.0|der Suchscheinwerfer|noun|the searchlight|Der Suchscheinwerfer fand die vermisste Person schnell in der Nacht.|The searchlight quickly found the missing person in the night.|der;Suchscheinwerfer;finden;der;vermisst;Person;schnell;in;der;Nacht
107983.0|die Litfaßsäule|noun|the advertising column|Die Litfaßsäule war mit bunten Plakaten für das Festival überzogen.|The advertising column was covered with colorful posters for the festival.|der;Litfaßsäule;sein;mit;bunt;Plakat;für;der;Festival;überziehen
107986.0|die Regenrinne|noun|the gutter|Die Regenrinne war verstopft und ließ das Wasser nicht abfließen.|The gutter was clogged and wouldn’t allow the water to drain.|der;Regenrinne;sein;verstopfen;und;lassen;der;Wasser;nicht;abfließen
107988.0|das Nudelholz|noun|the rolling pin|Mit dem Nudelholz rolle ich den Teig für die frischen Spätzle aus.|With the rolling pin, I roll out the dough for the fresh spaetzle.|mit;der;Nudelholz;ausrollen;ich;der;Teig;für;der;frisch;Spätzle;aus
107989.0|der Gummibär|noun|the gummy bear|Der Gummibär war weich und klebrig, ein beliebtes Süßigkeitenstück.|The gummy bear was soft and sticky, a popular piece of candy.|der;Gummibär;sein;weich;und;klebrig;ein;beliebt;Süßigkeitenstück
107990.0|das Oberhemd|noun|the dress shirt|Das Oberhemd lag frisch gebügelt auf dem Bett, bereit zum Tragen.|The dress shirt lay freshly ironed on the bed, ready to be worn.|der;Oberhemd;liegen;frisch;bügelen;auf;der;Bett;bereit;zu;Tragen
107991.0|die Untertasse|noun|the saucer|Jede Tasse hatte eine passende Untertasse aus feinem Porzellan.|Each cup had a matching saucer made of fine porcelain.|jeder;Tasse;haben;ein;passend;Untertasse;aus;fein;Porzellan
107992.0|die Mehrwegflasche|noun|the reusable bottle|Die Mehrwegflasche reduziert den Abfall und schont die Umwelt.|The reusable bottle reduces waste and protects the environment.|der;Mehrwegflasche;reduzieren;der;Abfall;und;schonen;der;Umwelt
108000.0|der Scheibenwischer|noun|the windshield wiper|Der Scheibenwischer putzt die Frontscheibe während des Regens.|The windshield wiper cleans the windshield during the rain.|der;Scheibenwischer;putzen;der;Frontscheibe;während;der;Regen
108005.0|der Pfefferkuchen|noun|the gingerbread|In der Weihnachtszeit backen wir köstlichen Pfefferkuchen zusammen.|During Christmas time, we bake delicious gingerbread together.|in;der;Weihnachtszeit;zusammenbacken;wir;köstlich;Pfefferkuchen;zusammen
108006.0|der Flaschenzug|noun|the pulley|Der Flaschenzug erleichtert das Heben schwerer Lasten bei der Arbeit.|The pulley makes lifting heavy loads easier at work.|der;Flaschenzug;erleichtern;der;Heben;schwer;Last;bei;der;Arbeit
108007.0|die Tellermine|noun|the tellermine|Die Tellermine warnt vor dem unsichtbaren Risiko im Gelände.|The tellermine warns of the invisible risk in the terrain.|der;Tellermine;warnen;vor;der;unsichtbar;Risiko;in;Gelände
108011.0|die Mottenkugel|noun|the mothball|Die Mottenkugel schützt meine Kleidung vor Schädlingen im Schrank.|The mothball protects my clothing from pests in the closet.|der;Mottenkugel;schützen;mein;Kleidung;vor;Schädlingen;in;Schrank
108012.0|die Kohlensäure|noun|the carbon dioxide|Die Kohlensäure im Mineralwasser prickelt angenehm auf der Zunge.|The carbon dioxide in the mineral water pleasantly tingles on the tongue.|der;Kohlensäure;in;Mineralwasser;prickeln;angenehm;auf;der;Zunge
108014.0|die Küchenrolle|noun|the kitchen roll|Die Küchenrolle ist nützlich, um Flecken schnell zu beseitigen.|The kitchen roll is useful for quickly removing stains.|der;Küchenrolle;sein;nützlich;um;Flecke;schnell;zu;beseitigen
108017.0|der Sommerreifen|noun|the summer tire|Der Mechaniker tauschte die Winterreifen gegen Sommerreifen aus.|The mechanic replaced the winter tires with summer tires.|der;Mechaniker;austauschen;der;Winterreifen;gegen;Sommerreifen;aus
108018.0|der Regenschirm|noun|the umbrella|Der Regenschirm ist unverzichtbar an regnerischen Tagen in Berlin.|The umbrella is indispensable on rainy days in Berlin.|der;Regenschirm;sein;unverzichtbar;an;regnerisch;Tag;in;Berlin
108020.0|der Aschenbecher|noun|the ashtray|Der Aschenbecher auf dem Tisch war überquellt von Zigarettenresten.|The ashtray on the table was overflowing with cigarette remnants.|der;Aschenbecher;auf;der;Tisch;sein;überquellen;von;Zigarettenrest
108024.0|der Enterhaken|noun|the grappling hook|Der Enterhaken half den Piraten, das feindliche Schiff zu erreichen.|The grappling hook helped the pirates reach the enemy ship.|der;Enterhaken;helfen;der;Pirat;der;feindlich;Schiff;zu;erreichen
108026.0|der Angelhaken|noun|the fishing hook|Der Angler überprüfte den Angelhaken, bevor er die nächste Runde warf.|The fisherman checked the fishing hook before casting the next line.|der;Angler;überprüfen;der;Angelhaken;bevor;er;der;nächster;Runde;werfen
108027.0|Häkelhaken|noun|the crochet hook|Mit dem Häkelhaken kreierte sie wunderschöne Muster aus buntem Garn.|With the crochet hook, she created beautiful patterns from colorful yarn.|mit;der;Häkelhaken;kreiern;sie;wunderschön;Muster;aus;bunt;Garn
108030.0|die Stecknadel|noun|the pin|Die Schneiderin nutzte eine Stecknadel, um das Kleid zu fixieren.|The seamstress used a pin to secure the dress.|der;Schneiderin;nutzen;ein;Stecknadel;um;der;Kleid;zu;fixieren
108034.0|der Dachziegel|noun|the roof tile|Der alte Dachziegel fiel beim Renovieren im Garten herunter.|The old roof tile fell during the renovation in the garden.|der;alt;Dachziegel;herunterfallen;bei;Renovieren;in;Garten;herunter
108035.0|die Salzstange|noun|the pretzel stick|Die Salzstange knusperte laut, als ich hineinbiss und sie genoss.|The pretzel stick crunched loudly as I bit into it and enjoyed it.|der;Salzstange;knusperen;laut;als;ich;hineinbiss;und;sie;genoss
108037.0|die Kernseife|noun|the lye soap|Die Kernseife ist bekannt für ihre hautfreundlichen Eigenschaften.|The lye soap is known for its skin-friendly properties.|der;Kernseife;sein;bekannt;für;ihr;hautfreundlich;Eigenschaft
108038.0|der Schornstein|noun|the chimney|Der Schornstein qualmte, während das Feuer gemütlich brannte.|The chimney smoked as the fire burned cozily.|der;Schornstein;qualmn;während;der;Feuer;gemütlich;brannen
108039.0|das Hufeisen|noun|the horseshoe|Der schwarze Huf des Pferdes trug ein altes, ehrwürdiges Hufeisen.|The black hoof of the horse bore an old, venerable horseshoe.|der;schwarz;Huf;der;Pferd;tragen;ein;alt;ehrwürdig;Hufeisen
108040.0|der Kronkorken|noun|the bottle cap|Der Kronkorken sprang beim Öffnen der Flasche mit einem Geräusch ab.|The bottle cap flew off with a noise when opening the bottle.|der;Kronkorken;abspringen;bei;Öffnen;der;Flasche;mit;ein;Geräusch;ab
108041.0|der Schalldämpfer|noun|the silencer|Der Schalldämpfer machte die Fahrt des Motorrads sehr viel leiser.|The silencer made the motorcycle ride significantly quieter.|der;Schalldämpfer;machen;der;Fahrt;der;Motorrad;sehr;viel;leis
108044.0|Schaumgummi|noun|foam rubber|Die Matratze aus Schaumgummi bietet erholsamen Schlaf für alle.|The mattress made of foam rubber offers restful sleep for everyone.|der;Matratze;aus;Schaumgummi;bieten;erholsam;Schlaf;für;alle
108047.0|der Fallschirm|noun|the parachute|Der Fallschirm öffnete sich zuverlässig und schützte den Springer.|The parachute opened reliably and protected the jumper.|der;Fallschirm;öffnen;sich;zuverlässig;und;schützen;der;Springer
108049.0|die Befruchtung|noun|the fertilization|Die Befruchtung findet normalerweise innerhalb von 24 Stunden statt.|Fertilization usually occurs within 24 hours.|der;Befruchtung;stattfinden;normalerweise;innerhalb;von;24;Stunde;statt
108050.0|pflanzlich|adjective|plant-based|Eine pflanzliche Ernährungsweise hat viele gesundheitliche Vorteile.|A plant-based diet has many health benefits.|ein;pflanzlich;Ernährungsweise;haben;vieler;gesundheitlich;Vorteil
108051.0|der Brotaufstrich|noun|the spread|Marmelade ist ein leckerer Brotaufstrich am Frühstückstisch.|Jam is a delicious spread on the breakfast table.|Marmelade;sein;ein;lecker;Brotaufstrich;an;Frühstückstisch
