|word|part_of_speech|lemma|lemma_correct|is_lemma
95083|Brückenschloss|Substantiv|das Brückenschloss|das Brückenschloss|False
95096|Baumherz|Substantiv|das Baumherz|das Baumherz|False
95182|Nächsten|Substantiv|die Nächsten|die Nächsten|False
95194|Lonesome|Adjektiv|lonesome|lonesome|False
95210|abhieltest|Verb|abhielen|abhielen|False
95318|Bushaltestation|Substantiv|die Bushaltestation|die Bushaltestation|False
95320|bedruckt|Adjektiv|bedruckt|bedruckt|False
95341|strafend|Adjektiv|strafend|strafend|False
95389|Auenland|Substantiv|das Auenland|das Auenland|False
95429|Gedankenfilm|Substantiv|der Gedankenfilm|der Gedankenfilm|False
95489|Proteinshake|Substantiv|der Proteinshake|der Proteinshake|False
95499|Creep-Face|Substantiv|das Creep-Face|das Creep-Face|False
95500|Teenage|Adjektiv|teenage|teenage|False
95501|Dirtbag|Substantiv|der Dirtbag|der Dirtbag|False
95516|Asozialen|Substantiv|die Asozialen|die Asozialen|False
95523|Sabberfaden|Substantiv|der Sabberfaden|der Sabberfaden|False
95668|rumfickend|Adjektiv|rumfickend|rumfickend|False
95690|allererster|Adjektiv|allererster|allererster|False
95860|Videocontent|Substantiv|der Videocontent|der Videocontent|False
95861|Jihadi-John-Shit|Substantiv|der Jihadi-John-Shit|der Jihadi-John-Shit|False
95862|eFukt|Substantiv|eFukt|eFukt|False
95907|Inkognito-Tab|Substantiv|der Inkognito-Tab|der Inkognito-Tab|False
95946|Burnout-Therapie|Substantiv|die Burnout-Therapie|die Burnout-Therapie|False
95948|Ketamine|Substantiv|das Ketamin|das Ketamin|False
95965|Psychoterroristin|Substantiv|die Psychoterroristin|die Psychoterroristin|False
95983|Waffengürtel|Substantiv|der Waffengürtel|der Waffengürtel|False
95996|Fratzenbücher-Kommentare|Substantiv|die Fratzenbücher-Kommentare|die Fratzenbücher-Kommentare|False
95999|Gute-Nacht-Lektüre|Substantiv|die Gute-Nacht-Lektüre|die Gute-Nacht-Lektüre|False
96056|Yeah-yeah|Interjektion|yeah-yeah|yeah-yeah|False
96057|yeah-yeah|Interjektion|yeah-yeah|yeah-yeah|False
96079|Heisenberg-Kristall|Substantiv|der Heisenberg-Kristall|der Heisenberg-Kristall|False
96080|Psch|Interjektion|psch|psch|False
96130|Überstundenschicht|Substantiv|die Überstundenschicht|die Überstundenschicht|False
96143|sechsunddreißig|Numeral|sechsunddreißig|sechsunddreißig|False
96219|ja-ja|Interjektion|ja-ja|ja-ja|False
96232|Folterszene|Substantiv|die Folterszene|die Folterszene|False
96236|Scholgefäd|Substantiv|der Scholgefäd|der Scholgefäd|False
96238|Folgeschäden|Substantiv|die Folgeschäden|die Folgeschäden|False
96242|Nackenmuskel|Substantiv|der Nackenmuskel|der Nackenmuskel|False
96277|True|Adjektiv|true|true|False
96304|Pinscher-Rüde|Substantiv|der Pinscher-Rüde|der Pinscher-Rüde|False
96325|Unruhestand|Substantiv|der Unruhestand|der Unruhestand|False
96387|Prothesenbau|Substantiv|der Prothesenbau|der Prothesenbau|False
96388|Woah|Interjektion|woah|woah|False
96435|goldgeschmückt|Adjektiv|goldgeschmückt|goldgeschmückt|False
96509|Ruinn|Substantiv|der Ruinn|der Ruinn|False
96621|Hu|Substantiv|der Hu|der Hu|False
96646|TKP|Substantiv|der TKP|der TKP|False
96671|Lieblingsmagazin|Substantiv|das Lieblingsmagazin|das Lieblingsmagazin|False
96702|s-|Substantiv|das s-|das s-|False
96746|Grosche|Substantiv|die Grosche|die Grosche|False
97284|Fa-fa-fa|Interjektion|fa-fa-fa|fa-fa-fa|False
97285|fa-fa-fa-fa-fa|Interjektion|fa-fa-fa-fa|fa-fa-fa-fa|False
97296|fa-fa-fa-fa|Interjektion|fa-fa-fa|fa-fa-fa|False
97419|Viere|Substantiv|die Viere|die Viere|False
97491|Rapwichser|Substantiv|der Rapwichser|der Rapwichser|False
97500|Kaspermucke|Substantiv|die Kaspermucke|die Kaspermucke|False
97542|ohoho|Interjektion|ohoho|ohoho|False
97835|Schlimmes|Substantiv|das Schlimme|das Schlimme|False
97848|Schattentanz|Substantiv|der Schattentanz|der Schattentanz|False
97880|2x|Numeral|2x|2x|False
97955|Schlumpfhausen|Substantiv|das Schlumpfhausen|das Schlumpfhausen|False
97960|Lalalalalalalalalalalalala|Interjektion|lalalalalalalalalalalalala|lalalalalalalalalalalalala|False
98019|Gag-Imperium|Substantiv|das Gag-Imperium|das Gag-Imperium|False
98022|Us|Pronomen|us|us|False
98113|Zot|Substantiv|der Zot|der Zot|False
98132|Witzekollektiv|Substantiv|das Witzekollektiv|das Witzekollektiv|False
98199|einSchenk|Substantiv|ein Schenk|ein Schenk|False
98243|Barry|Substantiv|Barry|Barry|False
98244|Manilow|Substantiv|Manilow|Manilow|False
98414|allerеrster|Adjektiv|allererste|allererste|False
98455|Boxverein|Substantiv|der Boxverein|der Boxverein|False
98462|Pickeln|Verb|pickeln|pickeln|False
98480|verheulen|Verb|verheulen|verheulen|False
98489|partyschwul|Adjektiv|partyschwul|partyschwul|False
98601|Schneidezähne|Substantiv|die Schneidezähne|die Schneidezähne|False
99196|Uro-|Präfix|Uro-|Uro-|False
99197|Kardio-|Präfix|Kardio-|Kardio-|False
99204|Straf|Adjektiv|straf|straf|False
99223|Impf|Adjektiv|impf|impf|False
99322|Bastelbogen|Substantiv|der Bastelbogen|der Bastelbogen|False
99334|Stuhlkreis|Substantiv|der Stuhlkreis|der Stuhlkreis|False
99563|Woah-oh|Interjektion|woah-oh|woah-oh|False
99564|woah-oh|Interjektion|woah-oh|woah-oh|False
99598|Botoxmaske|Substantiv|die Botoxmaske|die Botoxmaske|False
99676|Büschen|Substantiv|das Büschen|das Büschen|False
99713|Stangenfieber|Substantiv|das Stangenfieber|das Stangenfieber|False
99869|Bürgermeisterkandidat|Substantiv|der Bürgermeisterkandidat|der Bürgermeisterkandidat|False
99884|Bio-Katzenstreu|Substantiv|das Bio-Katzenstreu|das Bio-Katzenstreu|False
99916|Gespenster|Substantiv|die Gespenster|die Gespenster|False
100044|friends|Substantiv|die Freunde|die Freunde|False
100112|Tütenreis|Substantiv|der Tütenreis|der Tütenreis|False
100232|Männerschaft|Substantiv|die Männerschaft|die Männerschaft|False
100304|Machoschwein|Substantiv|das Machoschwein|das Machoschwein|False
100420|raussprudeln|Verb|raussprudeln|raussprudeln|False
100439|traumatisiert|Adjektiv|traumatisiert|traumatisiert|False
100466|rengen|Verb|rengen|rengen|False
100567|Zweigeschlecht|Substantiv|das Zweigeschlecht|das Zweigeschlecht|False
100806|Wiederhall|Substantiv|der Wiederhall|der Wiederhall|False
100963|300|Numeral|300|300|False
100979|totgeschlagen|Verb|tot schlagen|tot schlagen|False
101031|Schaschliksoße|Substantiv|die Schaschliksoße|die Schaschliksoße|False
101061|Schillerallee|Substantiv|die Schillerallee|die Schillerallee|False
101073|Panzerfäuste|Substantiv|die Panzerfäuste|die Panzerfäuste|False
101115|Tittenheftchen|Substantiv|das Tittenheftchen|das Tittenheftchen|False
101117|Arschritze|Substantiv|die Arschritze|die Arschritze|False
101157|Mündern|Substantiv|die Münder|die Münder|False
101237|Belangloses|Substantiv|das Belanglose|das Belanglose|False
101261|Holunder-Vinaigrette|Substantiv|die Holunder-Vinaigrette|die Holunder-Vinaigrette|False
101366|Statusmeeting|Substantiv|das Statusmeeting|das Statusmeeting|False
101391|Nö|Interjektion|nö|nö|False
101418|Powerpoint|Substantiv|die Powerpoint|die Powerpoint|False
101467|Schönfuss|Substantiv|der Schönfuss|der Schönfuss|False
101606|14|Numeral|14|14|False
101914|Machtansprüchen|Substantiv|die Machtansprüche|die Machtansprüche|False
102038|wooh|Interjektion|wooh|wooh|False
102085|Stichprobentest|Substantiv|der Stichprobentest|der Stichprobentest|False
102128|Gilette-Wachs|Substantiv|das Gilette-Wachs|das Gilette-Wachs|False
102138|jalousiebedeckt|Adjektiv|jalousiebedeckt|jalousiebedeckt|False
102146|Iggy|Substantiv|Iggy|Iggy|False
102153|zeugenlos|Adjektiv|zeugenlos|zeugenlos|False
102171|euphorieberaubt|Adjektiv|euphorieberaubt|euphorieberaubt|False
102187|tippitop|Adjektiv|tippitop|tippitop|False
102243|Luftschlössern|Substantiv|die Luftschlösser|die Luftschlösser|False
102253|Gucklöchern|Substantiv|die Gucklöcher|die Gucklöcher|False
102377|Giftschlangengrube|Substantiv|die Giftschlangengrube|die Giftschlangengrube|False
102477|Sandstaub|Substantiv|der Sandstaub|der Sandstaub|False
102677|dampfend|Adjektiv|dampfend|dampfend|False
102810|Viva|Substantiv|Viva|Viva|False
102811|Margherita|Substantiv|Margherita|Margherita|False
102819|Holzkohleofen|Substantiv|der Holzkohleofen|der Holzkohleofen|False
102910|reinbacken|Verb|reinbacken|reinbacken|False
103146|garnicht|Adverb|gar nicht|gar nicht|False
103147|Schicki-Micki|Adjektiv|Schicki-Micki|Schicki-Micki|False
103343|Vollgepackt|Adjektiv|vollgepackt|vollgepackt|False
103640|entrissen|Verb|entrissen|entrissen|False
103656|allerhöchster|Adjektiv|allerhöchste|allerhöchste|False
103669|Kryptoxenoarchäologie|Substantiv|die Kryptoxenoarchäologie|die Kryptoxenoarchäologie|False
103709|Landungsposition|Substantiv|die Landungsposition|die Landungsposition|False
104084|Bettmagnet|Substantiv|der Bettmagnet|der Bettmagnet|False
104136|mitbestellen|Verb|mitbestellen|mitbestellen|False
104281|Waffeln|Substantiv|die Waffeln|die Waffeln|False
104285|Frito|Substantiv|Frito|Frito|False
104593|Oh-ho-ho|Interjektion|oh-ho-ho|oh-ho-ho|False
104625|Störkraft|Substantiv|die Störkraft|die Störkraft|False
104631|Kuschelrock-LP|Substantiv|die Kuschelrock-LP|die Kuschelrock-LP|False
104641|Silent|Adjektiv|silent|silent|False
104642|cry|Verb|cry|cry|False
105363|aufgegrätschn|Verb|aufgegrätschen|aufgegrätschen|False
105377|Himmelsgeige|Substantiv|die Himmelsgeige|die Himmelsgeige|False
105427|Größten|Adjektiv|größt|größt|False
105591|kontrollzwangsgesteuert|Adjektiv|kontrollzwangsgesteuert|kontrollzwangsgesteuert|False
105617|co-abhängig|Adjektiv|co-abhängig|co-abhängig|False
105967|Erfreut|Adjektiv|erfreut|erfreut|False
106041|hours|Substantiv|die Stunden|die Stunden|False
106043|allied|Adjektiv|allied|allied|False
106045|forces|Substantiv|die Streitkräfte|die Streitkräfte|False
106051|targets|Substantiv|die Ziele|die Ziele|False
106057|attacks|Substantiv|die Angriffe|die Angriffe|False
106071|2nd|Ordinalzahl|2.|2.|False
106093|United|Adjektiv|vereint|vereint|False
106094|Nations|Substantiv|die Nationen|die Nationen|False
106098|people|Substantiv|die Menschen|die Menschen|False
106143|kohlpechrabenschwarz|Adjektiv|kohlpechrabenschwarz|kohlpechrabenschwarz|False
106168|Kaspar|Substantiv|Kaspar|Kaspar|False
106271|Hahahahaha|Interjektion|hahahahaha|hahahahaha|False
106653|Querköpfe|Substantiv|die Querköpfe|die Querköpfe|False
106718|Para-dies|Substantiv|das Para-dies|das Para-dies|False
106719|Para-das|Substantiv|das Para-das|das Para-das|False
106720|Para-Militär|Substantiv|das Para-Militär|das Para-Militär|False
106884|Fakenew|Substantiv|das Fakenew|das Fakenew|False
106894|Häh|Interjektion|häh|häh|False
106896|Filterbubble|Substantiv|die Filterbubble|die Filterbubble|False
106935|irgendwersagen|Verb|irgendwer sagen|irgendwer sagen|False
107200|besternten|Verb|besternten|besternten|False
107205|Lieblingsplatte|Substantiv|die Lieblingsplatte|die Lieblingsplatte|False
107225|Ricky|Substantiv|Ricky|Ricky|False
107262|unrockbar|Adjektiv|unrockbar|unrockbar|False
107281|Beatsteak|Substantiv|Beatsteak|Beatsteak|False
107302|Shakira|Substantiv|Shakira|Shakira|False
107332|Schmusemasche|Substantiv|die Schmusemasche|die Schmusemasche|False
107376|moshen|Verb|moshen|moshen|False
107407|Remember|Verb|remember|remember|False
107410|9th|Numeral|9th|9th|False
107413|Broken|Adjektiv|broken|broken|False
107435|sleeping|Adjektiv|schlafend|schlafend|False
107446|gone|Adjektiv|verschwunden|verschwunden|False
107448|nuts|Substantiv|die Nüsse|die Nüsse|False
107458|Germans|Substantiv|die Deutschen|die Deutschen|False
107470|dorks|Substantiv|die Dorks|die Dorks|False
107475|torches|Substantiv|die Fackeln|die Fackeln|False
107477|pitchforks|Substantiv|die Mistgabeln|die Mistgabeln|False
107501|jackets|Substantiv|die Jacken|die Jacken|False
107506|Birkenstocks|Substantiv|die Birkenstocks|die Birkenstocks|False
107514|earth-shattering|Adjektiv|erdbebenartig|erdbebenartig|False
107525|biggest|Adjektiv|größt|größt|False
107533|fences|Substantiv|die Zäune|die Zäune|False
107535|walls|Substantiv|die Wände|die Wände|False
107542|balls|Substantiv|die Bälle|die Bälle|False
107595|Maniacs|Substantiv|die Maniacs|die Maniacs|False
107614|assholery|Substantiv|die Arschlochigkeit|die Arschlochigkeit|False
107634|Weve|Verb|wir haben|wir haben|False
107661|neighbours|Substantiv|die Nachbarn|die Nachbarn|False
107701|Longer|Adjektiv|länger|länger|False
107718|Loungers|Substantiv|die Liegestühle|die Liegestühle|False
107721|towels|Substantiv|die Handtücher|die Handtücher|False
107729|dickheads|Substantiv|die Arschlöcher|die Arschlöcher|False
107743|2016|Numeral|2016|2016|False
107751|whatever|Pronomen|was auch immer|was auch immer|False
107771|theyre|Pronomen|sie sind|sie sind|False
107797|cycle|Verb|zyklieren|zyklieren|False
107804|forgiving|Adjektiv|vergebend|vergebend|False
107821|Fanta|Substantiv|die Fanta|die Fanta|False
107833|Ha-ha-ha-ha-ha|Interjektion|Ha-ha-ha-ha-ha|Ha-ha-ha-ha-ha|False
107961|Klettverschlüsse|Substantiv|die Klettverschlüsse|die Klettverschlüsse|False
107987|Lüsterklemmen|Substantiv|die Lüsterklemmen|die Lüsterklemmen|False
107993|Einwegspritzen|Substantiv|die Einwegspritzen|die Einwegspritzen|False
107998|Thermoscheibe|Substantiv|die Thermoscheibe|die Thermoscheibe|False
108004|Zuckerhüte|Substantiv|die Zuckerhüte|die Zuckerhüte|False
108009|Bienenstöcke|Substantiv|die Bienenstöcke|die Bienenstöcke|False
108016|Wintergärten|Substantiv|die Wintergärten|die Wintergärten|False
108022|Schnellkochtöpfe|Substantiv|die Schnellkochtöpfe|die Schnellkochtöpfe|False
108023|Abziehbilder|Substantiv|die Abziehbilder|die Abziehbilder|False
108031|Zahnseid|Substantiv|der Zahnseid|der Zahnseid|False
108036|Setzkäst|Substantiv|das Setzkästchen|das Setzkästchen|False
108052|Wasserlose|Adjektiv|wasserlos|wasserlos|False
108059|Pflanzendünger|Substantiv|der Pflanzendünger|der Pflanzendünger|False
108060|Sportwagenkarosserie|Substantiv|die Sportwagenkarosserie|die Sportwagenkarosserie|False
108086|gings|Verb|gingen|gingen|False
108090|schlechtgings|Verb|schlechtgingen|schlechtgingen|False
108151|umm|Interjektion|umm|umm|False
108187|Elternknast|Substantiv|der Elternknast|der Elternknast|False
108213|800|Numeral|800|800|False
108236|RocknRoll|Substantiv|der Rock'n'Roll|der Rock'n'Roll|False
108332|isnt|Verb|ist nicht|ist nicht|False
108460|gesprungn|Verb|gesprungen|gesprungen|False
108626|stattSag|Verb|statt sagen|statt sagen|False
108754|schützend|Adjektiv|schützend|schützend|False
108801|Collateral|Substantiv|das Collateral|das Collateral|False
108820|Triffen|Verb|triffen|triffen|False
108857|Gebeine|Substantiv|die Gebeine|die Gebeine|False
109315|Witter|Substantiv|der Witter|der Witter|False
109336|nachfinden|Verb|nachfinden|nachfinden|False
109507|Fahrrädern|Substantiv|die Fahrräder|die Fahrräder|False
109779|B-Track|Substantiv|der B-Track|der B-Track|False
109798|Mainstreamscheiße|Substantiv|die Mainstreamscheiße|die Mainstreamscheiße|False
109936|Dahon|Substantiv|Dahon|Dahon|False
110472|Mancher|Pronomen|mancher|mancher|False
110541|Warmer|Adjektiv|wärmer|wärmer|False
110746|Käme|Verb|käme|käme|False
110815|Linsenhaut|Substantiv|die Linsenhaut|die Linsenhaut|False
110822|rausschau|Verb|rausschauen|rausschauen|False
110933|Dinger|Substantiv|die Dinger|die Dinger|False
110962|Bikinioberteil|Substantiv|das Bikinioberteil|das Bikinioberteil|False
111060|Proletenpack|Substantiv|das Proletenpack|das Proletenpack|False
111228|Worttransport|Substantiv|der Worttransport|der Worttransport|False
111445|vollbepackt|Adjektiv|vollbepackt|vollbepackt|False
111447|stolpernd|Adjektiv|stolpernd|stolpernd|False
111501|Länger|Adjektiv|länger|länger|False
111533|Immergrößer|Adjektiv|immer größer|immer größer|False
111577|Scherze|Substantiv|die Scherze|die Scherze|False
111662|Stillgestanden|Verb|stillgestanden|stillgestanden|False
111923|Hardworking|Adjektiv|hardworking|hardworking|False
111927|Hardknock|Adjektiv|hardknock|hardknock|False
111940|sozialromantisch|Adjektiv|sozialromantisch|sozialromantisch|False
111944|Arbeiterstammtisch|Substantiv|der Arbeiterstammtisch|der Arbeiterstammtisch|False
111945|Salonfähigkeit|Substantiv|die Salonfähigkeit|die Salonfähigkeit|False
111973|Leitkultur-Farce-Scheisse|Substantiv|die Leitkultur-Farce-Scheiße|die Leitkultur-Farce-Scheiße|False
111979|Trinkwasserwerkе|Substantiv|das Trinkwasserwerk|das Trinkwasserwerk|False
111988|Ketamin|Substantiv|das Ketamin|das Ketamin|False
111997|Gabbakonzert|Substantiv|das Gabbakonzert|das Gabbakonzert|False
112000|Beamtenkaffeetisch|Substantiv|der Beamtenkaffeetisch|der Beamtenkaffeetisch|False
112005|MDMA|Substantiv|das MDMA|das MDMA|False
112028|Selbstfindungsphase|Substantiv|die Selbstfindungsphase|die Selbstfindungsphase|False
112029|Weltschmerzbewältigungsnarbe|Substantiv|die Weltschmerzbewältigungsnarbe|die Weltschmerzbewältigungsnarbe|False
112031|Strobo|Substantiv|das Strobo|das Strobo|False
112041|Mehrverdienenden|Substantiv|die Mehrverdienenden|die Mehrverdienenden|False
112053|geliehen|Adjektiv|geliehen|geliehen|False
112055|Aldi-Tüte|Substantiv|die Aldi-Tüte|die Aldi-Tüte|False
112064|Eidinger|Substantiv|Eidinger|Eidinger|False
112092|Drippen|Verb|drippen|drippen|False
112106|Trinkwasserwerk|Substantiv|das Trinkwasserwerk|das Trinkwasserwerk|False
112192|Lichtkleid|Substantiv|das Lichtkleid|das Lichtkleid|False
112237|non|Pronomen|non|non|False
112439|Menschenfressermensch|Substantiv|der Menschenfressermensch|der Menschenfressermensch|False
112445|Menschenfressermenschen|Substantiv|die Menschenfressermenschen|die Menschenfressermenschen|False
112512|33|Numeral|33|33|False
112574|Jajaja|Interjektion|jajaja|jajaja|False
112591|Menschenfresserrente|Substantiv|die Menschenfresserrente|die Menschenfresserrente|False
112632|Seemannshose|Substantiv|die Seemannshose|die Seemannshose|False
112649|Seemannsrose|Substantiv|die Seemannsrose|die Seemannsrose|False
112761|Johohoho|Interjektion|johohoho|johohoho|False
112898|eingedrungen|Verb|eingedringen|eingedringen|False
113061|Hm-hm-hm|Interjektion|hm-hm-hm|hm-hm-hm|False
113062|hm-hm-hm|Interjektion|hm-hm-hm|hm-hm-hm|False
113063|Hm-hm-hmm|Interjektion|hm-hm-hmm|hm-hm-hmm|False
113067|Return-Point|Substantiv|der Return-Point|der Return-Point|False
113071|Streets|Substantiv|die Streets|die Streets|False
113190|cornern|Verb|cornern|cornern|False
113304|Bermudadreiecks-Beziehung|Substantiv|die Bermudadreiecks-Beziehung|die Bermudadreiecks-Beziehung|False
113314|kastriert|Adjektiv|kastriert|kastriert|False
113423|oh-oh-oh|Interjektion|oh-oh-oh|oh-oh-oh|False
113508|Nazirethorik|Substantiv|die Nazirethorik|die Nazirethorik|False
113540|Jalousien|Substantiv|die Jalousien|die Jalousien|False
113627|Spotify|Substantiv|Spotify|Spotify|False
113686|rausmerk|Verb|rausmerken|rausmerken|False
113749|uh-oh-oh|Interjektion|uh-oh-oh|uh-oh-oh|False
113831|ermüdend|Adjektiv|ermüdend|ermüdend|False
113884|Galaktika|Substantiv|die Galaktika|die Galaktika|False
113889|Renk|Substantiv|der Renk|der Renk|False
114036|Eh-eh-eh-eh-eh|Interjektion|eh-eh-eh-eh-eh|eh-eh-eh-eh-eh|False
114218|A-Quadrat|Substantiv|das A-Quadrat|das A-Quadrat|False
114261|6378000|Numeral|6378000|6378000|False
114264|637800170|Numeral|637800170|637800170|False
114274|21680000|Numeral|21680000|21680000|False
114279|4650|Numeral|4650|4650|False
114305|fehlend|Adjektiv|fehlend|fehlend|False
114309|Zögerns|Substantiv|das Zögern|das Zögern|False
114351|streikend|Adjektiv|streikend|streikend|False
114927|systemgemacht|Adjektiv|systemgemacht|systemgemacht|False
114993|Sowa|Substantiv|die Sowa|die Sowa|False
115078|Alphornspieler|Substantiv|der Alphornspieler|der Alphornspieler|False
115126|Vieles|Pronomen|vieles|vieles|False
115128|Trommelfelle|Substantiv|die Trommelfelle|die Trommelfelle|False
115132|Doublebass|Substantiv|die Doublebass|die Doublebass|False
115315|Backgroundtänzer|Substantiv|der Backgroundtänzer|der Backgroundtänzer|False
115438|Busse|Substantiv|die Busse|die Busse|False
115533|Höfe|Substantiv|die Höfe|die Höfe|False
115577|Tragischerweise|Adverb|tragischerweise|tragischerweise|False
115586|Vodka|Substantiv|der Vodka|der Vodka|False
115608|everything|Pronomen|everything|everything|False
115633|Thе|Artikel|the|the|False
115640|keep|Verb|keep|keep|False
115653|thе|Artikel|the|the|False
115754|lalalala|Interjektion|lalalala|lalalala|False
115784|Keep|Verb|keep|keep|False
115822|810|Numeral|810|810|False
115869|dabeihabn|Verb|dabei haben|dabei haben|False
115934|Brunch-Allergie|Substantiv|die Brunch-Allergie|die Brunch-Allergie|False
116035|Ya|Interjektion|ya|ya|False
116069|Cesc|Substantiv|Cesc|Cesc|False
116070|Fàbregas|Substantiv|Fàbregas|Fàbregas|False
116099|Bentley|Substantiv|der Bentley|der Bentley|False
116110|Lionel|Substantiv|Lionel|Lionel|False
116112|Moukoko|Substantiv|Moukoko|Moukoko|False
116125|Neymar|Substantiv|Neymar|Neymar|False
116230|Lenuweit|Adverb|lenweit|lenweit|False
116297|dOr|Substantiv|das Or|das Or|False
116306|Youssoufa|Substantiv|Youssoufa|Youssoufa|False
116395|1969|Numeral|1969|1969|False
116414|heimlich-gähnend|Adjektiv|heimlich-gähnend|heimlich-gähnend|False
116426|Aufgewachter|Adjektiv|aufgewacht|aufgewacht|False
116476|La-Le-Lu|Interjektion|la-le-lu|la-le-lu|False
116501|sternehell|Adjektiv|sternehell|sternehell|False
116519|wohlverkommt|Adjektiv|wohlverkommen|wohlverkommen|False
116530|Elvis|Substantiv|Elvis|Elvis|False
116564|hervorWillst|Verb|hervor wollen|hervor wollen|False
116665|vorbeidarfen|Verb|vorbeidarf|vorbeidarf|False
116702|Rändern|Verb|randern|randern|False
116705|Frontex|Substantiv|die Frontex|die Frontex|False
116707|Push-Back|Substantiv|der Push-Back|der Push-Back|False
116710|Flüchtlingsabwehrkonferenz|Substantiv|die Flüchtlingsabwehrkonferenz|die Flüchtlingsabwehrkonferenz|False
116739|Könnten|Verb|könnten|könnten|False
116820|Fäusten|Substantiv|die Fäuste|die Fäuste|False
116989|Jure|Substantiv|der Jure|der Jure|False
116991|nove|Substantiv|die Nove|die Nove|False
116992|kuje|Verb|kujen|kujen|False
116993|Nove|Substantiv|die Nove|die Nove|False
117003|dobre|Adjektiv|dobre|dobre|False
117005|Dobre|Adjektiv|dobre|dobre|False
117008|loše|Adjektiv|loše|loše|False
117010|Loše|Adjektiv|loše|loše|False
117018|skupe|Adjektiv|skupe|skupe|False
117020|Skupe|Adjektiv|skupe|skupe|False
117029|jure|Verb|juren|juren|False
117069|bežim|Verb|bežim|bežim|False
117079|Ćao|Interjektion|ćao|ćao|False
117080|mala|Adjektiv|mala|mala|False
117081|ej|Interjektion|ej|ej|False
117086|Wajwai|Interjektion|wajwai|wajwai|False
117087|muška|Adjektiv|muška|muška|False
117088|svinja|Substantiv|die Svinja|die Svinja|False
117089|Dupe|Substantiv|das Dupe|das Dupe|False
117091|nektarina|Substantiv|die Nektarina|die Nektarina|False
117092|Pička|Substantiv|die Pička|die Pička|False
117094|mandarina|Substantiv|die Mandarina|die Mandarina|False
117096|pičku|Substantiv|die Pička|die Pička|False
117099|Diram|Verb|diren|diren|False
117101|Pičku|Substantiv|die Pička|die Pička|False
117105|Ajde|Interjektion|ajde|ajde|False
117106|pičko|Substantiv|die Pička|die Pička|False
117125|Kuje|Verb|kujen|kujen|False
117325|Gundula|Substantiv|die Gundula|die Gundula|False
117340|Seychelle|Substantiv|die Seychelle|die Seychelle|False
117346|Neu-Köln|Substantiv|das Neu-Köln|das Neu-Köln|False
117361|Sahnebaiser|Substantiv|der Sahnebaiser|der Sahnebaiser|False
117505|Fließbandgerät|Substantiv|das Fließbandgerät|das Fließbandgerät|False
117559|goschern|Verb|goschern|goschern|False
117680|daunzen|Verb|daunzen|daunzen|False
117757|neichn|Verb|neichen|neichen|False
117786|daleb|Verb|daleb|daleb|False
117854|Hipp|Interjektion|hipp|hipp|False
117865|Himbeer|Adjektiv|himbeer|himbeer|False
118337|uhrer|Substantiv|der Uhrer|der Uhrer|False
118345|Arbeitsliste|Substantiv|die Arbeitsliste|die Arbeitsliste|False
118351|Beziehungsmechanism|Substantiv|der Beziehungsmechanismus|der Beziehungsmechanismus|False
118511|eingeworfen|Verb|eingeworfen|eingeworfen|False
118524|rauslegen|Verb|rauslegen|rauslegen|False
118554|Nachbranraufgerannt|Verb|nachbrannen|nachbrannen|False
118572|Riesen-Blumenstrauss|Substantiv|der Riesen-Blumenstrauß|der Riesen-Blumenstrauß|False
118714|Mordverbot|Substantiv|das Mordverbot|das Mordverbot|False
118897|Geigenstar|Substantiv|der Geigenstar|der Geigenstar|False
118947|Gritt|Substantiv|das Gritt|das Gritt|False
118997|cher|Verb|cher|cher|False
119050|blabla|Interjektion|blabla|blabla|False
119053|hernähmen|Verb|hernähmen|hernähmen|False
119082|Fassadenlicht|Substantiv|das Fassadenlicht|das Fassadenlicht|False
119094|Kinoliebling|Substantiv|das Kinoliebling|das Kinoliebling|False
119099|Chlorodont|Substantiv|das Chlorodont|das Chlorodont|False
119121|Tauentzien|Substantiv|der Tauentzien|der Tauentzien|False
119131|Cafés|Substantiv|die Cafés|die Cafés|False
119144|hinwehen|Verb|hinwehen|hinwehen|False
119192|Un|Artikel|un|un|False
119559|paratstimmen|Verb|parat stimmen|parat stimmen|False
119573|Baikonur|Substantiv|der Baikonur|der Baikonur|False
119906|Väter|Substantiv|die Väter|die Väter|False
119948|Aaaaahhh|Interjektion|aaaaahhh|aaaaahhh|False
120226|Sitzplatznummer|Substantiv|die Sitzplatznummer|die Sitzplatznummer|False
120235|Klagereihe|Substantiv|die Klagereihe|die Klagereihe|False
120528|Autogramme|Substantiv|die Autogramme|die Autogramme|False
120638|sportgeweiht|Adjektiv|sportgeweiht|sportgeweiht|False
120697|ausgeschlagn|Verb|ausgeschlagen|ausgeschlagen|False
120819|Fremdhormon|Substantiv|das Fremdhormon|das Fremdhormon|False
120842|Geplatzte|Adjektiv|geplatzt|geplatzt|False
121038|herSchiebt|Verb|hershieben|hershieben|False
121103|Aurélie|Substantiv|Aurélie|Aurélie|False
121200|hinterherschauen|Verb|hinterherschauen|hinterherschauen|False
121253|berochen|Verb|beroch|beroch|False
121299|détendes|Verb|détendre|détendre|False
121302|fais|Verb|faire|faire|False
121303|trop|Adjektiv|trop|trop|False
121305|soucis|Substantiv|les soucis|les soucis|False
121309|Tadorent|Verb|tadorer|tadorer|False
121310|mais|Konjunktion|mais|mais|False
121311|toi|Pronomen|toi|toi|False
121315|vois|Verb|voir|voir|False
121317|Ouvre|Verb|ouvrir|ouvrir|False
