|word_deu|part_of_speech|word_eng
32628.0|die Innovation|noun|innovation
32657.0|das Fräulein|noun|the young lady
32707.0|bekannt|adjective|known
32708.0|der Herzensbrecher|noun|the heartbreaker
32718.0|das Flair|noun|the atmosphere
32718.001|der Flair|Noun|flair
32724.0|der Schauspieler|Nomen|the actor
33019.0|die Stille|noun|the silence
33023.0|das Gebrüll|noun|the roar
33096.0|die Retterin|noun|the rescuer
33127.0|der Klub|noun|the club
33136.0|rund|adjective|round
33150.0|das Tänzchen|noun|little dance
33155.0|verdächtig|adjective|suspicious
33170.0|das Tanzen|noun|the dancing
33189.0|das Overkill|noun|overkill
33189.001|der Overkill|noun|overkill
33256.0|Leise|adverb|quietly
33395.0|Rote|noun|red
33400.0|urinieren|Verb|to urinate
33444.0|beenden|Verb|to end
33488.0|die Energie|noun|energy
33497.0|die Sympathie|Noun|sympathy
33503.0|die Bahn|noun|railway
33509.0|der Zug|noun|the train
33510.0|deiner|Pronoun|yours
33513.0|abfahren|Verb|to depart
33523.0|sprich|Verb|to speak
33525.0|heilig|adjective|sacred
33609.0|quadratisch|Adjective|square
33618.0|mathematisch|Adjective|mathematical
33621.0|die Formel|Noun|the formula
33623.0|diktieren|Verb|to dictate
33682.0|der Trick|noun|trick
33702.0|der Kampf|Noun|fight
33720.0|die Kommunikation|noun|communication
33725.0|die Illusion|Noun|illusion
33751.0|englisch|adjective|English
33765.0|die Pfeife|noun|pipe
33771.0|besuchen|Verb|to visit
33784.0|Se|noun|the selenium
33843.0|der Punker|noun|the punk
33851.0|nostalgisch|adjective|nostalgic
33859.0|England|noun|England
33876.0|der Punk|noun|punk
33901.0|vorwärts|Adverb|forward
33902.0|marsch|Noun|march
33903.0|die Gitarre|noun|guitar
33915.0|das Kompott|noun|compote
33939.0|prima|adjective|great
33944.0|trainieren|verb|to train
33950.0|fit|adjective|fit
33955.0|Boygroup|noun|boy band
33968.0|son|conjunction|so
33973.0|Peter|noun|Peter
33974.0|Fox|noun|fox
33996.0|der Orangenbaum|noun|orange tree
34035.0|naja|interjection|well
34091.0|lebenslang|adjective|lifelong
34120.0|manch|adjective|some
34215.0|körperlich|adjective|physical
34216.0|die Selbstverteidigung|Noun|self-defense
34221.0|der Schluck|noun|the sip
34256.0|das Trinken|noun|drinking
34273.0|bestrafen|verb|punish
34289.0|der Kuchen|noun|the cake
34326.0|die Zone|noun|zone
34328.0|die Gefahr|noun|the danger
34362.0|die Heizung|Substantiv|heating
34376.0|reinschauen|verb|look inside
34387.0|zusammensein|verb|to be together
34420.0|ordentlich|Adjective|orderly
34547.0|die Klaus|Noun|Klaus
34557.0|die Mutti|noun|the mom
34564.0|das Taschengeld|Noun|allowance
34579.0|oldschool|adjective|old-school
34598.0|die Sanktion|noun|the sanction
34606.0|der Hausarrest|noun|the house arrest
34636.0|der Schrecken|noun|the terror
34641.0|entdecken|Verb|to discover
34654.0|das WLAN|noun|Wi-Fi
34683.0|verboten|Adjective|forbidden
34690.0|das Chatten|noun|chatting
34698.0|das Facebook|noun|Facebook
34714.0|der Mausklick|noun|the mouse click
34730.0|der Avatar|noun|avatar
34738.0|der Level|noun|level
34738.001|das Level|noun|level
34743.0|der Selbstmord|noun|suicide
34758.0|offline|adjective|offline
34759.0|masturbieren|verb|masturbate
34808.0|Himmelstor|noun|heaven's gate
34811.0|einchecken|verb|to check in
34846.0|der Apostel|noun|apostle
34850.0|der Gesang|noun|the singing
34855.0|iPhone|noun|iPhone
34876.0|sparen|verb|save
34879.0|duzen|verb|to address informally
34890.0|der Christ|noun|Christian
34900.0|der Hotspot|noun|hotspot
34925.0|die Sünde|noun|the sin
34949.0|der Terrorist|noun|the terrorist
34952.0|das Telefon|noun|telephone
34963.0|der Fuchs|noun|fox
34979.0|eilig|Adjective|hurried
35043.0|Eva|proper noun|Eva
35044.0|das Braun|noun|the brown
35044.001|der Braun|noun|the brown
35055.0|der Zauberer|noun|the wizard
35066.0|der Angelsachse|noun|the Anglo-Saxon
35073.0|der Elefant|noun|elephant
35082.0|grillen|verb|to barbecue
35104.0|der Dancefloor|noun|dance floor
35115.0|der Zigarettenrauch|noun|cigarette smoke
35132.0|die Zitrone|noun|lemon
35135.0|blasen|verb|to blow
35150.0|die Box|noun|box
35155.0|das Stereotyp|noun|stereotype
35156.0|der Don|noun|the don
35168.0|atomar|adjective|atomic
35180.0|fleißig|adjective|diligent
35183.0|der Partner|noun|partner
35193.0|Dude|noun|dude
35209.0|wegmüssen|verb|to have to leave
35214.0|die Blutsbrüderschaft|Nomen|blood brotherhood
35239.0|explodieren|verb|to explode
35247.0|toxisch|adjective|toxic
35262.0|der Fan|noun|fan
35308.0|der Schwanz|noun|tail
35329.0|alkoholisieren|Verb|to intoxicate
35331.0|das Dorffest|noun|village festival
35349.0|füllen|verb|to fill
35351.0|das Gehirn|noun|brain
35423.0|die Faulheit|noun|the laziness
35459.0|romantisch|adjective|romantic
35466.0|die Pflaume|noun|plum
35521.0|windig|Adjective|windy
35562.0|der Veganer|Noun|the vegan
35586.0|achthundert|Numeral|eight hundred
35599.0|Twitter|noun|Twitter
35646.0|die Zwanzig|Noun|the twenty
35658.0|manipulieren|verb|to manipulate
35665.0|die NSA|noun|the NSA
35665.001|der NSA|noun|the NSA
35666.0|das AKW|noun|nuclear power plant
35667.0|die CDU|noun|CDU (political party)
35668.0|die ARD|Noun|the ARD
35693.0|ungern|Adverb|reluctantly
35791.0|siebziger|Adjective|seventies
35799.0|der Mörder|noun|murderer
35810.0|die Lektion|noun|lesson
35825.0|probieren|verb|to try
35831.0|Problemanalyse|noun|problem analysis
35864.0|die Autorität|noun|authority
35876.0|der Lehrer|Noun|the teacher
35882.0|die Uniform|noun|uniform
35902.0|mindestens|Adverb|at least
36118.0|der Feminist|Substantiv|feminist
36132.0|lecken|verb|lick
36147.0|das Ego|Noun|the ego
36148.0|der Wodka|Noun|the vodka
36154.0|das Büro|noun|the office
36173.0|der Humor|noun|the humor
36224.0|die Theorie|noun|theory
36243.0|der Chauvinist|noun|the chauvinist
36257.0|die Lesbe|noun|the lesbian
36282.0|schwul|adjective|gay
36286.0|das Schimpfwort|Noun|the curse word
36438.0|der Tisch|Noun|table
36483.0|fliegend|adjective|flying
36484.0|die Maschine|noun|machine
36496.0|das Schaf|noun|sheep
36497.0|klonen|verb|to clone
36506.0|das Datum|noun|date
36508.0|die Nanosekunde|Nomen|nanosecond
36511.0|der Primat|noun|primate
36511.001|das Primat|noun|primacy
36521.0|die Sprache|noun|language
36530.0|graben|verb|to dig
36533.0|belächeln|verb|to smile at
36538.0|spalten|verb|split
36548.0|die Nahrungskette|noun|food chain
36567.0|der Mutant|Noun|mutant
36579.0|hochbegabt|adjective|gifted
36602.0|Löschung|noun|deletion
36606.0|die Quizshow|noun|quiz show
36609.0|der Genozid|noun|genocide
36609.001|das Genozid|noun|genocide
36611.0|der Indianer|noun|Native American
36615.0|griechisch|adjective|Greek
36616.0|das Drama|noun|drama
36619.0|die Euthanasie|noun|euthanasia
36620.0|das Napalm|noun|napalm
36621.0|das Tamagotchi|noun|Tamagotchi
36625.0|die Fantasie|noun|fantasy
36633.0|das Genom|noun|genome
36639.0|der Pogrom|noun|pogrom
36639.001|das Pogrom|Noun|pogrom
36644.0|die Intelligenz|noun|intelligence
36659.0|kapitulieren|Verb|to capitulate
36660.0|die Habe|noun|belongings
36663.0|der Apfel|noun|apple
36672.0|die Wüste|noun|desert
36713.0|nützen|verb|to benefit
36781.0|fressen|verb|eat
36818.0|der Nebel|Substantiv|fog
36818.001|die Nebel|noun|fogs
36826.0|das Hirn|Noun|brain
36834.0|der Idiot|noun|idiot
36836.0|der Wille|noun|will
36843.0|der Despot|noun|despot
36920.0|der Lateinunterricht|noun|Latin class
36930.0|switchen|verb|to switch
36934.0|die Dummheit|noun|stupidity
36979.0|flehen|verb|to plead
36982.0|die Verzeihung|noun|forgiveness
37001.0|mischen|Verb|to mix
37016.0|munter|adjective|lively
37067.0|einladen|Verb|to invite
37073.0|die Neustadt|noun|the new town
37074.0|Ne|interjection|no
37256.0|die Jacke|noun|jacket
37272.0|Repeat|noun|repeat
37287.0|hinsehen|verb|to look
37312.0|das Tourettesyndrom|noun|Tourette syndrome
37319.0|der Kasten|noun|box
37352.0|die Antenne|Noun|antenna
37366.0|Pflanz|noun|plant
37424.0|bereits|adverb|already
37447.0|basteln|Verb|craft
37448.0|grammatikalisch|adjective|grammatical
37453.0|die Prothese|noun|the prosthesis
37492.0|der Roman|noun|novel
37536.0|austauschen|Verb|exchange
37572.0|phänomenologisch|adjective|phenomenological
37577.0|hinein|adverb|inside
37577.0|hmmm|interjection|hmmm
37583.0|vorbeifliegen|verb|to fly past
37596.0|woraus|pronoun|from what
37627.0|heraus|adverb|out
37681.0|die Menschheit|noun|humanity
37685.0|der Stopp|noun|stop
37701.0|auslachen|verb|to mock
37739.0|die Disziplin|Nomen|discipline
37746.0|die Erwartung|noun|expectation
37755.0|das Kaninchen|noun|rabbit
37775.0|elegant|adjective|elegant
37795.0|demontieren|verb|to dismantle
37802.0|mitten|adverb|in the middle
37902.0|die Variante|noun|variant
37917.0|existieren|verb|exist
37932.0|vorhanden|adjective|available
37960.0|die Existenz|noun|the existence
37974.0|sogenannt|adjective|so-called
37988.0|stoppen|verb|to stop
37996.0|imitieren|Verb|imitate
38028.0|das Prisma|noun|prism
38037.0|selektieren|verb|to select
38039.0|darstellen|verb|to represent
38058.0|anfangs|adverb|initially
38072.0|die Aller|noun|the Aller (river)
38085.0|das Dunkel|noun|the darkness
38131.0|beißen|verb|to bite
38155.0|die Quelle|Nomen|source
38193.0|der Schulranzen|noun|the schoolbag
38195.0|die Identität|noun|the identity
38226.0|die Vorbereitung|noun|the preparation
38237.0|die Befreiung|Noun|liberation
38252.0|der Schock|noun|shock
38252.001|das Schock|noun|shock
38255.0|der Verstand|noun|mind
38271.0|konvertieren|verb|to convert
38280.0|der Ursprung|noun|origin
38300.0|quasi|Adverb|as if
38314.0|antworten|verb|to answer
38322.0|der Service|noun|service
38322.001|das Service|Noun|the tableware
38323.0|bestechen|verb|to bribe
38393.0|das Fraktal|Noun|the fractal
38422.0|die Stimme|noun|voice
38449.0|das Sein|noun|being
38486.0|die Behauptung|Noun|the claim
38491.0|Falsch|Adjective|wrong
38516.0|der Kosmos|noun|cosmos
38524.0|unabhängig|adjective|independent
38547.0|die Ursache|noun|cause
38551.0|die Manifestation|Noun|manifestation
38556.0|der Widerstand|Noun|the resistance
38606.0|der Beat|noun|the beat
38673.0|freimachen|verb|to free up
38719.0|Jehova|noun|Jehovah
38765.0|das Spiel|noun|the game
38778.0|das Sperma|noun|sperm
38837.0|heimkommen|verb|to come home
38838.0|heim|adverb|home
38842.0|kochen|verb|to cook
38896.0|weshalb|adverb|why
38902.0|die Unterstützung|noun|support
38916.0|schicken|verb|send
38926.0|das Bad|noun|the bath
38931.0|die Dusche|noun|shower
38942.0|der Schneeball|noun|snowball
38953.0|zusammenkommen|verb|gather
38960.0|das Abenteuer|Noun|adventure
38972.0|der Swingerclub|noun|swingers club
38978.0|großzügig|adjective|generous
38982.0|gekleidet|adjective|dressed
39011.0|der Lord|noun|lord
39083.0|das Jahrhundert|noun|century
39245.0|der Geliebter|Noun|the lover
39256.0|quatsch|Noun|nonsense
39279.0|das Newton|Noun|newton
39280.0|Goethe|Proper Noun|Goethe
39359.0|das Rosa|noun|pink
39376.0|pflegen|verb|to maintain
39391.0|der Stuhl|noun|the chair
39500.0|der Räuber|noun|robber
39523.0|die Pflanze|noun|the plant
39562.0|telepathisch|adjective|telepathic
39602.0|relativ|adjective|relative
39634.0|der Fluss|noun|the river
39642.0|logisch|adjective|logical
39703.0|der Hipster|noun|the hipster
39708.0|dissen|verb|to diss
39714.0|hip|adjective|hip
39731.0|nackt|adjective|naked
39734.0|der Turm|noun|tower
39738.0|pissen|verb|to pee
39741.0|witzig|adjective|funny
39752.0|der Bumerang|noun|boomerang
39752.001|das Bumerang|noun|boomerang
39775.0|die Verbindung|Noun|connection
39784.0|das Lebewesen|noun|the creature
39811.0|der Stiefel|noun|the boot
39819.0|der Fakir|Noun|fakir
39832.0|der Tapir|noun|the tapir
39840.0|debil|Adjective|debil
39841.0|der Dealer|noun|dealer
39858.0|euer|Possessivpronomen|your
39870.0|die Hemisphäre|noun|the hemisphere
39875.0|streben|verb|to strive
39922.0|pressen|verb|to press
40030.0|die Wiese|Noun|meadow
40077.0|der Harem|noun|the harem
40082.0|Mahal|noun|palace
40100.0|vollständig|adjective|complete
40103.0|die Armut|Noun|poverty
40115.0|das Atoll|noun|atoll
40143.0|der Teppich|noun|carpet
40170.0|die Überstunde|noun|the overtime hour
40188.0|putzen|verb|to clean
40190.0|die Burg|noun|castle
40207.0|die Galaxie|noun|galaxy
40232.0|der Besuch|noun|the visit
40236.0|der Kalif|noun|caliph
40240.0|oho|Interjection|oho
40241.0|lala|adjective|so-so
40316.0|die Zeitreise|noun|time travel
40332.0|die Nostalgie|Noun|nostalgia
40335.0|das Liebesnest|noun|love nest
40348.0|der Fokus|noun|the focus
40421.0|ungefragt|adverb|unasked
40423.0|der Goldschmuck|Noun|gold jewelry
40473.0|die Zeitmaschine|noun|time machine
40495.0|das Reiseziel|noun|travel destination
40610.0|Mario|proper noun|Mario
40611.0|Kart|noun|kart
40617.0|der Verlobungsring|noun|the engagement ring
40654.0|der Teller|noun|the plate
40654.001|das Teller|noun|the plate
40662.0|der Keller|noun|cellar
40668.0|das Mosaik|noun|mosaic
40668.001|die Mosaik|noun|mosaic
40770.0|diesmal|adverb|this time
40779.0|verlieben|verb|to fall in love
40859.0|zwo|numeral|two
40918.0|ausziehen|verb|to undress
40921.0|jahrelang|adverb|for years
41054.0|innen|adverb|inside
41056.0|außen|adverb|outside
41071.0|der Tango|noun|tango
41077.0|die Mannschaft|noun|team
41102.0|behaupten|verb|to claim
41114.0|gegenseitig|adverb|mutually
41121.0|prügeln|verb|beat
41135.0|wunderschön|Adjective|beautiful
41142.0|gottverdammt|adjective|goddamn
41185.0|der Zahn|noun|tooth
41222.0|die Logik|noun|logic
41228.0|ineinander|adverb|into each other
41240.0|der Unfall|noun|accident
41309.0|akzeptieren|verb|to accept
41316.0|der Bonobo|noun|bonobo
41344.0|die Farce|noun|the farce
41356.0|boykottieren|verb|boycott
41439.0|die Zwangsjacke|noun|straitjacket
41459.0|der Trip|noun|the trip
41492.0|die Komödie|noun|comedy
41516.0|r|Interjection|r
41546.0|sadistisch|adjective|sadistic
41652.0|die Show|noun|show
41758.0|Brechen|noun|breaking
41795.0|strukturieren|verb|to structure
41813.0|bitten|Verb|ask
41836.0|die Balance|noun|balance
41846.0|das DAS|noun|the DAS
42013.0|ruhen|verb|to rest
42030.0|komplex|adjective|complex
42058.0|das Autodach|noun|the car roof
42068.0|die Kassette|noun|the cassette
42074.0|die Vogelscheiße|noun|the bird poop
42090.0|die Lava|noun|the lava
42094.0|die Sommersonne|noun|the summer sun
42096.0|die Toskana|noun|Tuscany
42137.0|zurückbringen|verb|bring back
42163.0|der Nachthimmel|noun|the night sky
42197.0|der Seemann|noun|the sailor
42199.0|Ronny|noun|Ronny
42200.0|hey|Interjection|hey
42367.0|der Wasabi|noun|the wasabi
42375.0|Farsi|Noun|farsi
42391.0|der Techno|noun|the techno
42391.001|das Techno|noun|techno
42412.0|der Brüsseler|noun|the Brussels resident
42446.0|emanzipieren|Verb|emancipate
42454.0|weird|Adjective|weird
42561.0|emotional|adjective|emotional
42569.0|pragmatisch|Adjective|pragmatic
42575.0|Thorben|Proper noun|Thorben
42592.0|fehlerfrei|Adjective|error-free
42601.0|reparieren|verb|to repair
42607.0|Kant|noun|Kant
42622.0|charmant|Adjective|charming
42679.0|der Pragmatismus|noun|the pragmatism
42693.0|das Piano|noun|piano
42703.0|der Klassiker|noun|classic
42706.0|der Jazz|noun|the jazz
42711.0|die Symphonie|noun|symphony
42793.0|pausieren|verb|to pause
42797.0|heimgehen|verb|to go home
42826.0|der Wecker|noun|alarm clock
42841.0|die Intervention|noun|intervention
42903.0|die Germania|noun|Germania
42904.0|der Export|noun|export
42904.001|das Export|noun|export beer
43098.0|das Heimweh|Noun|homesickness
43100.0|das Zuhause|noun|the home
43200.0|umbringen|verb|to kill
43212.0|die Geige|noun|violin
43220.0|banal|Adjective|banal
43226.0|die Ouvertüre|noun|overture
43231.001|das Final|Noun|the final
43282.0|paradox|adjective|paradoxical
43292.0|existent|adjective|existent
43293.0|der Pardon|noun|pardon
43293.001|das Pardon|noun|pardon
43331.0|der Zweig|Noun|branch
43336.0|der Kompromiss|noun|compromise
43336.001|das Kompromiss|Noun|compromise
43487.0|das Bermudadreieck|Noun|Bermuda Triangle
43522.0|das Wie|noun|how
43526.0|Kurt|Proper noun|Kurt
43532.0|der Papa|noun|dad
43532.001|die Papa|noun|the dad
43545.0|die Nachbarschaft|noun|neighborhood
43562.0|die Eiscreme|noun|ice cream
43577.0|der Grabstein|noun|gravestone
43591.0|der Traumprinz|Noun|dream prince
43605.0|fett|adjective|fat
43756.0|die Droge|noun|the drug
43764.0|russisch|adjective|Russian
43765.0|das Roulette|noun|roulette
43771.0|der Schuss|noun|shot
43781.0|depressiv|adjective|depressive
43785.0|panisch|adjective|panicked
43795.0|der Vampir|noun|vampire
43893.0|irgend|pronoun|somehow
43903.0|die Krise|noun|the crisis
43943.0|die Yacht|noun|yacht
43946.0|der Eisberg|noun|iceberg
43963.0|die Insel|noun|the island
43981.0|der Kannibale|noun|the cannibal
43989.0|animalisch|adjective|animalistic
44131.0|die Avocado|noun|avocado
44132.0|die Palme|noun|palm tree
44134.0|die Hyazinthe|noun|hyacinth
44138.0|der Eingang|noun|entrance
44175.0|der Papierflieger|Noun|paper airplane
44214.0|der Dschungel|Noun|jungle
44214.001|das Dschungel|noun|jungle
44214.002|die Dschungel|Noun|jungles
44225.0|klettern|verb|climb
44246.0|ex|noun|ex
44249.0|die Mordwaffe|noun|murder weapon
44282.0|der Train|noun|train
44301.0|das Wachstum|Noun|growth
44314.0|der Orbit|noun|orbit
44323.0|der Christus|noun|Christ
44386.0|das Blumenkind|noun|flower child
44487.0|kümmern|verb|to take care
44501.0|das Gas|noun|gas
44506.0|das Pedal|noun|pedal
44516.0|die NASA|noun|NASA
44538.0|der Schwede|noun|Swede
44596.0|der Olymp|noun|Olympus
44599.0|der Hades|Noun|Hades
44612.0|das Dreieck|noun|triangle
44621.0|die Erfindung|noun|invention
44703.0|die Technik|noun|technology
44715.0|gestikulieren|Verb|to gesture
44720.0|die Sirene|noun|siren
44731.0|der Gangster|noun|gangster
44736.0|der Drive|noun|the drive
44751.0|der Zeus|noun|Zeus
44769.0|Boy|noun|boy
44776.0|das Rad|noun|wheel
44780.0|der Zweck|noun|purpose
44793.0|das Eisen|noun|iron
44889.0|servus|interjection|hello
44932.0|die Beste|noun|the best (female)
44964.0|der Prominenter|Noun|the celebrity
44975.0|touren|Verb|to tour
44987.0|mitnehmen|verb|to take along
44996.0|der Star|noun|star
45001.0|das Hotelzimmer|noun|hotel room
45035.0|der Rockstar|noun|rock star
45039.0|der Popstar|noun|pop star
45064.0|berühmt|adjective|famous
45072.0|der Geschlechtsverkehr|noun|intercourse
45073.0|übrigens|Adverb|by the way
45086.0|benutzen|verb|to use
45111.0|siebte|adjective|seventh
45141.0|der Künstler|noun|artist
45142.0|Merchandise|noun|merchandise
45159.0|die Titte|noun|boob
45165.0|der Killer|noun|killer
45175.0|der Pimmel|noun|penis
45240.0|die Linie|noun|line
45285.0|die Rettung|noun|rescue
45296.0|das Konzert|noun|concert
45301.0|der Knopf|noun|button
45306.0|das Konfetti|Noun|confetti
45359.0|willkommen|Adjective|welcome
45384.0|der Zoo|Noun|Zoo
45385.0|der Moses|noun|Moses
45392.0|sinken|verb|sink
45416.0|der Eintritt|noun|entry
45426.0|lösen|verb|solve
45437.0|die Pistole|noun|pistol
45484.0|Rise|Noun|rise
45513.0|der Fulltime-Job|Noun|full-time job
45599.0|wegkommen|verb|to get away
45617.0|Game|Noun|game
45624.0|die Fantasy|Noun|fantasy
45631.0|die Unterhaltung|noun|conversation
45634.0|zustimmen|verb|to agree
45643.0|der Friede|noun|the peace
45675.0|nicken|verb|to nod
45681.0|der Streit|noun|argument
45682.0|Harry|noun|Harry
45688.0|das Kinderbuch|noun|children's book
45690.0|die Zustimmung|noun|approval
45691.0|innerlich|adjective|internal
45779.0|die Priorität|noun|priority
45782.0|der Neonazi|noun|neo-Nazi
45785.0|der Prügel|noun|beating
45812.0|der Appetit|noun|appetite
45814.0|das Motto|noun|motto
45922.0|die Erika|noun|Erika (name)
45923.0|Steinbach|Noun|Steinbach
45931.0|Julian|noun|Julian
45934.0|hörbar|adjective|audible
45944.0|drastisch|adjective|drastic
45945.0|die Maßnahme|noun|measure
46054.0|Sam|proper noun|Sam
46058.0|das Dorf|noun|village
46072.0|der Sonntagmorgen|noun|Sunday morning
46094.0|das Tagebuch|noun|diary
46101.0|das Schweinefleisch|noun|the pork
46107.0|der Mittwoch|noun|Wednesday
46122.0|der Wolf|noun|the wolf
46122.001|die Wolf|noun|the wolf
46126.0|die Polka|noun|polka
46139.0|die Folter|noun|torture
46161.0|loslassen|verb|to release
46186.0|Salsa|noun|Salsa
46194.0|das Mittelalter|noun|the Middle Ages
46196.0|idyllisch|adjective|idyllic
46213.0|die Ehrlichkeit|noun|honesty
46219.0|der Druck|noun|pressure
46232.0|USA|proper noun|USA
46314.0|schlaflos|adjective|sleepless
46326.0|die Staatspolizei|noun|state police
46343.0|das Menschenrecht|noun|human right
46362.0|schaden|verb|harm
46436.0|wolkenlos|adjective|cloudless
46458.0|der Nachtbus|noun|night bus
46489.0|abgeben|Verb|to hand over
46680.0|die Flut|noun|the flood
46758.0|unbezahlt|Adjective|unpaid
46874.0|anlehnen|Verb|to lean
46958.0|die Lücke|Noun|the gap
47240.0|der Männerchor|Noun|men's choir
47503.0|die Geschwindigkeit|Noun|the speed
47616.0|final|Adjective|final
47860.0|autsch|interjection|ouch
47878.0|Barfuß|Adjective|barefoot
47937.0|barfuß|Adjective|barefoot
48007.0|die Pokerrunde|noun|poker round
48121.0|meditieren|verb|to meditate
48166.0|die Couch|Noun|the couch
48166.001|der Couch|Noun|the couch
48289.0|vorbeifahren|verb|to pass by
48305.0|wozu|adverb|for what
48307.0|fähig|Adjective|able
48319.0|der Assistent|Noun|the assistant
48338.0|die Schachpartie|Noun|the chess game
48447.0|bereit|adjective|ready
48575.0|die Lösung|noun|solution
48607.0|die Limousine|Noun|the limousine
48630.0|die Straßenseite|Noun|the side of the street
48642.0|der Butterfly|Noun|the butterfly
48664.0|der Gendarm|Noun|the policeman
48748.0|der Hurensohn|Noun|the son of a bitch
48753.0|ownen|Verb|to own
48791.0|der Gürtel|Noun|the belt
48795.0|Walther|Noun|Walther
48810.0|der Helikopter|noun|helicopter
48818.0|der Doktor|Noun|the doctor
48822.0|der Pitbull|Noun|the pit bull
48832.0|der Kampfhund|Noun|the fighting dog
48979.0|SEK|Noun|SWAT
48984.0|die Verstärkung|Noun|the reinforcement
49010.0|zwecklos|Adjective|pointless
49031.0|der Kommissar|Noun|the commissioner
49042.0|der Protektor|Noun|the protector
49043.0|der Pfefferspray|Noun|the pepper spray
49043.001|das Pfefferspray|Noun|the pepper spray
49086.0|geboren|adjective|born
49100.0|leihen|verb|to lend
49126.0|der Richter|noun|judge
49129.0|die Kriminalpolizei|Noun|the criminal police
49151.0|das Tränengas|Noun|tear gas
49155.0|Melanie|noun|Melanie
49157.0|Thomas|Noun|Thomas
49171.0|der Helfer|noun|helper
49190.0|die Hure|Noun|the whore
49201.0|das Katapult|Noun|the catapult
49207.0|der Bürgermeister|Noun|the mayor
49214.0|legislativ|Adjective|legislative
49237.0|die Lobby|Noun|the lobby
49253.0|das Schach|Noun|chess
49256.0|der Cop|Noun|the cop
49338.0|repräsentieren|Verb|to represent
49339.0|kontrollieren|verb|to control
49341.0|regieren|verb|govern
49355.0|souverän|Adjective|sovereign
49366.0|die Mehrheit|noun|majority
49390.0|Hardcore|Adjective|hardcore
49392.0|die Norm|Noun|the norm
49437.0|der Block|noun|block
49465.0|Mono|noun|mono
49529.0|killen|verb|to kill
49539.0|die Sitzung|Noun|the session
49551.0|der Letzter|Noun|the last
49559.0|zuletzt|adverb|lastly
49593.0|flippen|verb|to flip out
49624.0|die Anarchie|Noun|anarchy
49698.0|die Satire|Noun|satire
49744.0|der Start|noun|start
49752.0|ungerecht|Adjective|unfair
49782.0|die Monotonie|Noun|monotony
49827.0|der Phallus|noun|phallus
49989.0|auffrischen|verb|to refresh
50033.0|der Kontakt|Noun|the contact
50159.0|der Status|Noun|the status
50204.0|die Tausend|noun|thousand
50204.001|das Tausend|noun|the thousand
50204.002|der Tausend|noun|thousand
50314.0|die Weiße|noun|the white
50343.0|ausgehen|verb|go out
50396.0|dem|pronoun|the (dative)
50459.0|intim|adjective|intimate
50461.0|das Team|noun|team
50466.0|regional|Adjective|regional
50485.0|verzweifelt|adjective|desperate
50493.0|revolutionieren|verb|to revolutionize
50502.0|eventuell|Adjective|eventual
50518.0|implizieren|Verb|to imply
50635.0|neulich|adverb|recently
50657.0|hungern|Verb|to starve
50662.0|das Vanilleeis|Noun|the vanilla ice cream
50705.0|das Mittelmeer|noun|Mediterranean
50729.0|rosarot|Adjective|rosy
50804.0|die Utopie|Noun|the utopia
50905.0|blond|adjective|blonde
50915.0|och|interjection|oh
50927.0|der Lügner|Noun|the liar
51129.0|hi|Interjection|hi
51198.0|die Power|Noun|the power
51220.0|das Geheimnis|noun|the secret
51273.0|der Plural|Noun|the plural
51402.0|erträglich|Adjective|tolerable
51403.0|die Überdosis|Noun|the overdose
51423.0|der Spartaner|Noun|the Spartan
51464.0|der Po|Noun|the butt
51498.0|das Gun|Noun|the gun
51498.001|der Gun|Noun|the gun
51498.002|die Gun|Noun|the gun
51508.0|die Pfandflasche|Noun|the returnable bottle
51599.0|die Sorge|noun|the worry
51632.0|Ost|Noun|East
51633.0|der West|Noun|the West
51635.0|der Nord|Noun|the North
51638.0|der Jackpot|Noun|the jackpot
51645.0|London|Noun|London
51698.0|Hawaii|Noun|Hawaii
51708.0|shoppen|Verb|to shop
51731.0|Babe|Noun|babe
51737.0|der Safe|Noun|the safe
51737.001|das Safe|Noun|the safe
51796.0|die Kreditkarte|Noun|the credit card
51832.0|baden|Verb|to bathe
51864.0|der Express|Noun|the express
51978.0|das Mobiltelefon|Noun|the mobile phone
51990.0|Best|Adjective|best
51999.0|die Epilation|Noun|the epilation
52003.0|der Ausverkauf|Noun|the clearance sale
52014.0|die Version|Noun|the version
52021.0|ausprobieren|verb|to try out
52035.0|die Reklamation|Noun|the complaint
52043.0|zurückwollen|Verb|to want to go back
52104.0|drücken|verb|to press
52135.0|die Vision|Noun|the vision
52136.0|vergraben|verb|to bury
52138.0|total|adverb|totally
52445.0|die Sommernacht|Noun|the summer night
52449.0|der Kontrabass|Noun|the double bass
52451.0|Monstertruck|Noun|monster truck
52453.0|die Nudel|Noun|the noodle
52468.0|bluten|verb|bleed
52511.0|jedesmal|Adverb|every time
52522.0|brüllen|verb|to roar
52562.0|dastehen|verb|stand there
52590.0|das Messer|noun|knife
52590.001|der Messer|noun|the knife
52599.0|entschuldigen|verb|to apologize
52610.0|die Medizin|Noun|medicine
52613.0|dennoch|Adverb|nevertheless
52664.0|hahaha|Interjection|hahaha
52685.0|der Suizid|Noun|suicide
52685.001|das Suizid|Noun|suicide
52752.0|rational|Adjective|rational
52754.0|schlachten|Verb|to slaughter
52876.0|der Profi|Noun|the professional
52888.0|der Misanthrop|Noun|the misanthrope
52905.0|die Veranda|Noun|the veranda
52986.0|verbrennen|verb|to burn
53068.0|die Biene|noun|bee
