speech_part|word_de|word_en
der|der Staub, -̈e|dust
adj|unwahrscheinlich|improbable, unlikely
interj|au|ouch
verb|aufgreifen, greift auf, griff auf, hat aufgegriffen|to take up
verb|beauftragen, beauftragt, beauftragte, hat beauftragt|to give sb the task of doing sth, hire (a firm)
der|der Brand, -̈e|fire
verb|eindringen, dringt ein, drang ein, ist eingedrungen|to enter, penetrate
die|die Erfüllung, -en|fulfillment
das|das Examen, -ia|exam
der|der Kristall, -e|crystal
adj|partiell|partial
die|die Schale, -n|bowl
verb|scheißen, scheißt, schiss, hat geschissen|to shit, crap
der|der Schiedsrichter, -|referee, judge (in sports)
der|der Tanz, -̈e|dance
verb|tippen, tippt, tippte, hat getippt|to tap, type
das|das Universum, -en|universe
verb|vernetzen, vernetzt, vernetzte, hat vernetzt|to link, network
num|vierzehn|fourteen
verb|weitermachen, macht weiter, machte weiter, hat weitergemacht|to carry on, continue
verb|abhauen, haut ab, hieb ab, hat abgehauen|to take off, run away
die|die Ablehnung, -en|refusal, rejection
die|die Abwehr|defense
der|der Arsch, -Äe|ass, behind
verb|auskennen, kennt aus, kannte aus, hat ausgekannt|to know one’s way around, be well informed
die|die Globalisierung, -en|globalization
die|die Kampagne, -n|campaign
verb|klauen, klaut, klaute, hat geklaut|to steal, shoplift
das|das Rathaus, -̈er|town hall
adj|schwul|gay
verb|ablenken, lenkt ab, lenkte ab, hat abgelenkt|to distract, deflect
adj|bemerkenswert|remarkable
das|das Camp, -s|camp
der|der Daumen, -|thumb
adj|einseitig|one-sided
verb|lauschen, lauscht, lauschte, hat gelauscht|to listen, eavesdrop
verb|nachvollziehen, vollzieht nach, vollzog nach, hat nachvollzogen|to understand, relate to sth
das|Nordrhein-Westfalen|North Rhine-Westphalia
der|der Verstand|reason
prep|zugunsten|in favor of
verb|anmerken, merkt an, merkte an, hat angemerkt|to remark, notice, let show
verb|bewähren (sich), bewährt, bewährte, hat bewährt|to prove (oneself)
adj|bundesweit|nationwide
verb|durchziehen, zieht durch, zog durch, hat durchgezogen|to see sth through, follow through
verb|erholen (sich), erholt, erholte, hat erholt|to recover, relax
das|der Kohlenstoff|carbon
die|die Quote, -n|rate, quota, ratio
die|die Vorlage, -n|draft, model, submission
das|das Vorzeichen, -|sign, omen
der|der Zugriff, -e|access
adj|aromatisch|aromatic
der|der Grenzwert, -e|threshold, limit
die|die Großstadt, -̈e|large city, metropolis
verb|hervorheben, hebt hervor, hob hervor, hat hervorgehoben|to emphasize, stress
das|das Lokal, -e|pub, bar
die|die Mitternacht, -̈e|midnight
adj|thermisch|thermal
verb|vermindern, vermindert, verminderte, hat vermindert|to reduce, decrease
adj|verwandt|related
die|die Beschleunigung, -en|acceleration
der|der Bundespräsident, -en|Federal President
die|die Erfindung, -en|invention
die|die Fliege, -n|fly
das|das Immunsystem, -e|immune system
verb|platzen, platzt, platzte, ist geplatzt|to burst, split
die|die Pressekonferenz, -en|press conference
verb|servieren, serviert, servierte, hat serviert|to serve
der|der Sessel, -|armchair
der|der Strahl, -en|ray, beam
die|die Anwesenheit|presence
der|der Bube, -n|boy
die|die Geldpolitik, -en|financial policy
adv|gewissermaßen|so to speak, as it were
der|der Ingenieur, -e|engineer
das|das Manuskript, -e|manuscript
die|die Nacherfüllung|supplementary performance
adj|sachlich|objective, matter-of-fact
der|der Ausschuss, -̈e|committee
der|der Mitgliedstaat, -en|member state
die|die Spaltung, -en|split, splitting
das|das Antibiotikum, die Antibiotika|antibiotic
verb|anweisen, weist an, wies an, hat angewiesen|to order to do, to instruct, to direct
der|der Ausflug, -̈e|excursion, trip
adj|außergewöhnlich|unusual, extraordinary
die|die Baustelle, -n|building site, construction site
der|der Index, -izes|index
der|der Kasten, -̈|box, crate
adj|Kölner|Cologne
der|der Pariser, -|Parisian, condom
verb|schimpfen, schimpft, schimpfte, hat geschimpft|to scold, rant
die|die Sicherung, -en|protection, fuse
die|die Steigung, -en|ascent, slope
verb|wegnehmen, nimmt weg, nahm weg, hat weggenommen|to take away
pron|worum|what about
der|der Balkon, -s|balcony
adj|bar|cash
das|das Business|business
das|das Duell, -e|duel
verb|erfreuen, erfreut, erfreute, hat erfreut|to please, delight
verb|erschließen, erschließt, erschloss, hat erschlossen|to develop, tap, make out
das|das Gewehr, -e|rifle, shotgun
das|das Mittelmeer|Mediterranean See
das|das Tuch, -̈er|cloth, scarf
verb|vereinfachen, vereinfacht, vereinfachte, hat vereinfacht|to simplify
die|die Wende, -n|change (esp. the 1989–90 political change in the GDR)
die|die Agentur, -en|agency
das|das Bündnis, -se|alliance
adj|flüchtig|fugitive, cursory, fleeting
die|die Geographie, -n|geography
das|das Lebewesen, -|living being
der|der Ozean, -e|ocean
das|Pakistan|Pakistan
das|Rheinland-Pfalz|Rhineland-Palatinate
der|der Sektor, -en|sector
adv|umsonst|for free, in vain
adj|verdächtig|suspicious
adj|zuverlässig|reliable
verb|abheben, hebt ab, hob ab, hat abgehoben|to take off, withdraw
adj|alltäglich|daily, usual, ordinary
verb|anbringen, bringt an, brachte an, hat angebracht|to affix, attach, put up
verb|entgehen, entgeht, entging, ist entgangen|to avoid, escape
die|die Fortsetzung, -en|continuation
adv|lauter|nothing but, just, a lot of
der|der Mediziner, -|doctor, physician
der|der Tunnel, -|tunnel
der|der Assistent, -en|assistant
die|die Differenzierung, -en|differentiation
adj|drastisch|drastic
adj|gleichmäßig|regular, even
verb|hinnehmen, nimmt hin, nahm hin, hat hingenommen|to accept
das|Mexiko|Mexico
die|die Moderne|modern age, modernism
adj|molekular|molecular
die|die Nachbarschaft, -en|neighborhood
der|der Siedepunkt, -e|boiling point
adj|stationär|inpatient, fixed, stationary
die (pl)|Taliban|Taliban
adj|brutal|brutal
adj|ehrenamtlich|honorary, voluntary
adj|großzügig|generous
die|die Redaktion, -en|editorial work, editorial staff
der|der Schweiß, -e|sweat
der|der Spruch, -̈e|saying, slogan
adj|strikt|strict
die|die Befragung, -en|questioning, survey, interview
der, die|Einzige|only one
die|die Eizelle, -n|ovum, egg cell
adj|fit|fit
die|die Flüchtlingspolitik|refugee policy
der|der Haufen, -|heap, pile, load
die|die Infektion, -en|infection
der|der Keks, -|cookie
die|die Sorte, -n|kind, variety
adv|zueinander|(to) one another
der|der Container, -|container
adj|gelassen|calm, composed
adj|live|live
die|die Mutation, -en|mutation
adj|sozialistisch|socialist
verb|überstehen, übersteht, überstand, hat überstanden|to overcome, survive
die|die Vermutung, -en|assumption, presumption
verb|aufspringen, springt auf, sprang auf, ist aufgesprungen|to jump up/on, burst open
der|der Käse, -|cheese
verb|losgehen, geht los, ging los, ist losgegangen|to go off, start
das|das Maul, -̈er|mouth, jaws
verb|protestieren, protestiert, protestierte, hat protestiert|to protest
verb|schämen (sich), schämt, schämte, hat geschämt|to be ashamed
die (pl)|Alpen|Alps
die|die Berufung, -en|appeal, vocation, appointment
die|die Einteilung, -en|classification, division
der|der Eintritt, -e|entry, admission
der, die|die Geliebte|lover
das|das Gramm, -e|gram
die|die Hüfte, -n|hip
adv|neulich|recently, the other day
adj|regelrecht|proper, real
verb|verankern, verankert, verankerte, hat verankert|to anchor, enshrine
der|der Zähler, -|counter, meter, numerator
verb|befriedigen, befriedigt, befriedigte, hat befriedigt|to satisfy
verb|beseitigen, beseitigt, beseitigte, hat beseitigt|to eliminate, clear
der|der Gründer, -|founder
das|das Orchester, -|orchestra
adj|regulär|regular, normal
der|der Türke, -n|Turk
adj|ukrainisch|Ukrainian
verb|unterdrücken, unterdrückt, unterdrückte, hat unterdrückt|to suppress
verb|unterteilen, unterteilt, unterteilte, hat unterteilt|to divide, subdivide, partition
verb|verziehen, verzieht, verzog, hat verzogen|to distort, twist
die|die Bestellung, -en|order, reservation
prep|einschließlich|including
das|das Glied, -er|limb, joint, link
die|die Migration, -en|migration
der|der Roboter, -|robot
die|die Bitte, -n|request
die|die Blüte, -n|blossom
adj|elektromagnetisch|electromagnetic
adv|inmitten|in the middle/midst of
adv|abschließend|concluding, final
verb|aufschlagen, schlägt auf, schlug auf, hat aufgeschlagen|to open, serve, pitch
die|die Glocke, -n|bell
die|die Informatik|computer science
der|der Niederschlag, -̈e|precipitation, rainfall
adj|örtlich|local
verb|streifen, streift, streifte, hat gestreift|to touch, brush
der|der Topf, -̈e|pot
die|die Enttäuschung, -en|disappointment
verb|ernähren, ernährt, ernährte, hat ernährt|to feed, nourish, support
adj|prominent|prominent
die|die Sowjetunion|Soviet Union
adj|afrikanisch|African
die|die Beschränkung, -en|restriction
die|die Genehmigung, -en|approval, permit, permission
die|die Lampe, -n|lamp
die|die Moral, -en|moral
adj|philosophisch|philosophical
verb|verständigen (sich), verständigt, verständigte, hat verständigt|to notify, communicate
die|die Willenserklärung, -en|declaration of intent
verb|zweifeln, zweifelt, zweifelte, hat gezweifelt|to doubt
verb|andauern, dauert an, dauerte an, hat angedauert|to continue, last
verb|aufrichten (sich), richtet auf, richtete auf, hat aufgerichtet|to put up (right), straighten up
verb|auslaufen, läuft aus, lief aus, ist ausgelaufen|to run out, leak
adj|einverstanden|(to be) in agreement
adj|fachlich|specialist, technical, professional
das|das Märchen, -|fairy tale
das|das Regime, -|regime
der|der Schädel, -|skull, head
verb|spezialisieren, spezialisiert, spezialisierte, hat spezialisiert|to specialize
verb|variieren, variiert, variierte, hat variiert|to vary
der|der Löwe, -n|lion
der|der Operator, -en|operator
die|die Partnerschaft, -en|partnership
das|das Pfund, -e|pound
die|die Unterhaltung, -en|entertainment, conversation
verb|zerfallen, zerfällt, zerfiel, ist zerfallen|to fall apart, disintegrate, decay, decline
adv|zustande|(come/bring) about
verb|ablösen, löst ab, löste ab, hat abgelöst|to take over, remove, peel away
adv|allenfalls|at most
verb|ausbleiben, bleibt aus, blieb aus, ist ausgeblieben|to be missing, fail to appear, stay out
verb|besorgen, besorgt, besorgte, hat besorgt|to get, provide, buy
adv|binnen|within
adj|einstig|former
verb|entgegensetzen, setzt entgegen, setzte entgegen, hat entgegengesetzt|to oppose, counter
die|die Inszenierung, -en|production, staging
das|das Kraftwerk, -e|power plant
das|das Nervensystem, -e|nervous systems
adj|nördlich|north
adj|obig|above
adj|skeptisch|skeptical
verb|überwachen, überwacht, überwachte, hat überwacht|to monitor, control, watch
die|UNO (Vereinte Nationen)|UN
adv|woanders|somewhere else
verb|ablesen, liest ab, las ab, hat abgelesen|to read
verb|anzünden, zündet an, zündete an, hat angezündet|to light
adj|ärztlich|medical
der|der Fürst, -en|prince
adj|geschickt|skilled
adj|mittelalterlich|medieval
verb|repräsentieren, repräsentiert, repräsentierte, hat repräsentiert|to represent
das|das Rezept, -e|recipe, prescription
der|der Sack, -̈e|sack, bag
das|Thüringen|Thuringia
adj|anorganisch|inorganic
verb|ausstehen, steht aus, stand aus, hat ausgestanden|to stand, bear, be pending
das|das Bundesamt, -̈er|federal office
verb|einschließen, schließt ein, schloss ein, hat eingeschlossen|to lock up, involve, include
der|der Faden, -̈|thread
num|hunderttausend|hundred thousand
der|der Oberschenkel, -|thigh
die|die Schlacht, -en|battle
adj|sinnlos|meaningless
verb|streben, strebt, strebte, hat gestrebt|to strive
der|der Algorithmus, -en|algorithm
verb|beleuchten, beleuchtet, beleuchtete, hat beleuchtet|to light, illuminate, examine
verb|drucken, druckt, druckte, hat gedruckt|to print
adj|erreichbar|within reach, reachable
verb|erschweren, erschwert, erschwerte, hat erschwert|to complicate, make more difficult
die|die Fahne, -n|flag
die|die Panik, -en|panic
adj|populär|popular
die|die Rotation, -en|rotation
verb|unterschätzen, unterschätzt, unterschätzte, hat unterschätzt|to underestimate
die|die Vereinigung, -en|organization, association, unification
der|der Anleger, -|investor
der|der Darm, -̈e|intestine
verb|erobern, erobert, eroberte, hat erobert|to conquer, take, win
die|die Fassade, -n|facade, front
der|der Favorit, -en|favorite
das|das Plakat, -e|poster
die|die Terrasse, -n|terrace, patio
verb|aufsuchen, sucht auf, suchte auf, hat aufgesucht|to see, visit
verb|forschen, forscht, forschte, hat geforscht|to research, do research
der|der Gesetzentwurf, -̈e|bill, draft law
adj|intellektuell|intellectual
adj|legendär|legendary
die|die Lektüre, -n|reading
adj|motorisch|motor
adv|nunmehr|now
die|die Richtlinie, -n|guideline
der|der Trick, -s|trick
der|der Tropfen, -|drop
verb|abschaffen, schafft ab, schaffte ab, hat abgeschafft|to abolish
verb|anheben, hebt an, hob an, hat angehoben|to raise
verb|bewundern, bewundert, bewunderte, hat bewundert|to admire
die|die Burg, -en|castle
der|der Engel, -|angel
das|das Fazit, -s|summary, conclusion
verb|hervorrufen, ruft hervor, rief hervor, hat hervorgerufen|to evoke, arouse, cause
das|Irland|Ireland
die|die Mechanik, -en|mechanics
der|der Psychologe, -n|psychologist
verb|abspielen, spielt ab, spielte ab, hat abgespielt|to play
die|die Erhebung, -en|survey, elicitation, levying
verb|herausragen, ragt heraus, ragte heraus, hat herausgeragt|to stand out
verb|inszenieren, inszeniert, inszenierte, hat inszeniert|to stage
verb|klatschen, klatscht, klatschte, hat geklatscht|to clap
das|das Magazin, -e|magazine, storehouse
der|der Zuhörer, -|listener, audience (pl)
verb|beschweren, beschwert, beschwerte, hat beschwert|to weight, complain
verb|entgegenkommen, kommt entgegen, kam entgegen, ist entgegengekommen|to meet, accommodate
die|die Hast|haste
adv|hinauf|up, upwards
verb|hindern, hindert, hinderte, hat gehindert|to prevent
verb|loswerden, wird los, wurde los, ist losgeworden|to get rid of
adj|mild|mild, gentle
die|die Minderheit, -en|minority
die|die Prävention, -en|prevention
verb|schrumpfen, schrumpft, schrumpfte, ist geschrumpft|to shrink
verb|vernehmen, vernimmt, vernahm, hat vernommen|to hear, examine, question
verb|erstrecken (sich), erstreckt, erstreckte, hat erstreckt|to extend, include
der|der Genosse, -n|comrade
interj|öh|uh
adj|Thüringer|Thuringian
verb|vortragen, trägt vor, trug vor, hat vorgetragen|to present, perform
das|das Hirn, -e|brain
der|der Pfeil, -e|arrow
der|der Schuldner, -|debtor
die|die Überprüfung, -en|review, screening, check, inspection
die|die Verzweiflung, -en|desperation
adj|vorig|previous
die|die Anweisung, -en|order, instruction
das|das Bargeld|cash
adj|belgisch|Belgian
verb|erkundigen (sich), erkundigt, erkundigte, hat erkundigt|to inquire
das|das Format, -e|format
die|die Gasse, -n|alley
der|der Gesichtspunkt, -e|point of view
adj|glänzend|shiny, shining, brilliant
das|das Original, -e|original
die|ÖVP (Österreichische Volkspartei)|ÖVP
die|die Priorität, -en|priority
der|der Stich, -e|bite, sting
die|die Variation, -en|kind, variation
der|der Wettkampf, -̈e|competition
der|die Fremde|stranger
verb|haften, haftet, haftete, hat gehaftet|to adhere, be liable
adj|horizontal|horizontal
verb|irren (sich), irrt, irrte, hat geirrt|to err, be wrong
adj|kriminell|criminal
verb|verfallen, verfällt, verfiel, ist verfallen|to decay, deteriorate, expire
adj|vorzeitig|early, premature
verb|ansiedeln, siedelt an, siedelte an, hat angesiedelt|to settle, establish
der|der Bewerber, -|applicant
die|die Breite, -n|width
verb|einsehen, sieht ein, sah ein, hat eingesehen|to see, realize, look into
die|die Epoche, -n|epoch
die|die Explosion, -en|explosion
der|der Idiot, -en|idiot
die|die Kulisse, -n|setting, scenery, backdrop
die|die Lieferung, -en|delivery
adj|nachvollziehbar|plausible, transparent
adj|spürbar|noticeable, perceptible
der|der Stall, -̈e|stable
die|die Arbeitskraft, -̈e|manpower, worker
die|die Bibel, -n|Bible
die|die Gemeinsamkeit, -en|commonality, common feature
das|das Gemisch, -e|mixture
adj|schlank|slim
der|der Dreck|dirt
verb|eilen, eilt, eilte, hat geeilt|to hurry
verb|fügen (sich), fügt, fügte, hat gefügt|to comply, defer to, resign oneself to
adv|heuer|this year
die|die Hölle, -n|hell
adj|quadratisch|square
die|die Reflexion, -en|reflection
adj|solide|solid, sound
adj|unauffällig|inconspicuous
der|der Zwerg, -e|dwarf
die|die Anmerkung, -en|note, comment
der|der Anreiz, -e|incentive
die|die Ausrichtung, -en|orientation, alignment
verb|auswerten, wertet aus, wertete aus, hat ausgewertet|to evaluate, assess
verb|ersparen, erspart, ersparte, hat erspart|to save, spare
adj|homogen|homogeneous
verb|nachkommen, kommt nach, kam nach, ist nachgekommen|to follow, come later, come after
der|der Diabetes|diabetes
die|die Fotografie, -n|photography
die|die Galerie, -n|gallery
die|die Haft|detention, confinement
die|die Malerei, -en|painting
die|die Marktwirtschaft, -en|market economy
die|die Maske, -n|mask
interj|mmh|mmh
die|die Präsentation, -en|presentation
adj|unerträglich|unbearable, intolerable
verb|zerreißen, zerreißt, zerriss, hat zerrissen|to tear (up, to pieces)
adj|zwangsläufig|inevitable
verb|betrinken (sich), betrinkt, betrank, hat betrunken|to get drunk
die|die Furcht|fear
das|das Klavier, -e|piano
adj|kommunal|municipal
der|der Landkreis, -e|district
die|die Meisterschaft, -en|championship
der|der Neubau, -ten|new building
verb|schädigen, schädigt, schädigte, hat geschädigt|to damage
die|die Schau, -en|show
verb|unterstreichen, unterstreicht, unterstrich, hat unterstrichen|to underline, emphasize
verb|vorziehen, zieht vor, zog vor, hat vorgezogen|to prefer
die|die Bande, -n|gang, mob, clique
adj|behindert|handicapped
die|die Bemühung, -en|effort
die|die Besetzung, -en|occupation, cast, line-up
das|das Bündel, -|bundle, bunch
verb|dämpfen, dämpft, dämpfte, hat gedämpft|to dampen, dim
die|FPÖ (Freiheitliche Partei Österreichs)|FPÖ
das|das Gift, -e|poison
der|der Knopf, -̈e|button
das|das Lebensjahr, -e|year (of one’s life)
die|die News|news
das|das Profil, -e|profile
die|die Siedlung, -en|settlement, estate
adj|signifikant|significant
die|die Stellungnahme, -n|opinion, statement
der|der Sturz, -̈e|fall
adj|unbewusst|unconscious
der|der Verstoß, -̈e|violation
adj|voraussichtlich|probable, presumable
verb|würdigen, würdigt, würdigte, hat gewürdigt|to appreciate, pay tribute
verb|zurückweisen, weist zurück, wies zurück, hat zurückgewiesen|to reject
der|der Abfall, -̈e|waste, trash
der|der Demokrat, -en|democrat
der|der Katalysator, -en|catalyst
die|die Piste, -n|slope
der|der Senat, -e|senate
die|die Stasi (Staatssicherheitsdienst)|state security service
verb|streicheln, streichelt, streichelte, hat gestreichelt|to pet
adj|überlegen|superior
verb|ausfüllen, füllt aus, füllte aus, hat ausgefüllt|to fill out
die|die Betreuung, -en|care
verb|eintreffen, trifft ein, traf ein, ist eingetroffen|to arrive, come true, happen
der|der Kuchen, -|cake
der|der Nachwuchs|offspring, new generation
verb|plädieren, plädiert, plädierte, hat plädiert|to plead, make one’s case
verb|trösten, tröstet, tröstete, hat getröstet|to comfort
die|die Ungleichheit, -en|inequality, dissimilarity
der|der Verteidiger, -|defender, defense counsel
das|das Center, -|center
der|der Halt, -e|stop, hold
das|das Handwerk, -e|craft, trade
adj|humanitär|humanitarian
das|das Intervall, -e|interval
adj|naiv|naive
der|der Rentner, -|pensioner
die|die Skala, -en|scale, dial, range
adv|sogleich|immediately
das|das Substantiv, -e|noun
das|das Testament, -e|will
die|die Algebra, -en|algebra
verb|befördern, befördert, beförderte, hat befördert|to transport
die|die Box, -en|speaker, pit, stall
adj|gänzlich|entirely
das|das Gremium, -en|committee
adv|hinunter|down
adv|soeben|just
die|die Sportart, -en|(type of) sport, discipline
das|Tirol|Tyrol
die|die Zuordnung, -en|classification, assignment
adj|asiatisch|Asian
die|die Biografie, -n|biography
adj|blutig|bloody
der|der Erwerb, -e|acquisition, purchase
das|das Hindernis, -se|obstacle
adv|inwieweit|to what extent
adj|römisch|Roman
adv|weitaus|much, far
die|die Wiedervereinigung, -en|reunification
die|die Abfahrt, -en|departure
die|die Anleihe, -n|loan, bond, borrowing
adj|auswärtig|external
adj|elastisch|elastic
verb|entkommen, entkommt, entkam, ist entkommen|to escape
der|der Herausgeber, -|publisher
das|das Kinn, -e|chin
verb|nahelegen, legt nahe, legte nahe, hat nahegelegt|to suggest
die|die Naturwissenschaft, -en|natural science
prep|seitens|by, on the part of
adj|verbal|verbal
die|die Versuchsperson, -en|test subject
die|die Wanderung, -en|hike
der|der Zeigefinger, -|index finger
adv|zwischendurch|occasionally, in between
der|der Autofahrer, -|driver, motorist
verb|benehmen, benimmt, benahm, hat benommen|to behave
der|der Einzelfall, -̈e|individual case
adj|gängig|common
der|der Jäger, -|hunter
adj|kommunikativ|communicative
der|der Kongress, -e|congress, convention
adj|letzterer, letztere, letzteres|latter
adv|nebeneinander|side by side, next to each other
die|die Passage, -n|passage
verb|strömen, strömt, strömte, ist geströmt|to flow
adj|zeitgenössisch|contemporary
verb|zerbrechen, zerbricht, zerbrach, hat zerbrochen|to break, shatter
der|der Aufsatz, -̈e|essay
das|Brandenburg|Brandenburg
die|das Diagramm, -e|diagram
die|die Erleichterung, -en|relief
der|der Historiker, -|historian
adj|innovativ|innovative
adj|kollektiv|collective
adj|nüchtern|sober, with empty stomach
adj|ungeheuer|tremendous
das|das Vorurteil, -e|prejudice
die|die Warnung, -en|warning
das|das Zeugnis, -se|report, certificate, testimony
verb|anmachen, macht an, machte an, hat angemacht|to turn on
die|die App, -s|app
adj|derzeitig|current
der|der Einblick, -e|insight
verb|eingeben, gibt ein, gab ein, hat eingegeben|to enter, input, put in
die|die Evolution, -en|evolution
adj|gigantisch|gigantic
die|die Nervenzelle, -n|nerve cell, neuron
adj|überflüssig|superfluous, unnecessary
verb|einteilen, teilt ein, teilte ein, hat eingeteilt|to organize, arrange, divide into
die|die Feststellung, -en|determination, assessment
verb|losfahren, fährt los, fuhr los, ist losgefahren|to leave, depart
die|die Pistole, -n|pistol
verb|schalten, schaltet, schaltete, hat geschaltet|to switch, shift
adj|sowjetisch|Soviet
verb|überführen, überführt, überführte, hat überführt|to transfer
adj|verbindlich|binding, authoritative
prep|anstelle|instead of
verb|beleidigen, beleidigt, beleidigte, hat beleidigt|to insult
der|der Diener, -|servant
adj|konventionell|conventional
das|das Neutron, -en|neutron
adj|organisatorisch|organizational
adj|reif|ripe
der|der Stab, -̈e|staff
verb|überholen, überholt, überholte, hat überholt|to pass, overhaul
verb|vorangehen, geht voran, ging voran, ist vorangegangen|to precede, lead (the way)
adv|anderswo|elsewhere
adj|empfindlich|sensitive
die|Finanzen|finance, finances
adj|hilflos|helpless
der|Mist|crap, manure
verb|münden, mündet, mündete, hat gemündet|to join, meet, flow into
die|die Physiologie|physiology
das|das Porträt, -s|portrait
die|die Premiere, -n|opening night, premiere
der|der Schadenersatz|compensation
der|der Schrei, -e|scream
die|die Schwangerschaft, -en|pregnancy
der|der Staatsanwalt, -̈e|public prosecutor, district attorney
der|der Transfer, -s|transfer
verb|verkürzen, verkürzt, verkürzte, hat verkürzt|to shorten
verb|vorbeugen, beugt vor, beugte vor, hat vorgebeugt|to bend over, lean forward, prevent
adj|witzig|funny
die|die Annäherung, -en|approach, approximation, rapprochement
verb|blasen, bläst, blies, hat geblasen|to blow
das|das Exemplar, -e|copy, piece
der|der Fond, -s|fund
die|die Logik, -en|logic
der|der Müll|waste, garbage, rubbish, trash
adj|rational|rational
das|das Vergnügen, -|pleasure
adj|fließend|fluent, fluid, flowing
verb|konsumieren, konsumiert, konsumierte, hat konsumiert|to consume
adj|naturwissenschaftlich|scientific
die|die Ökonomie, -n|economics
das|das Festival, -s|festival
verb|hinlegen, legt hin, legte hin, hat hingelegt|to lie down
der|der Landwirt, -e|farmer
der, das|der Laptop, -s|laptop
verb|läuten, läutet, läutete, hat geläutet|to ring, toll
die|die Neugier|curiosity
die|die Notiz, -en|note
die|die Rakete, -n|rocket
das|der Rasen, -|lawn, grass
verb|verwirklichen, verwirklicht, verwirklichte, hat verwirklicht|to fulfill, realize, turn into reality
verb|befestigen, befestigt, befestigte, hat befestigt|to fix, attach, fasten
der|der Datensatz, -̈e|data set
verb|dulden, duldet, duldete, hat geduldet|to tolerate
verb|durchlaufen, läuft durch, lief durch, ist durchgelaufen|to go through
verb|erschüttern, erschüttert, erschütterte, hat erschüttert|to shake, shock
adv|gleichermaßen|equally
adv|gleichwohl|nevertheless
die|die Kabine, -n|cabin, booth
adj|pädagogisch|pedagogical
die|die Schokolade, -n|chocolate
der|der Sekretär, -e|secretary
verb|signalisieren, signalisiert, signalisierte, hat signalisiert|to signal
verb|übernachten, übernachtet, übernachtete, hat übernachtet|to stay overnight, spend the night, sleep over
verb|veranstalten, veranstaltet, veranstaltete, hat veranstaltet|to organize
die|die Verstärkung, -en|reinforcement
verb|zuweisen, weist zu, wies zu, hat zugewiesen|to assign
die|die Bearbeitung, -en|processing
verb|besiegen, besiegt, besiegte, hat besiegt|to defeat, beat
der|der Bürgerkrieg, -e|civil war
adv|derweil|while, meanwhile
der|der Lastwagen, -|truck
verb|marschieren, marschiert, marschierte, ist marschiert|to march
verb|pfeifen, pfeift, pfiff, hat gepfiffen|to whistle
verb|überqueren, überquert, überquerte, hat überquert|to cross
das|das Arschloch, -̈er|asshole
die|die Behauptung, -en|claim, statement
die|die Berührung, -en|touch
der|der Diskurs, -e|discourse
adj|dominant|dominant
die|die Inflationsrate, -n|inflation rate
die|die Kreativität|creativity
verb|operieren, operiert, operierte, hat operiert|to operate, perform surgery
verb|stechen, sticht, stach, hat gestochen|to sting, prick, stab
der|der Tempel, -|temple
das|das Verb, -en|verb
die|die Verlängerung, -en|extension
verb|verwechseln, verwechselt, verwechselte, hat verwechselt|to confuse, mix up
verb|beschädigen, beschädigt, beschädigte, hat beschädigt|to damage
adj|giftig|poisonous
verb|hervorbringen, bringt hervor, brachte hervor, hat hervorgebracht|to create, produce, bring forth
adj|hinreichend|sufficient
verb|knüpfen, knüpft, knüpfte, hat geknüpft|to tie, knot, establish
verb|loslassen, lässt los, ließ los, hat losgelassen|to let go
verb|nachlassen, lässt nach, ließ nach, hat nachgelassen|to decrease, decline, let up
adv|nebenan|next door
das|das TV, -s|TV
adv|bestens|optimally, very well
die|die Dusche, -n|shower
die|die Etage, -n|floor, level, story
die|die Fachhochschule, -n|technical college, university of applied sciences
der|der Fotograf, -en|photographer
adj|gehörlos|deaf
der|der Klimawandel, -|climate change
der|der Mythos, -en|myth, legend
adv|nirgends|nowhere
das|Portugal|Portugal
der|der Stoffwechsel, -|metabolism
verb|verabreden, verabredet, verabredete, hat verabredet|to arrange, make an appointment
die|die Amtszeit, -en|term of office
der|der Berliner, -|Berliner
adj|familiär|family, familial, close
die|die Reichweite, -n|reach, range
der|der Riese, -n|giant
die|die Tageszeitung, -en|daily newspaper
adj|technologisch|technological
verb|vertiefen, vertieft, vertiefte, hat vertieft|to deepen, consolidate, engross
adj|antik|antique
die|die Ausstattung, -en|equipment, facilities, furnishings
verb|begünstigen, begünstigt, begünstigte, hat begünstigt|to favor, benefit
adj|gesundheitlich|sanitary
adj|konstruktiv|constructive
die|die Verbindlichkeit, -en|obligation, liability, commitment
verb|vorantreiben, treibt voran, trieb voran, hat vorangetrieben|to further, promote, push forward
verb|zurückgreifen, greift zurück, griff zurück, hat zurückgegriffen|to fall back
verb|zurücklassen, lässt zurück, ließ zurück, hat zurückgelassen|to leave (back)
verb|abgrenzen, grenzt ab, grenzte ab, hat abgegrenzt|to define, differentiate, distance
die|die Aufwendung, -en|expense, expenditure, use
verb|ausdenken, denkt aus, dachte aus, hat ausgedacht|to think of, devise, make up
adj|fähig|able
verb|füttern, füttert, fütterte, hat gefüttert|to feed
der|der Gesetzgeber, -|legislator, legislature
verb|koppeln, koppelt, koppelte, hat gekoppelt|to couple, link
der|der Senior, -en|senior (citizen)
das|das Studio, -s|studio
die|die Verbreitung, -en|dissemination, distribution, spread
verb|addieren, addiert, addierte, hat addiert|to add
verb|austreten, tritt aus, trat aus, ist ausgetreten|to resign, leave, leak out
adv|bekanntlich|as is well known
der|der Main|Main (river)
adv|neuerdings|recently
die|die Pension, -en|pension, guesthouse
die|die Rücksicht, -en|consideration
