|word|part_of_speech|lemma
104084|Bettmagnet|Substantiv|der Bettmagnet
104136|mitbestellen|Verb|mitbestellen
104138|drückst|Verb|drücken
104151|übler|Adjektiv|übel
104281|Waffeln|Substantiv|die Waffeln
104285|Frito|Substantiv|Frito
104407|suchn|Verb|suchen
104454|Normalerweise|Adverb|normalerweise
104481|Schaut|Verb|schauen
104485|Schauen|Verb|schauen
104557|Höchstwahrscheinlich|Adjektiv|höchstwahrscheinlich
104593|Oh-ho-ho|Interjektion|oh-ho-ho
104600|Streicheln|Verb|streicheln
104606|Unterm|Präposition|unter
104625|Störkraft|Substantiv|die Störkraft
104631|Kuschelrock-LP|Substantiv|die Kuschelrock-LP
104641|Silent|Adjektiv|silent
104642|cry|Verb|cry
104679|schmusn|Verb|schmusen
104724|artikulieren|Verb|artikulieren
104762|angucken|Verb|angucken
104799|bitten|Verb|bitten
104835|färben|Verb|färben
104853|Brich|Verb|brechen
104872|-zuschreiben|Verb|zuschreiben
104939|enterben|Verb|enterben
105010|sterben|Verb|sterben
105016|Exzessiv|Adjektiv|exzessiv
105033|Zurückgedreht|Verb|zurückdrehen
105066|Fertig|Adjektiv|fertig
105204|Exzessiv|Adjektiv|exzessiv
105309|hereinkommst|Verb|hereinkommen
105350|Trägst|Verb|tragen
105357|öffnest|Verb|öffnen
105363|aufgegrätscht|Verb|aufgegrätscht
105377|Himmelsgeige|Substantiv|die Himmelsgeige
105427|Größten|Adjektiv|größt
105431|Stärksten|Adjektiv|stark
105525|vorstellen|Verb|vorstellen
105555|Könntet|Verb|können
105558|Bedeutendes|Adjektiv|bedeutend
105583|Zettelt|Verb|zetteln
105591|kontrollzwangsgesteuert|Adjektiv|kontrollzwangsgesteuert
105596|Psychopath|Substantiv|der Psychopath
105617|co-abhängig|Adjektiv|co-abhängig
105649|Beschissen|Verb|beschissen
105676|einsperren|Verb|einsperren
105828|Einander|Pronomen|einander
105951|entkamst|Verb|entkommen
105967|Erfreut|Adjektiv|erfreut
105972|Wirst|Verb|werden
105993|hier|Adverb|hier
106041|hours|Substantiv|die Stunden
106042|ago|Adverb|vor
106043|allied|Adjektiv|allied
106045|forces|Substantiv|die Streitkräfte
106046|began|Verb|beginnen
106048|attack|Substantiv|der Angriff
106050|military|Adjektiv|militärisch
106051|targets|Substantiv|die Ziele
106053|Iraq|Substantiv|der Irak
106057|attacks|Substantiv|die Angriffe
106061|speak|Verb|sprechen
106062|Ground|Substantiv|der Boden
106066|engaged|Verb|engagieren
106067|This|Pronomen|dies
106068|conflict|Substantiv|der Konflikt
106069|started|Verb|beginnen
106071|2nd|Ordinalzahl|2.
106073|dictator|Substantiv|der Diktator
106076|invaded|Verb|einmarschieren
106078|Small|Adjektiv|klein
106080|helpless|Adjektiv|hilflos
106081|neighbor|Substantiv|der Nachbar
106084|member|Substantiv|das Mitglied
106087|Arab|Adjektiv|arabisch
106093|United|Adjektiv|vereint
106094|Nations|Substantiv|die Nationen
106096|crushed|Verb|zerquetschen
106098|people|Substantiv|die Menschen
106099|brutalized|Verb|brutalisieren
106143|kohlpechrabenschwarz|Adjektiv|kohlpechrabenschwarz
106160|angerannt|Verb|anrennen
106168|Kaspar|Substantiv|Kaspar
106189|schrien|Verb|schreien
106271|Hahahahaha|Interjektion|hahahahaha
106369|Marschieren|Verb|marschieren
106375|Batallion|Substantiv|das Bataillon
106393|einDenk|Verb|denken
106396|reih|Verb|reihen
106407|Schieß|Verb|schießen
106409|zöger|Verb|zögern
106442|Grausamst|Adjektiv|grausam
106462|querstellen|Verb|querstellen
106476|vorderer|Adjektiv|vorder
106496|sterbend|Verb|sterben
106507|Friss|Verb|fressen
106509|stirb|Verb|sterben
106515|Kämpf|Verb|kämpfen
106648|Trojanische|Adjektiv|trojanisch
106652|Biometrische|Adjektiv|biometrisch
106653|Querköpfe|Substantiv|die Querköpfe
106673|geshared|Verb|sharen
106678|fass|Verb|fassen
106683|halb-voll|Adjektiv|halbvoll
106718|Para-dies|Substantiv|das Para-dies
106719|Para-das|Substantiv|das Para-das
106720|Para-Militär|Substantiv|das Para-Militär
106749|brauchtest|Verb|brauchen
106753|verkauftest|Verb|verkaufen
106762|rausmusen|Verb|rausmüssen
106866|gäbs|Verb|geben
106884|Fakenew|Substantiv|das Fakenew
106889|Wessen|Pronomen|wessen
106894|Häh|Interjektion|häh
106896|Filterbubble|Substantiv|die Filterbubble
106904|abwehren|Verb|abwehren
106935|irgendwersagen|Verb|irgendwer sagen
107145|brauchteen|Verb|brauchen
107200|besternten|Verb|besternten
107205|Lieblingsplatte|Substantiv|die Lieblingsplatte
107225|Ricky|Substantiv|Ricky
107262|unrockbar|Adjektiv|unrockbar
107281|Beatsteak|Substantiv|Beatsteak
107302|Shakira|Substantiv|Shakira
107315|rausschmeiß|Verb|rausschmeißen
107332|Schmusemasche|Substantiv|die Schmusemasche
107376|moshen|Verb|moshen
107407|Remember|Verb|remember
107410|9th|Numeral|9th
107413|Broken|Adjektiv|broken
107414|glass|Substantiv|das Glas
107415|fire|Substantiv|das Feuer
107417|plot|Substantiv|das Plot
107422|reason|Substantiv|der Grund
107425|very|Adverb|sehr
107426|own|Adjektiv|eigen
107427|treason|Substantiv|der Verrat
107428|Should|Modalverb|sollen
107429|ever|Adverb|je
107431|forgot|Verb|vergessen
107435|sleeping|Adjektiv|schlafend
107436|beauty|Substantiv|die Schönheit
107437|Can|Modalverb|können
107442|duty|Substantiv|die Pflicht
107446|gone|Adjektiv|verschwunden
107447|completely|Adverb|vollständig
107448|nuts|Substantiv|die Nüsse
107450|why|Adverb|warum
107451|were|Verb|sein
107458|Germans|Substantiv|die Deutschen
107460|rise|Verb|steigen
107468|Authoritarian|Adjektiv|autoritär
107469|nationalist|Adjektiv|nationalistisch
107470|dorks|Substantiv|die Dorks
107475|torches|Substantiv|die Fackeln
107477|pitchforks|Substantiv|die Mistgabeln
107483|past|Substantiv|die Vergangenheit
107490|Better|Adjektiv|besser
107491|run|Verb|laufen
107493|Ten|Numeral|zehn
107494|Millio|Substantiv|die Million
107495|bicycle|Substantiv|das Fahrrad
107496|helmets|Substantiv|die Helme
107498|Sight|Substantiv|die Sicht
107500|Wolfskin|Substantiv|der Wolfspelz
107501|jackets|Substantiv|die Jacken
107502|Marching|Verb|marschieren
107503|through|Präposition|durch
107505|Night|Substantiv|die Nacht
107506|Birkenstocks|Substantiv|die Birkenstocks
107507|stomp|Verb|stampfen
107509|ground|Substantiv|der Boden
107510|Munching|Verb|mampfen
107514|earth-shattering|Adjektiv|erdbebenartig
107524|xenophobic|Adjektiv|xenophob
107525|biggest|Adjektiv|größt
107526|fear|Substantiv|die Angst
107530|Strong|Adjektiv|stark
107531|Leaders|Substantiv|die Führer
107533|fences|Substantiv|die Zäune
107535|walls|Substantiv|die Wände
107537|being|Substantiv|das Sein
107540|Takes|Verb|nehmen
107542|balls|Substantiv|die Bälle
107543|Cause|Substantiv|die Ursache
107551|compassionate|Adjektiv|mitfühlend
107553|considerate|Adjektiv|rücksichtsvoll
107555|reasonable|Adjektiv|vernünftig
107557|social|Adjektiv|sozial
107559|Temperate|Adjektiv|mild
107561|peaceful|Adjektiv|friedlich
107564|clear|Adjektiv|klar
107568|loud|Adjektiv|laut
107572|proud|Adjektiv|stolz
107584|remind|Verb|erinnern
107587|That|Pronomen|das
107590|once|Adverb|einmal
107591|been|Verb|sein
107595|Maniacs|Substantiv|die Maniacs
107597|wicked|Adjektiv|böse
107598|hair|Substantiv|das Haar
107604|already|Adverb|bereits
107609|Teutonic|Adjektiv|teutonisch
107610|expertise|Substantiv|die Expertise
107613|where|Adverb|wo
107614|assholery|Substantiv|die Arschlochigkeit
107615|leads|Verb|führen
107619|election|Substantiv|die Wahl
107621|vote|Substantiv|die Stimme
107626|see|Verb|sehen
107631|IQ-test|Substantiv|der IQ-Test
107633|failed|Verb|fehlen
107634|Weve|Verb|wir haben
107635|learned|Verb|lernen
107637|lesson|Substantiv|die Lektion
107639|take|Verb|nehmen
107641|advice|Substantiv|der Rat
107642|Hold|Verb|halten
107644|try|Verb|versuchen
107650|open|Adjektiv|offen
107652|multi-cultural|Adjektiv|multikulturell
107654|Modest|Adjektiv|modest
107657|weak|Adjektiv|schwach
107659|Poor|Adjektiv|arm
107661|neighbours|Substantiv|die Nachbarn
107686|dignity|Substantiv|die Würde
107688|unimpeachable|Adjektiv|unantastbar
107691|learn|Verb|lernen
107692|if|Konjunktion|wenn
107693|even|Adverb|sogar
107697|teachable|Adjektiv|lehrbar
107701|Longer|Adjektiv|länger
107702|murderous|Adjektiv|mörderisch
107703|vandal|Substantiv|der Vandale
107707|well|Adjektiv|gut
107712|Socks|Substantiv|die Socken
107715|Reserving|Verb|reservieren
107717|sun|Substantiv|die Sonne
107718|Loungers|Substantiv|die Liegestühle
107721|towels|Substantiv|die Handtücher
107722|Vegan|Adjektiv|vegan
107723|Sausage|Substantiv|die Wurst
107729|dickheads|Substantiv|die Arschlöcher
107734|at|Präposition|bei
107737|citizens|Substantiv|die Bürger
107742|year|Substantiv|das Jahr
107743|2016|Numeral|2016
107745|perfectly|Adverb|perfekt
107750|do|Verb|machen
107751|whatever|Pronomen|was auch immer
107761|brains|Substantiv|das Gehirn
107769|Fuckface|Substantiv|das Arschgesicht
107770|Because|Konjunktion|weil
107771|theyre|Pronomen|sie sind
107774|beings|Substantiv|die Wesen
107777|everyone|Pronomen|jeder
107778|else|Pronomen|sonst
107781|heard|Verb|hören
107782|categorical|Adjektiv|kategorisch
107783|imperative|Adjektiv|imperativ
107784|asshole|Substantiv|das Arschloch
107785|Read|Verb|lesen
107787|Cunt|Substantiv|die Muschi
107792|enlightened|Adjektiv|aufgeklärt
107794|responsible|Adjektiv|verantwortlich
107797|cycle|Verb|zyklieren
107800|recycle|Verb|recyclen
107804|forgiving|Adjektiv|vergebend
107809|forget|Verb|vergessen
107813|freedom|Substantiv|die Freiheit
107817|European|Adjektiv|europäisch
107819|unity|Substantiv|die Einheit
107821|Fanta|Substantiv|die Fanta
107823|diversity|Substantiv|die Vielfalt
107825|selfless|Adjektiv|selbstlos
107829|germany|Substantiv|Deutschland
107833|Ha-ha-ha-ha-ha|Interjektion|Ha-ha-ha-ha-ha
107847|Fraßen|Verb|fressen
107854|umherrannen|Verb|umherlaufen
107911|einzelner|Adjektiv|einzeln
107959|Luftmatraze|Substantiv|die Luftmatratze
107961|Klettverschlüsse|Substantiv|die Klettverschlüsse
107987|Lüsterklemmen|Substantiv|die Lüsterklemmen
107990|Oberhemde|Substantiv|das Oberhemd
107993|Einwegspritzen|Substantiv|die Einwegspritzen
107998|Thermoscheibe|Substantiv|die Thermoscheibe
108004|Zuckerhüte|Substantiv|die Zuckerhüte
108008|Kuckucksuhre|Substantiv|die Kuckucksuhr
108009|Bienenstöcke|Substantiv|die Bienenstöcke
108016|Wintergärten|Substantiv|die Wintergärten
108022|Schnellkochtöpfe|Substantiv|die Schnellkochtöpfe
108023|Abziehbilder|Substantiv|die Abziehbilder
108031|Zahnseid|Substantiv|der Zahnseid
108036|Setzkäst|Substantiv|das Setzkästchen
108037|Kernseif|Substantiv|die Kernseife
108039|Hufeise|Substantiv|das Hufeisen
108046|Luftpumpen|Substantiv|die Luftpumpe
108047|Fallschirme|Substantiv|der Fallschirm
108048|Künstliche|Adjektiv|künstlich
108052|Wasserlose|Adjektiv|wasserlos
108053|Urinale|Substantiv|das Urinal
108054|coffeinhaltig|Adjektiv|koffeinhaltig
108056|Fettarm|Adjektiv|fettarm
108059|Pflanzendünger|Substantiv|der Pflanzendünger
108060|Sportwagenkarosserie|Substantiv|die Sportwagenkarosserie
108086|gings|Verb|gingen
108090|schlechtgings|Verb|schlechtgingen
108151|umm|Interjektion|umm
108187|Elternknast|Substantiv|der Elternknast
108213|800|Numeral|800
108236|RocknRoll|Substantiv|der Rock'n'Roll
108327|verdankn|Verb|verdanken
108332|isnt|Verb|ist nicht
108340|Hеrz|Substantiv|das Herz
108346|privilеgiert|Adjektiv|privilegiert
108395|Beruhigen|Verb|beruhigen
108460|gesprungn|Verb|gesprungen
108569|Strasse|Substantiv|die Straße
108626|stattSag|Verb|statt sagen
108687|verhäln|Verb|verhalten
108754|schützend|Adjektiv|schützend
108770|Wund|Adjektiv|wund
108801|Collateral|Substantiv|das Collateral
108820|Triffen|Verb|triffen
108857|Gebeine|Substantiv|die Gebeine
109262|nachsteign|Verb|nachsteigen
109315|Witter|Substantiv|der Witter
109328|hinterhergeh|Verb|hinterhergehen
109336|nachfinden|Verb|nachfinden
109386|wehr|Substantiv|die Wehr
109507|Fahrrädern|Substantiv|die Fahrräder
109635|Wasch|Substantiv|die Waschmaschine
109698|Kritisier|Verb|kritisieren
109751|Verwirrend|Adjektiv|verwirrend
109779|B-Track|Substantiv|der B-Track
109795|Niemals|Adverb|niemals
109798|Mainstreamscheiße|Substantiv|die Mainstreamscheiße
109880|Halen|Verb|holen
109917|Gelacht|Verb|lachen
109919|geweinen|Verb|weinen
109920|Manch|Pronomen|manch
109935|Ganz|Adjektiv|ganz
109936|Dahon|Substantiv|Dahon
110055|Verbietest|Verb|verbieten
110059|Stattdessen|Adverb|stattdessen
110254|nachgeäfft|Verb|nachäffen
110413|Steck|Verb|stecken
110472|Mancher|Pronomen|mancher
110532|stеhn|Verb|stehen
110540|weitergehn|Verb|weitergehen
110541|Warmer|Adjektiv|wärmer
110550|beschwörn|Verb|beschwören
110551|Duldet|Verb|dulden
110557|zerstörn|Verb|zerstören
110587|Stehn|Verb|stehen
110746|Käme|Verb|käme
110754|befände|Verb|befinden
110815|Linsenhaut|Substantiv|die Linsenhaut
110821|sähen|Verb|sehen
110822|rausschau|Verb|rausschauen
110827|reinschau|Verb|reinschauen
110841|Existieren|Verb|existieren
110933|Dinger|Substantiv|die Dinger
110934|Umgeben|Verb|umgeben
110962|Bikinioberteil|Substantiv|das Bikinioberteil
111060|Proletenpack|Substantiv|das Proletenpack
111092|irgendwan|Adverb|irgendwann
111093|raufgehn|Verb|raufgehen
111094|einFällt|Verb|einfallen
111228|Worttransport|Substantiv|der Worttransport
111445|vollbepackt|Adjektiv|vollbepackt
111447|stolpernd|Adjektiv|stolpernd
111459|Entscheiden|Verb|entscheiden
111501|Länger|Adjektiv|länger
111509|derber|Adjektiv|derb
111524|sehens|Verb|sehen
111533|Immergrößer|Adjektiv|immer größer
111577|Scherze|Substantiv|die Scherze
111601|aufHören|Verb|aufhören
111662|Stillgestanden|Verb|stillgestanden
111672|Rührt|Verb|rühren
111714|Bleibt|Verb|bleiben
111735|langgehn|Verb|langgehen
111749|Klassische|Adjektiv|klassisch
111751|anhörn|Verb|anhören
111772|hehen|Verb|sehen
111789|Dichten|Verb|dichten
111822|Lügen|Verb|lügen
111923|Hardworking|Adjektiv|hardworking
111927|Hardknock|Adjektiv|hardknock
111940|sozialromantisch|Adjektiv|sozialromantisch
111943|betrogen|Verb|betrügen
111944|Arbeiterstammtisch|Substantiv|der Arbeiterstammtisch
111945|Salonfähigkeit|Substantiv|die Salonfähigkeit
111973|Leitkultur-Farce-Scheisse|Substantiv|die Leitkultur-Farce-Scheiße
111979|Trinkwasserwerkе|Substantiv|das Trinkwasserwerk
111987|werden|Verb|werden
111988|Ketamin|Substantiv|das Ketamin
111997|Gabbakonzert|Substantiv|das Gabbakonzert
111998|Mushroom|Substantiv|der Pilz
112000|Beamtenkaffeetisch|Substantiv|der Beamtenkaffeetisch
112005|MDMA|Substantiv|das MDMA
112028|Selbstfindungsphase|Substantiv|die Selbstfindungsphase
112029|Weltschmerzbewältigungsnarbe|Substantiv|die Weltschmerzbewältigungsnarbe
112031|Strobo|Substantiv|das Strobo
112041|Mehrverdienenden|Substantiv|die Mehrverdienenden
112053|geliehen|Adjektiv|geliehen
112055|Aldi-Tüte|Substantiv|die Aldi-Tüte
112064|Eidinger|Substantiv|Eidinger
112075|Wurden|Verb|werden
112092|Drippen|Verb|drippen
112106|Trinkwasserwerk|Substantiv|das Trinkwasserwerk
112141|sorge|Verb|sorgen
112168|Patriachat|Substantiv|das Patriarchat
112192|Lichtkleid|Substantiv|das Lichtkleid
112237|non|Pronomen|non
112245|regrett|Verb|bedauern
112298|friern|Verb|frieren
112328|regrette|Verb|bereuen
112434|Menschenfressermensche|Substantiv|die Menschenfresser
112439|Menschenfressermensch|Substantiv|der Menschenfressermensch
112445|Menschenfressermenschen|Substantiv|die Menschenfressermenschen
112461|gesünd|Adjektiv|gesund
112484|könnens|Verb|können
112512|33|Numeral|33
112574|Jajaja|Interjektion|jajaja
112591|Menschenfresserrente|Substantiv|die Menschenfresserrente
112593|bringens|Verb|bringen
112632|Seemannshose|Substantiv|die Seemannshose
112642|Stopfe|Verb|stopfen
112649|Seemannsrose|Substantiv|die Seemannsrose
112652|schrubb|Verb|schrubben
112657|Fern|Adjektiv|fern
112689|entfacht|Verb|entfachen
112715|ausWirf|Verb|auswerfen
112724|vorausgehts|Verb|vorausgehen
112761|Johohoho|Interjektion|johohoho
112887|umschlung|Verb|umschlingen
112898|eingedrungen|Verb|eingedringen
113061|Hm-hm-hm|Interjektion|hm-hm-hm
113062|hm-hm-hm|Interjektion|hm-hm-hm
113063|Hm-hm-hmm|Interjektion|hm-hm-hmm
113067|Return-Point|Substantiv|der Return-Point
113071|Streets|Substantiv|die Streets
113082|verliebter|Adjektiv|verliebt
113142|gewägen|Verb|wägen
113190|cornern|Verb|cornern
113274|begreif|Verb|begreifen
113296|brunchend|Verb|brunchen
113302|entfliehn|Verb|entfliehen
113304|Bermudadreiecks-Beziehung|Substantiv|die Bermudadreiecks-Beziehung
113314|kastriert|Adjektiv|kastriert
113423|oh-oh-oh|Interjektion|oh-oh-oh
113466|sammelen|Verb|sammeln
113476|schreiben|Verb|schreiben
113482|den|Artikel|den
113508|Nazirethorik|Substantiv|die Nazirethorik
113538|Blickdichter|Adjektiv|blickdicht
113540|Jalousien|Substantiv|die Jalousien
113621|teiln|Verb|teilnehmen
113627|Spotify|Substantiv|Spotify
113676|könnts|Verb|können
113686|rausmerk|Verb|rausmerken
113749|uh-oh-oh|Interjektion|uh-oh-oh
113825|Sovieler|Adjektiv|so viel
113828|verschwendet|Verb|verschwenden
113831|ermüdend|Adjektiv|ermüdend
113839|einsehs|Verb|einsehen
113884|Galaktika|Substantiv|die Galaktika
113889|Renk|Substantiv|der Renk
113892|einmach|Verb|einmachen
113930|vorbeikamst|Verb|vorbeikommen
113933|Stiftest|Verb|stiften
113949|drängel|Verb|drängeln
114016|Schicke|Verb|schicken
114034|wehzutun|Verb|wehtun
114036|Eh-eh-eh-eh-eh|Interjektion|eh-eh-eh-eh-eh
114158|Trifft|Verb|treffen
114217|Pythagora|Substantiv|der Pythagoras
114218|A-Quadrat|Substantiv|das A-Quadrat
114220|b-Quadrat|Substantiv|das b-Quadrat
114221|c-Quadrat|Substantiv|das c-Quadrat
114222|umStellen|Verb|umstellen
114261|6378000|Numeral|6378000
114264|637800170|Numeral|637800170
114266|Bilden|Verb|bilden
114274|21680000|Numeral|21680000
114279|4650|Numeral|4650
114305|fehlend|Adjektiv|fehlend
114309|Zögerns|Substantiv|das Zögern
114334|Bequemen|Verb|bequem
114347|wüssten|Verb|wissen
114351|streikend|Adjektiv|streikend
114387|kommend|Verb|kommen
114403|verzichen|Verb|verzichten
114492|Läuft|Verb|laufen
114549|Zerstörn|Verb|zerstören
114582|jeden|Pronomen|jeder
114587|Faule|Adjektiv|faul
114643|Ändern|Verb|ändern
114662|leihn|Verb|leihen
114927|systemgemacht|Adjektiv|systemgemacht
114993|Sowa|Substantiv|die Sowa
115026|Beschreiben|Verb|beschreiben
115075|jammen|Verb|jammern
115078|Alphornspieler|Substantiv|der Alphornspieler
115126|Vieles|Pronomen|vieles
115128|Trommelfelle|Substantiv|die Trommelfelle
115132|Doublebass|Substantiv|die Doublebass
115135|einriss|Verb|einreißen
115166|Unserer|Pronomen|unser
115315|Backgroundtänzer|Substantiv|der Backgroundtänzer
115416|Obdachlosen|Substantiv|der Obdachlose
115438|Busse|Substantiv|die Busse
115533|Höfe|Substantiv|die Höfe
115577|Tragischerweise|Adverb|tragischerweise
115586|Vodka|Substantiv|der Vodka
115608|everything|Pronomen|everything
115633|The|Artikel|the
115634|rock|Substantiv|der Rock
115640|keep|Verb|keep
115642|rocking|Verb|rocken
115653|the|Artikel|the
115658|Rocking|Verb|rocken
115754|lalalala|Interjektion|lalalala
115780|wurschen|Verb|wurschteln
115784|Keep|Verb|keep
115822|810|Numeral|810
115853|Peinlich|Adjektiv|peinlich
115869|dabeihabn|Verb|dabei haben
115905|kippts|Verb|kippen
115934|Brunch-Allergie|Substantiv|die Brunch-Allergie
115939|Plaudern|Verb|plaudern
115997|Hoffentlich|Adverb|hoffentlich
116035|Ya|Interjektion|ya
116037|Schnür|Verb|schnüren
116043|richtung|Substantiv|die Richtung
116053|gibn|Verb|geben
116069|Cesc|Substantiv|Cesc
116070|Fàbregas|Substantiv|Fàbregas
116071|Bam|Interjektion|bam
116081|vergeude|Verb|vergeuden
116099|Bentley|Substantiv|der Bentley
116110|Lionel|Substantiv|Lionel
116112|Moukoko|Substantiv|Moukoko
116113|dribbelen|Verb|dribbeln
116125|Neymar|Substantiv|Neymar
116145|Treffsicher|Adjektiv|treffsicher
116224|Lebe|Verb|leben
116230|Lenuweit|Adverb|lenweit
116283|vorGehe|Verb|vorangehen
116297|dOr|Substantiv|das Or
116306|Youssoufa|Substantiv|Youssoufa
116381|schausen|Verb|schauen
116395|1969|Numeral|1969
116401|blinzelst|Verb|blinzeln
116408|zieht|Verb|ziehen
116414|heimlich-gähnend|Adjektiv|heimlich-gähnend
116415|Ists|Verb|sein
116426|Aufgewachter|Adjektiv|aufgewacht
116427|einschlaf|Verb|einschlafen
116476|La-Le-Lu|Interjektion|la-le-lu
116488|veräppen|Verb|veräppeln
116501|sternehell|Adjektiv|sternehell
116519|wohlverkommt|Adjektiv|wohlverkommen
116530|Elvis|Substantiv|Elvis
116564|hervorWillst|Verb|hervor wollen
116578|Kriecht|Verb|kriechen
116597|wendets|Verb|wenden
116665|vorbeidarfen|Verb|vorbeidarf
116702|Rändern|Verb|randern
116705|Frontex|Substantiv|die Frontex
116707|Push-Back|Substantiv|der Push-Back
116710|Flüchtlingsabwehrkonferenz|Substantiv|die Flüchtlingsabwehrkonferenz
116728|entrechteen|Verb|entrechten
116739|Könnten|Verb|könnten
116820|Fäusten|Substantiv|die Fäuste
116850|Nennn|Verb|nennen
116852|Naiv|Adjektiv|naiv
116989|Jure|Substantiv|der Jure
116991|nove|Substantiv|die Nove
116992|kuje|Verb|kujen
116993|Nove|Substantiv|die Nove
116997|stare|Verb|starren
116999|Stare|Verb|starren
117003|dobre|Adjektiv|dobre
117005|Dobre|Adjektiv|dobre
117008|loše|Adjektiv|loše
117010|Loše|Adjektiv|loše
117018|skupe|Adjektiv|skupe
117020|Skupe|Adjektiv|skupe
117023|Tvoje|Pronomen|dein
117029|jure|Verb|juren
117065|ove|Pronomen|das
117069|bežim|Verb|bežim
117079|Ćao|Interjektion|ćao
117080|mala|Adjektiv|mala
117081|ej|Interjektion|ej
117082|šta|Pronomen|was
117083|ima|Verb|haben
117086|Wajwai|Interjektion|wajwai
117087|muška|Adjektiv|muška
117088|svinja|Substantiv|die Svinja
117089|Dupe|Substantiv|das Dupe
117090|glatko|Adjektiv|glatt
117091|nektarina|Substantiv|die Nektarina
117092|Pička|Substantiv|die Pička
117093|Slatka|Adjektiv|süß
117094|mandarina|Substantiv|die Mandarina
117096|pičku|Substantiv|die Pička
117099|Diram|Verb|diren
117100|Gledaj|Verb|gucken
117101|Pičku|Substantiv|die Pička
117103|sve|Pronomen|alles
117105|Ajde|Interjektion|ajde
117106|pičko|Substantiv|die Pička
117107|još|Adverb|noch
117109|litar|Substantiv|der Liter
117110|Šta|Pronomen|was
117125|Kuje|Verb|kujen
117211|vole|Verb|lieben
117213|znači|Verb|bedeuten
117214|ti|Pronomen|du
117215|si|Verb|sein
117218|kako|Adverb|wie
117221|odole|Verb|widerstehen
117224|Kad|Konjunktion|wenn
117225|kaže|Verb|sagen
117226|Kraj|Substantiv|das Ende
117227|Kujo|Substantiv|die Hündin
117325|Gundula|Substantiv|die Gundula
117340|Seychelle|Substantiv|die Seychelle
117346|Neu-Köln|Substantiv|das Neu-Köln
117349|wehtuen|Verb|wehtun
117361|Sahnebaiser|Substantiv|der Sahnebaiser
117399|belegs|Substantiv|der Beleg
117505|Fließbandgerät|Substantiv|das Fließbandgerät
117555|Darfst|Verb|dürfen
117559|goschern|Verb|goschern
117613|blöderweis|Adverb|blöderweise
117617|Werdn|Verb|werden
117618|Rabiat|Adjektiv|rabiat
117629|Faschiertn|Verb|faschieren
117633|gemma|Verb|machen
117638|simma|Verb|simmen
117652|gfreuen|Verb|freuen
117659|Raunzen|Verb|raunzen
117673|Sist|Verb|sein
117680|daunzen|Verb|daunzen
117748|nimma|Verb|nehmen
117752|Geign|Verb|geigen
117757|neichn|Verb|neichen
117758|Joahr|Substantiv|das Jahr
117763|Wüschtla|Verb|wünschen
117786|daleb|Verb|daleb
117843|bsoffn|Verb|besoffen
117854|Hipp|Interjektion|hipp
117865|Himbeer|Adjektiv|himbeer
117897|einweih|Verb|einweihen
117935|Sommеr|Substantiv|der Sommer
117939|Ferie|Substantiv|die Ferien
117941|immer|Adverb|immer
117974|vertauen|Verb|vertrauen
118099|wärm|Adjektiv|warm
118142|leider|Adjektiv|leider
118209|gegessen|Verb|essen
118245|eingestehsn|Verb|eingestehen
118257|zugebn|Verb|zugeben
118337|uhrer|Substantiv|der Uhrer
118345|Arbeitsliste|Substantiv|die Arbeitsliste
118346|Kämpft|Verb|kämpfen
118351|Beziehungsmechanism|Substantiv|der Beziehungsmechanismus
118377|stegen|Verb|steigen
118424|schwäch|Adjektiv|schwach
118461|unterschätz|Verb|unterschätzen
118511|eingeworfen|Verb|eingeworfen
118524|rauslegen|Verb|rauslegen
118529|anfässen|Verb|anfassen
118531|ewigkeit|Substantiv|die Ewigkeit
118551|abbrannen|Verb|abrennen
118554|Nachbranraufgerannt|Verb|nachbrannen
118572|Riesen-Blumenstrauss|Substantiv|der Riesen-Blumenstrauß
118677|rumkomm|Verb|rumkommen
118714|Mordverbot|Substantiv|das Mordverbot
118811|duck|Verb|ducken
118897|Geigenstar|Substantiv|der Geigenstar
118898|Repräsentierte|Verb|repräsentieren
118947|Gritt|Substantiv|das Gritt
118997|cher|Verb|cher
119050|blabla|Interjektion|blabla
119053|hernähmen|Verb|hernähmen
119080|Grell|Adjektiv|grell
119082|Fassadenlicht|Substantiv|das Fassadenlicht
119086|Erscheint|Verb|erscheinen
119094|Kinoliebling|Substantiv|das Kinoliebling
119099|Chlorodont|Substantiv|das Chlorodont
119108|retuschiert|Verb|retuschieren
119110|Blühn|Verb|blühen
119121|Tauentzien|Substantiv|der Tauentzien
119130|protzеn|Verb|protzen
119131|Cafés|Substantiv|die Cafés
119137|geben|Verb|geben
119144|hinwehen|Verb|hinwehen
119167|vergangn|Verb|vergehen
119192|Un|Artikel|un
119321|feiernd|Verb|feiern
119327|hauptsache|Adjektiv|hauptsächlich
119331|läd|Verb|laden
119335|Hoffung|Substantiv|die Hoffnung
119559|paratstimmen|Verb|parat stimmen
119573|Baikonur|Substantiv|der Baikonur
119616|Reichsten|Adjektiv|reich
119618|Rücksichtslosen|Adjektiv|rücksichtslos
119640|Organischem|Adjektiv|organisch
119662|Urgroßelter|Substantiv|der Urgroßeltern
119701|Elende|Adjektiv|elend
119868|Gleich|Adjektiv|gleich
119906|Väter|Substantiv|die Väter
119948|Aaaaahhh|Interjektion|aaaaahhh
119999|andernr|Verb|ändern
120050|spielen|Verb|spielen
120052|Stein|Substantiv|der Stein
