|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
3098|3002|die|die Disziplin|die Disziplinen|Disziplin ist wichtig im Sport.|discipline|discipline|Discipline is important in sports.|noun|Schwimmen ist eine olympische Disziplin.|Swimming is an Olympic discipline.
3099|3003|der|der Aufstieg|die Aufstiege|Der Aufstieg auf den Berg war mühsam.|climb, rise|climb|The climb up the mountain was arduous.|noun|Der Aufstieg zum Gipfel ist anstrengend.|The climb to the summit is exhausting.
3100|3004|pron|keinerlei||Er zeigte keinerlei Interesse.|no ... at all|no ... at all|He showed no interest at all.|pronoun|Die Maschine weist keinerlei Mängel auf.|The machine has no defects at all.
3101|3005|der|der Mond|die Monde|Der Mond scheint hell am Himmel.|moon|moon|The moon shines brightly in the sky.|noun|Der Mond bewegt sich um die Erde.|The moon moves around the earth.
3102|3006|adj|professionell||Professionelle Berater bieten Lösungen.|professional|professional|Professional consultants offer solutions.|adjective|Die Universität sucht professionelle Mitarbeiter für ein neues Projekt.|The university is looking for professional staff for a new project.
3103|3007|das|das Semester|die Semester|Das neue Semester beginnt im Oktober.|semester|semester|The new semester begins in October.|noun|Der Bachelor dauert in Deutschland sechs Semester.|The bachelor’s program lasts six semesters in Germany.
3104|3008|der|der Gastgeber|die Gastgeber|Der Gastgeber begrüßte alle Gäste.|host|host|The host welcomed all the guests.|noun|Der Gastgeber kümmert sich gut um seine Gäste.|The host takes good care of his guests.
3105|3009|adv|hinein||Er schaute tief in das Glas hinein.|in, into|into|He looked deep into the glass.|adverb|Wir bleiben bis in den Morgen hinein wach.|We stay awake into the morning.
3106|3010|adj|kinetisch||Die kinetische Energie ist groß.|kinetic|kinetic|The kinetic energy is high.|adjective|Das Thema der heutigen Stunde ist die kinetische Energie.|The topic of today’s lesson is kinetic energy.
3107|3011|das|das Skript|die Skripte|Das Skript liegt bereit zur Abgabe.|script, lecture notes|script|The script is ready for submission.|noun|An dem Skript zum Film arbeiten zwei Autoren zusammen.|Two authors are working together on the script for the movie.
3108|3012|verb|vertreiben|vertreiben, vertreibt, vertrieb, hat vertrieben|Sie vertrieben viele Produkte.|to drive out, sell|to sell|They sold many products.|verb|Der Händler vertreibt viele regionale Waren.|The dealer sells many regional goods.
3109|3013|adj|zugänglich||Das Archiv ist jetzt zugänglich.|accessible|accessible|The archive is now accessible.|adjective|Diese Filme sind nur Leuten über 18 Jahren zugänglich.|These films are only accessible to people over 18 years of age.
3110|3014|adv|zurzeit||Zurzeit gibt es keine freien Plätze.|at the moment|at the moment|At the moment, there are no free seats.|adverb|Ich habe zurzeit keine Pläne für die Zukunft.|I have no plans for the future at the moment.
3111|3015|verb|versterben|versterben, verstirbt, verstarb, ist verstorben|Sein Großvater verstarb letzten Monat.|to pass away|to pass away|His grandfather passed away last month.|verb|Der Schauspieler verstarb letzten Dienstag nach jahrelanger Krankheit.|The actor passed away last Tuesday after years of illness.
3112|3016|verb|zurückhalten|zurückhalten, hält zurück, hielt zurück, hat zurückgehalten|Er hält seine Meinung oft zurück.|to hold back, restrain|to hold back|He often holds back his opinion.|verb|Bei der Hochzeit kann ich meine Tränen nicht zurückhalten.|I can’t hold back my tears at the wedding.
3113|3017|die|die Abweichung|die Abweichungen|Die Abweichung führt zu Fehlern.|difference, deviation, tolerance|deviation|The deviation leads to errors.|noun|Abweichungen von der Norm werden nicht akzeptiert.|Deviations from the norm are not accepted.
3114|3018|verb|aufsetzen|aufsetzen, setzt auf, setzte auf, hat aufgesetzt|Er setzt den Helm vor der Fahrt auf.|to put on|to put on|He puts on the helmet before the ride.|verb|Obwohl es mir schlecht geht, setze ich mein schönstes Lächeln auf.|Although I feel bad, I put on my best smile.
3115|3019|adj|langweilig||Der langweilige Film dauerte ewig.|boring|boring|The boring movie lasted forever.|adjective|Mathe ist für viele Schüler ein langweiliges Fach.|Math is a boring subject for many students.
3116|3020|verb|nachgehen|nachgehen, geht nach, ging nach, ist nachgegangen|Er ging der Sache gründlich nach.|to follow, pursue, be slow|to pursue|He thoroughly pursued the matter.|verb|Deine Uhr geht schon wieder zehn Minuten nach.|Your watch is ten minutes slow again.
3117|3021|adj|schief||Das schiefe Regal drohte umzufallen.|crooked, not straight|crooked|The crooked shelf was about to fall over.|adjective|Das Bild an der Wand hängt schief.|The picture on the wall is crooked.
3118|3022|die|die Wange|die Wangen|Die Träne rollt über ihre Wange.|cheek|cheek|The tear rolls down her cheek.|noun|Zum Abschied gibt er ihr einen Kuss auf die Wange.|He gives her a kiss on the cheek as a farewell.
3119|3023|der|der Champion|die Champions|Der Champion verteidigte seinen Titel.|champion|champion|The champion defended his title.|noun|Nach unserem Sieg sind wir endlich die Champions.|After our victory, we are finally the champions.
3120|3024|der|der Horizont|die Horizonte|Der Horizont war klar zu sehen.|horizon|horizon|The horizon was clearly visible.|noun|Die Sonne geht scheinbar am Horizont unter.|The sun seems to set on the horizon.
3121|3025|die|die Intensität|die Intensitäten|Die Intensität des Lichts nahm zu.|intensity|intensity|The intensity of the light increased.|noun|Die Intensität des Geschmacks ist beeindruckend.|The intensity of the flavor is impressive.
3122|3026|verb|korrigieren|korrigieren, korrigiert, korrigierte, hat korrigiert|Der Lehrer korrigiert die Tests.|to correct, revise|to correct|The teacher corrects the tests.|verb|Ich muss noch zehn Arbeiten von meinen Schülern korrigieren, bevor ich gehen kann.|I have ten more papers from my students to correct before I can go.
3123|3027|die|die Linke||Die Linke hat die Wahl gewonnen.|left-wing party, Left Party|Left Party|The Left Party won the election.|noun|Die Linke ist derzeit Oppositionspartei im deutschen Parlament.|The Linke is currently the opposition party in the German parliament.
3124|3028|num|neunzig||Neunzig Minuten vergingen schnell.|ninety|ninety|Ninety minutes passed quickly.|number|Heute feiern wir den neunzigsten Geburtstag meiner Oma.|Today we celebrate my grandma’s ninetieth birthday.
3125|3029|der|der Sänger|die Sänger|Der Sänger begeisterte das Publikum.|singer|singer|The singer thrilled the audience.|noun|Madonna ist eine berühmte Sängerin.|Madonna is a famous singer.
3126|3030|das|das Symptom|die Symptome|Das Symptom verschwand schnell.|symptom|symptom|The symptom disappeared quickly.|noun|Jede Krankheit hat spezifische Symptome.|Each disease has specific symptoms.
3127|3031|adj|einig||Sie waren sich in diesem Punkt einig.|agreed|agreed|They agreed on this point.|adjective|Mein Mann und ich sind uns einig, das Haus zu verkaufen.|My husband and I have agreed to sell the house.
3128|3032|die|die Auffassung|die Auffassungen|Ihre Auffassung ist interessant.|point of view|point of view|Her point of view is interesting.|noun|Ich habe eine andere Auffassung zu dem Thema als du.|I have a different point of view on the subject than you do.
3129|3033|prep|herum||Die Kinder rennen um den Baum herum.|around|around|The children run around the tree.|preposition|Wir fahren um den Unfall herum.|We’re driving around the accident.
3130|3034|das|das Kunstwerk|die Kunstwerke|Das Kunstwerk ist unbezahlbar.|work of art|work of art|The work of art is priceless.|noun|Im Louvre gibt es viele berühmte Kunstwerke.|There are many famous works of art in the Louvre.
3131|3035|das|das Ministerium|die Ministerien|Das Ministerium genehmigte den Antrag.|ministry, department|ministry|The ministry approved the application.|noun|Meine Mutter arbeitet im Ministerium für Arbeit.|My mother works at the Ministry of Labor.
3132|3036|der|der Österreicher|die Österreicher|Der Österreicher gewann das Rennen.|Austrian|Austrian|The Austrian won the race.|noun|Der Österreicher wohnt heute in den USA.|The Austrian now lives in the USA.
3133|3037|adj|stellvertretend||Sie war stellvertretend für den Chef da.|on behalf|on behalf|She was there on behalf of the boss.|adjective|Ich unterschreibe stellvertretend für meinen Mann den Vertrag.|I’m signing the contract on behalf of my husband.
3134|3038|der|der Ursprung|die Ursprünge|Der Ursprung der Idee liegt in Asien.|origin|origin|The origin of the idea lies in Asia.|noun|Adam und Eva sind in der Bibel der Ursprung der Menschheit.|Adam and Eve are the origin of humanity in the Bible.
3135|3039|adj|mündlich||Er bestand die mündliche Prüfung.|oral|oral|He passed the oral exam.|adjective|Fabian findet mündliche Prüfungen schwerer als schriftliche.|Fabian finds oral exams harder than written ones.
3136|3040|adj|neugierig||Er ist neugierig auf das neue Buch.|curious|curious|He is curious about the new book.|adjective|Ich bin sehr neugierig darauf, was am Ende des Buches passiert.|I’m very curious about what happens at the end of the book.
3137|3041|verb|jagen|jagen, jagt, jagte, hat gejagt|Er jagt das Reh durch den Wald.|to hunt|to hunt|He hunts the deer through the forest.|verb|In meiner Freizeit jage ich gerne Tiere im Wald.|In my spare time I like to hunt animals in the forest.
3138|3042|die|die Schwäche|die Schwächen|Die Schwäche überwältigte ihn plötzlich.|weakness|weakness|The weakness overwhelmed him suddenly.|noun|Anika hat eine Schwäche für Pizza.|Anika has a weakness for pizza.
3139|3043|das|das Minus|die Minusse|Das Unternehmen hat ein Minus.|minus, deficit|deficit|The company has a deficit.|noun|Das Unternehmen hat im letzten Jahr ein Minus von zwei Millionen gemacht.|Last year, the company had a deficit of two million.
3140|3044|das|das Eisen|die Eisen|Das heiße Eisen brennt in der Hand.|iron|iron|The hot iron burns in the hand.|noun|Die Tür ist aus Eisen und sehr schwer.|The door is made of iron and very heavy.
3141|3045|der|der Iran||Der Iran führte neue Schulreformen ein.|Iran|Iran|Iran introduced new school reforms.|noun|Die Hauptstadt des Iran ist Teheran.|The capital of Iran is Tehran.
3142|3046|die|die Besonderheit|die Besonderheiten|Die Besonderheit wurde betont.|idiosyncracy, (special) feature, unique characteristic|unique characteristic|The unique feature was emphasized.|noun|Die Besonderheit der Universität liegt darin, dass die Studenten selbst forschen.|The unique characteristic of the university is that students conduct research themselves.
3143|3047|das|das Fett|die Fette|Das Fett spritzte in der Pfanne.|fat|fat|The fat splattered in the pan.|noun|Wenn ich koche, benutze ich nur Fett, das aus Pflanzen hergestellt wird.|When I cook, I only use fat made from plants.
3144|3048|verb|lenken|lenken, lenkt, lenkte, hat gelenkt|Der Kapitän lenkt das Schiff sicher.|to steer, guide|to steer|The captain steers the ship safely.|verb|Du musst deine Aufmerksamkeit auf die wichtigen Themen lenken.|You need to steer your attention to the important issues.
3145|3049|verb|vorbeikommen|vorbeikommen, kommt vorbei, kam vorbei, ist vorbeigekommen|Du kannst heute später vorbeikommen.|to pass|to pass|You can pass by later today.|verb|Auf dem Weg zu Katrin kommt man an vielen Läden vorbei.|On the way to Katrin you pass many shops.
3146|3050|adj|cool||Er findet die neue Jacke cool.|cool|cool|He thinks the new jacket is cool.|adjective|Mit seinem neuen Auto fühlt er sich extrem cool.|He feels extremely cool with his new car.
3147|3051|verb|kleben|kleben, klebt, klebte, hat geklebt|Er klebt das Poster an die Wand.|to stick|to stick|He sticks the poster on the wall.|verb|Die Kinder kleben bunte Blumen aus Papier an die Fenster.|The children stick colorful paper flowers onto the windows.
3148|3052|die|die Unsicherheit|die Unsicherheiten|Die Unsicherheit bleibt bestehen.|uncertainty|uncertainty|The uncertainty remains.|noun|Bei der Auswahl der Universität herrscht bei vielen Studenten eine große Unsicherheit.|When choosing a university, there is a great deal of uncertainty among many students.
3149|3053|verb|beinhalten|beinhalten, beinhaltet, beinhaltete, hat beinhaltet|Das Buch beinhaltet viele Themen.|to contain, include|to contain|The book contains many topics.|verb|Das Angebot beinhaltet Flug und Unterkunft.|The offer includes flight and accommodation.
3150|3054|der|der Irak||Der Irak hat viele antike Stätten.|Iraq|Iraq|Iraq has many ancient sites.|noun|Die Republik Irak ist ein Staat in Vorderasien.|The Republic of Iraq is a state in the Middle East.
3151|3055|adj|virtuell||Virtuelle Realität wird immer beliebter.|virtual|virtual|Virtual reality is becoming more popular.|adjective|Im Moment lebt er nur noch in der virtuellen Welt und nicht in der Realität.|At the moment he only lives in the virtual world and not in reality.
3152|3056|der|der Vorname|die Vornamen|Sein Vorname ist ungewöhnlich selten.|first name|first name|His first name is unusually rare.|noun|Mein Vorname ist Thomas und mein Nachname ist Müller.|My first name is Thomas and my surname is Müller.
3153|3057|die|die Zeitschrift|die Zeitschriften|Die Zeitschrift erschien monatlich.|magazine, journal|magazine|The magazine was published monthly.|noun|Ich lese eine interessante Zeitschrift aus dem Bereich Medizin.|I’m reading an interesting magazine in the field of medicine.
3154|3058|verb|absetzen|absetzen, setzt ab, setzte ab, hat abgesetzt|Er wurde von seiner Position abgesetzt.|to drop off, dismiss|to dismiss|He was dismissed from his position.|verb|Du kannst mich an der nächsten Ecke absetzen.|You can drop me off at the next corner.
3155|3059|verb|anführen|anführen, führt an, führte an, hat angeführt|Der General führt die Truppe an.|to lead, command, quote|to command|The general commands the troops.|verb|Der Spielführer führt seine Mannschaft an.|The captain is leading his team.
3156|3060|verb|bestreiten|bestreiten, bestreitet, bestritt, hat bestritten|Er bestritt die Vorwürfe vehement.|to dispute|to dispute|He vehemently disputed the accusations.|verb|Er bestreitet, dass er Anna liebt, aber ich weiß es besser.|He denies he loves Anna, but I know better.
3157|3061|die|die These|die Thesen|Die These wurde ausführlich diskutiert.|thesis|thesis|The thesis was discussed in detail.|noun|Ich brauche eine gute These für meine wissenschaftliche Arbeit.|I need a good thesis for my scientific work.
3158|3062|verb|begehen|begehen, begeht, beging, hat begangen|Sie begehen jedes Jahr diesen Feiertag.|to commit, make, celebrate|to celebrate|They celebrate this holiday every year.|verb|Er begeht einen Mord.|He commits murder.
3159|3063|der|der Besitz|die Besitze|Der Besitz wechselte den Eigentümer.|property, possession|property|The property changed ownership.|noun|Das Haus ist im Besitz der Familie.|The house is in the possession of the family.
3160|3064|pron|etliche||Etliche Leute haben sich beschwert.|quite a few|quite a few|Quite a few people complained.|pronoun|Während ihrer Reise lernen sie etliche neue Orte kennen.|During their journey they get to know quite a few new places.
3161|3065|der|der Gläubiger|die Gläubiger|Der Gläubiger forderte sein Geld zurück.|creditor, believer|creditor|The creditor demanded his money back.|noun|Sein Gehalt reicht gerade einmal aus, um die Gläubiger zu bezahlen.|His income is just enough to pay the creditors.
3162|3066|adv|mitunter||Sie besucht ihre Freunde mitunter.|from time to time|from time to time|She visits her friends from time to time.|adverb|In Großstädten kann man mitunter auch grüne, ruhige Orte finden.|In big cities you can find green, quiet places from time to time.
3163|3067|verb|rutschen|rutschen, rutscht, rutschte, ist gerutscht|Das Buch ist vom Tisch gerutscht.|to slide|to slide|The book slid off the table.|verb|Im Winter rutschen die Kinder im Schnee den Berg herunter.|In winter the children slide down the mountain in the snow.
3164|3068|adj|unzählig||Unzählige Sterne leuchten am Himmel.|countless|countless|Countless stars shine in the sky.|adjective|Am Strand liegen unzählige kleine Steine.|On the beach there are countless small stones.
3165|3069|das|das Zeug|die Zeuge|Er packte sein Zeug in den Koffer.|stuff|stuff|He packed his stuff into the suitcase.|noun|Ich hole die Bücher und das andere Zeug morgen ab.|I’ll pick up the books and other stuff tomorrow.
3166|3070|die|die Anfrage|die Anfragen|Die Anfrage wurde sofort beantwortet.|inquiry, request|inquiry|The inquiry was answered immediately.|noun|Auf Anfrage müssen weitere Dokumente eingereicht werden.|Further documents have to be handed in on request.
3167|3071|verb|auswirken (sich)|auswirken (sich), wirkt aus, wirkte aus, hat ausgewirkt|Der Skandal wirkte sich negativ aus.|to have an effect|to have an effect|The scandal had a negative effect.|verb|Sonne wirkt sich positiv auf die Stimmung aus.|The sun has a positive effect on the mood.
3168|3072|adj|effizient||Die effiziente Methode sparte Zeit.|efficient|efficient|The efficient method saved time.|adjective|Wenn man ab und zu eine Pause macht, arbeitet man effizienter.|If you take a break from time to time, you work more efficiently.
3169|3073|verb|erarbeiten|erarbeiten, erarbeitet, erarbeitete, hat erarbeitet|Er hat den Plan sorgfältig erarbeitet.|to work for/out|to work for/out|He carefully worked out the plan.|verb|Sie erarbeiten ein neues Konzept für die Schule.|They work out a new concept for the school.
3170|3074|die|die Platte|die Platten|Die Platte auf dem Tisch war aus Holz.|disk, record, plate|plate|The plate on the table was made of wood.|noun|Der Kuchen steht auf einer Platte aus Glas.|The cake stands on a glass plate.
3171|3075|adv|siehe||Siehe Anhang für weitere Informationen.|see|see|See the attachment for more information.|adverb|Siehe auch Abbildung fünf.|See also illustration five.
3172|3076|adj|verheiratet||Er ist seit zehn Jahren verheiratet.|married|married|He has been married for ten years.|adjective|Mein Bruder und seine Frau sind glücklich verheiratet.|My brother and his wife are happily married.
3173|3077|adj|vorübergehend||Es ist nur eine vorübergehende Maßnahme.|temporary|temporary|It is just a temporary measure.|adjective|Es handelt sich um eine vorübergehende Maßnahme.|It is a temporary measure.
3174|3077|verb|vorübergehen|vorübergehen, geht vorüber, ging vorüber, ist vorübergegangen|Der Schmerz ging schnell vorüber.|to pass by|to pass by|The pain passed quickly.|verb|Der Sommer geht zu schnell vorüber.|Summer’s passing too fast.
3175|3078|verb|angucken|angucken, guckt an, guckte an, hat angeguckt (ankucken)|Er guckte sich das Gemälde genau an.|to look|to look|He looked at the painting closely.|verb|Das Kind guckt sich gern die Fische an.|The child likes to look at the fish.
3176|3079|adj|diskret||Er bat um eine diskrete Beratung.|discreet, confidential|discreet|He requested discreet advice.|adjective|Er gibt diskrete Informationen an die Presse weiter.|He passes on discreet information to the press.
3177|3080|verb|erstaunen|erstaunen, erstaunt, erstaunte, ist erstaunt|Er war erstaunt über das Ergebnis.|to astonish|to astonish|He was astonished by the result.|verb|Der Sieg der Mannschaft erstaunt mich nicht, sie gewinnt immer.|The victory of the team doesn’t surprise me, they always win.
3178|3081|das|das Gymnasium|die Gymnasien|Das Gymnasium bietet gute Bildung.|secondary school|secondary school|The secondary school offers good education.|noun|Nach der Grundschule wechseln einige kluge Schüler auf das Gymnasium.|After primary school some smart students move on to secondary school.
3179|3082|verb|isolieren|isolieren, isoliert, isolierte, hat isoliert|Er isolierte das Kabel sorgfältig.|to isolate, insulate|to insulate|He carefully insulated the cable.|verb|Dicke Mauern isolieren das Haus und halten die Wärme im Inneren.|Thick walls insulate the house and keep the heat inside.
3180|3083|der|der Mörder|die Mörder|Der Mörder wurde endlich gefasst.|murderer|murderer|The murderer was finally caught.|noun|Der Mörder muss für acht Jahre ins Gefängnis.|The murderer must go to prison for eight years.
3181|3084|adj|erwachsen||Er ist jetzt ein erwachsener Mann.|adult, grown-up|grown-up|He is now a grown-up man.|adjective|Mit 18 Jahren gilt man als erwachsen.|At the age of 18, one is considered an adult.
3182|3085|adj|ökologisch||Sie bevorzugte ökologische Produkte.|ecological, organic|ecological|She preferred ecological products.|adjective|Der Staat fördert die ökologische Landwirtschaft.|The state promotes ecological agriculture.
3183|3086|adj|problematisch||Das ist eine problematische Situation.|problematic|problematic|This is a problematic situation.|adjective|Ich halte seine Aussage für problematisch, da es keine Beweise dafür gibt.|I find his statement problematic because there is no evidence to support it.
3184|3087|die|die Substitution|die Substitutionen|Die Substitution verlief problemlos.|substitution, replacement|substitution|The substitution went smoothly.|noun|Eine Substitution kann erfolgen, wenn vorausbezahlt wird.|A replacement is possible if paid in advance.
3185|3088|der|der Tipp|die Tipps|Sie gab mir einen hilfreichen Tipp.|tip, hint|tip|She gave me a helpful tip.|noun|Der Professor gibt uns gute Tipps für die Prüfung.|The professor gives us good tips for the exam.
3186|3089|verb|auffordern|auffordern, fordert auf, forderte auf, hat aufgefordert|Sie wurde aufgefordert zu gehen.|to ask, request|to ask|She was asked to leave.|verb|Der Kellner fordert die Gäste freundlich auf, leiser zu sprechen.|The waiter kindly asks the guests to speak quieter.
3187|3090|der|der Hügel|die Hügel|Der Hügel ist leicht zu erklimmen.|hill|hill|The hill is easy to climb.|noun|Unser Haus steht auf einem Hügel.|Our house is on a hill.
3188|3091|der|der Kanton|die Kantone|Der Kanton hat seine eigenen Gesetze.|canton (Switzerland), province|canton (Switzerland)|The canton has its own laws.|noun|Die Schweiz ist in viele Kantone unterteilt.|Switzerland is divided into many cantons.
3189|3092|das|Sachsen||Sachsen liegt im Osten Deutschlands.|Saxony|Saxony|Saxony is located in eastern Germany.|noun|Sachsen ist ein Bundesland in Deutschland.|Saxony is a federal state in Germany.
3190|3093|adj|schwanger||Sie ist im achten Monat schwanger.|pregnant|pregnant|She is eight months pregnant.|adjective|Lena ist schwanger mit ihrem dritten Kind.|Lena is pregnant with her third child.
3191|3094|der|der Status|die Status|Sein Status in der Firma stieg.|status|status|His status in the company rose.|noun|Sein teures Auto ist ein Symbol für seinen Status.|His expensive car is a symbol of his status.
3192|3095|das|das Stichwort|die Stichwörter|Das Stichwort fehlt in deinem Text.|cue, key word|key word|The key word is missing.|noun|Mirjam fasst den Text in wenigen Stichworten zusammen.|Mirjam summarizes the text in a few key words.
3193|3096|das|das Tempo|die Tempi|Das Tempo der Veränderungen ist hoch.|pace, speed|pace|The pace of changes is high.|noun|Bei Regen müssen Autofahrer, ihr Tempo reduzieren.|In the rain, drivers have to reduce their speed.
3194|3097|adj|wunderschön||Das wunderschöne Bild hing im Museum.|wonderful, lovely|wonderful|The wonderful painting hung in the museum.|adjective|Er liest ihr ein wunderschönes Gedicht vor.|He’s reading her a beautiful poem.
3195|3098|verb|grüßen|grüßen, grüßt, grüßte, hat gegrüßt|Er grüßt freundlich die Nachbarn.|to greet|to greet|He greets the neighbors kindly.|verb|Auf dem Dorf grüßt jeder jeden.|In the country, everyone says hi to everyone else.
3196|3099|der|der Weltmeister|die Weltmeister|Der Weltmeister trainierte hart.|world champion|world champion|The world champion trained hard.|noun|Deutschland war 2014 Weltmeister im Fußball.|Germany was world champion in soccer in 2014.
3197|3100|der|der Duft|die Düfte|Der Duft der Blumen erfüllte den Raum.|(pleasant) smell, fragrance|fragrance|The fragrance of the flowers filled the room.|noun|Die Blume verbreitet einen süßen Duft.|The flower spreads a sweet scent.
3198|3101|adv|hinweg||Sie schwieg viele Jahre hinweg.|(be) over, for (many years)|for (many years)|She stayed quiet for many years.|adverb|Meine Oma lebte über Jahre hinweg in Polen.|My grandmother lived in Poland for years.
3199|3102|verb|aufzeigen|aufzeigen, zeigt auf, zeigte auf, hat aufgezeigt|Der Lehrer zeigt den Fehler auf.|to show, point out|to point out|The teacher points out the mistake.|verb|Der Text zeigt die Risiken der Digitalisierung auf.|The text shows the risks of digitization.
3200|3103|verb|ausstatten|ausstatten, stattet aus, stattete aus, hat ausgestattet|Sie haben den Raum schön ausgestattet.|to furnish, provide|to furnish|They furnished the room beautifully.|verb|Die Wohnung ist bereits komplett ausgestattet.|The apartment is already fully furnished.
3201|3104|die|die Großmutter|die Großmütter|Meine Großmutter backt Kuchen.|grandmother|grandmother|My grandmother bakes cakes.|noun|Meine Großmutter erzählt mir immer Geschichten vom Krieg.|My grandmother always tells me stories about the war.
3202|3105|die|die Leidenschaft|die Leidenschaften|Die Kunst ist seine Leidenschaft.|passion|passion|Art is his passion.|noun|Er entdeckt seine Leidenschaft zur Musik.|He discovers his passion for music.
3203|3106|der|der Parkplatz|die Parkplätze|Der Parkplatz war völlig überfüllt.|parking place|parking place|The parking place was completely overcrowded.|noun|Zu der Wohnung gehört ein Parkplatz vor dem Haus.|The apartment includes a parking space in front of the house.
3204|3107|verb|formen|formen, formt, formte, hat geformt|Wir formen die Tonfiguren gemeinsam.|to form|to form|We form the clay figures together.|verb|Sie formt ein Herz mit ihren Händen.|She forms a heart with her hands.
3205|3108|interj|ha||Ha, das hast du nicht erwartet!|ha|ha|Ha, you didn’t expect that!|interjection|Ha, jetzt hab ich dich!|Ha, I’ve got you now!
3206|3109|die|die Universitätsbibliothek|die Universitätsbibliotheken|Die Universitätsbibliothek ist modern.|university library|university library|The university library is modern.|noun|Sie holt sich ein Buch aus der Universitätsbibliothek.|She’s getting a book from the university library.
3207|3110|die|die Zusammensetzung|die Zusammensetzungen|Die Zusammensetzung änderte sich.|composition|composition|The composition changed.|noun|Wissenschaftler erforschen die Zusammensetzung der menschlichen DNA.|Scientists are investigating the composition of human DNA.
3208|3111|die|die Ausführung|die Ausführungen|Die Ausführung war einfach perfekt.|implementation, type|implementation|The implementation was simply perfect.|noun|Die Ausführung des Projekts wird mehrere Jahre dauern.|The implementation of the project will take several years.
3209|3112|adj|geheim||Das war eine streng geheime Mission.|secret|secret|That was a top secret mission.|adjective|Die Party findet an einem geheimen Ort statt.|The party is taking place in a secret place.
3210|3113|adj|rechtzeitig||Sie kam rechtzeitig zum Meeting.|punctual, in time|in time|She arrived just in time for the meeting.|adjective|Wir müssen uns rechtzeitig auf den Weg machen, damit wir nicht zu spät kommen.|We have to get going in time so we won’t be late.
3211|3114|adj|anwesend||Alle Mitglieder sind anwesend.|present|present|All members are present.|adjective|Als alle Gäste anwesend sind, beginnt er mit seiner Rede.|When all the guests are present, he starts his speech.
3212|3115|verb|brüllen|brüllen, brüllt, brüllte, hat gebrüllt|Der Löwe brüllt laut in seinem Käfig.|to bellow, roar, shout|to roar|The lion roars loudly in its cage.|verb|Anton brüllt etwas über die Straße, das ich nicht hören kann.|Anton yells something across the street that I can’t hear.
3213|3116|adj|nass||Der Boden war nass nach dem Regen.|wet|wet|The ground was wet after the rain.|adjective|Meine Haare sind nass vom Regen.|My hair is wet from the rain.
3214|3117|der|der Quadratmeter|die Quadratmeter|Der Raum ist zehn Quadratmeter groß.|square meter|square meter|The room is ten square meters in size.|noun|Die Wohnung ist 65 Quadratmeter groß.|The apartment is 65 square meters.
3215|3118|der|der Turm|die Türme|Der Turm steht im Zentrum der Stadt.|tower|tower|The tower stands in the center of the city.|noun|Vom Turm aus hat man eine großartige Aussicht auf die Stadt.|From the tower you have a great view of the city.
3216|3119|die|die Beschwerde|die Beschwerden|Die Beschwerde wurde abgelehnt.|complaint|complaint|The complaint was rejected.|noun|Bislang gibt es keine Beschwerden über unseren Service.|So far there have been no complaints about our service.
3217|3120|das|das Gewissen|die Gewissen|Er hat ein schlechtes Gewissen.|conscience|conscience|He has a guilty conscience.|noun|Jeremy hat ein reines Gewissen, er hat nichts falsch gemacht.|Jeremy has a clear conscience; he’s done nothing wrong.
3218|3121|adj|intelligent||Er ist ein intelligenter Mensch.|intelligent|intelligent|He is an intelligent person.|adjective|Meine Schwester ist sehr intelligent.|My sister is very intelligent.
3219|3122|verb|stehlen|stehlen, stiehlt, stahl, hat gestohlen|Jemand hat mein Fahrrad gestohlen.|to steal|to steal|Someone stole my bicycle.|verb|Die Kinder stehlen Früchte aus dem Garten des Nachbarn.|The children are stealing fruit from the neighbor’s garden.
3220|3123|verb|betreuen|betreuen, betreut, betreute, hat betreut|Er betreut das Projekt seit Anfang an.|to look after, take care|to look after|He has looked after the project from the start.|verb|Sonja betreut ihre kranke Mutter.|Sonja looks after her sick mother.
3221|3124|die|die Rahmenbedingung|die Rahmenbedingungen|Die Rahmenbedingungen müssen stimmen.|prevailing condition|prevailing condition|The prevailing conditions must be right.|noun|Die Regierung will die Rahmenbedingungen für Familien verbessern.|The government wants to improve the prevailing conditions for families.
3222|3125|der|der Suizid|die Suizide|Die Suizidraten stiegen letztes Jahr.|suicide|suicide|Suicide rates increased last year.|noun|Menschen mit psychischen Problemen begehen öfter Suizid als gesunde Menschen.|People with mental health problems commit suicide more often than healthy people.
3223|3126|adj|benachbart||Das benachbarte Dorf ist klein.|neighboring, adjacent|neighboring|The neighboring village is small.|adjective|Wir gehen häufig im benachbarten Ort einkaufen.|We often go shopping in the neighboring town.
3224|3127|adj|explizit||Die Anweisungen waren explizit.|explicit|explicit|The instructions were explicit.|adjective|Der Arzt rät dem Patienten explizit zu der Operation.|The doctor advises the patient explicitly to have the operation.
3225|3128|adv|gegebenenfalls||Kommen Sie gegebenenfalls zurück.|if necessary|if necessary|Return if necessary.|adverb|Falls Sie die Aufgabe nicht verstehen, fragen Sie gegebenenfalls besser noch einmal nach.|If you do not understand the task, ask again if necessary.
3226|3129|adj|hintere|hintere, hinterer, hinteres|Der hintere Eingang ist verschlossen.|rear|rear|The rear entrance is locked.|adjective|Ich möchte in der hintersten Reihe sitzen.|I want to sit in the rear row.
