|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
4852|4750|der|der Spezialist|die Spezialisten|Der Spezialist kennt sich gut aus.|specialist|specialist|The specialist is very knowledgeable.|noun|Sie ist Spezialistin für genetische Krankheiten.|She’s a specialist in genetic diseases.
4853|4751|adv|üblicherweise||Üblicherweise trinkt er Kaffee.|usually|usually|He usually drinks coffee.|adverb|Üblicherweise verläuft diese Krankheit nicht tödlich, deswegen mache ich mir keine Sorgen.|Usually this disease is not fatal, so I’m not worried.
4854|4752|verb|verhängen|verhängen, verhängt, verhängte, hat verhängt|Die Regierung verhängt neue Regeln.|to impose|to impose|The government imposes new rules.|verb|Das Gericht verhängt Strafen.|The court imposes penalties.
4855|4753|verb|verstummen|verstummen, verstummt, verstummte, ist verstummt|Plötzlich verstummte das Publikum.|to fall silent|to fall silent|Suddenly, the audience fell silent.|verb|Ich komme in das Zimmer und alle Gespräche verstummen.|I come into the room and all conversations fall silent.
4856|4754|adj|visuell||Der Film hatte viele visuelle Effekte.|visual|visual|The movie had many visual effects.|adjective|Das Auge empfängt visuelle Reize.|The eye receives visual stimuli.
4857|4755|das|das Wohl||Das Wohl der Familie ist ihm wichtig.|well-being|well-being|The well-being of the family is important to him.|noun|Ich kümmere mich um das Wohl anderer Menschen.|I care about other people’s well-being.
4858|4756|verb|zerlegen|zerlegen, zerlegt, zerlegte, hat zerlegt|Er zerlegt den Motor in Einzelteile.|to dismantle, take apart|to dismantle|He dismantles the engine into parts.|verb|Er zerlegt sein Auto in kleine Teile.|He takes his car apart into small pieces.
4859|4757|verb|abzeichnen (sich)|abzeichnen (sich), zeichnet ab, zeichnete ab, hat abgezeichnet|Eine Veränderung zeichnet sich ab.|to emerge|to emerge|A change is emerging.|verb|In Syrien zeichnet sich ein neuer Konflikt ab.|A new conflict is emerging in Syria.
4860|4758|verb|antreffen|antreffen, trifft an, traf an, hat angetroffen|Wir haben ihn im Park angetroffen.|to find, encounter, meet|to encounter|We encountered him in the park.|verb|Du kannst mich morgen Abend zu Hause antreffen.|You can find me at home tomorrow night.
4861|4759|der|der Apparat|die Apparate|Der Apparat funktioniert einwandfrei.|device, gadget|device|The device works perfectly.|noun|Der Fernseher ist ein nützlicher Apparat.|The television is a useful device.
4862|4760|verb|auslegen|auslegen, legt aus, legte aus, hat ausgelegt|Er hat das gesamte Layout ausgelegt.|to lay out, design, interpret|to design|He designed the entire layout.|verb|Er legt die Listen im Büro aus, damit sich alle eintragen können.|He’s laying out the lists in the office so everyone can sign up.
4863|4761|der|der Betrachter|die Betrachter|Der Betrachter war tief bewegt.|observer, viewer|viewer|The viewer was deeply moved.|noun|Der Betrachter des Bildes ist sehr kritisch.|The viewer of the picture is very critical.
4864|4762|der|der Ehemann|die Ehemänner|Der Ehemann hilft im Haushalt.|husband|husband|The husband helps with the household.|noun|Robert ist mir ein guter Ehemann.|Robert is a good husband to me.
4865|4763|adj|nachträglich||Er bekam eine nachträgliche Einladung.|subsequent, retrospective, belated|belated|He received a belated invitation.|adjective|Nachträglich zu meinem Geburtstag am Samstag schenken meine Kollegen mir am Montag eine Reise.|Subsequent to my birthday on Saturday, my colleagues will give me a trip on Monday.
4866|4764|das|das Paradies|die Paradiese|Das Paradies liegt jenseits der Berge.|paradise|paradise|The paradise lies beyond the mountains.|noun|Meine Oma sagt, nach dem Tod kommt man ins Paradies.|My granny says after you die, you go to paradise.
4867|4765|die|die Spekulation|die Spekulationen|Die Spekulation erwies sich als wahr.|speculation|speculation|The speculation turned out to be true.|noun|Meine Verwandten stellen Spekulationen an, ob ich schwanger bin.|My relatives are making speculations as to whether I’m pregnant.
4868|4766|adj|spitz||Der Bleistift war spitz genug.|sharp|sharp|The pencil was sharp enough.|adjective|Die Schere ist vorne sehr spitz und deswegen nicht für Kinder geeignet.|The scissors are very sharp at the tip and therefore not suitable for children.
4869|4767|der|der Strauß|die Sträuße|Er gab ihr einen Strauß Rosen.|bouquet, bunch, ostrich|bouquet|He gave her a bouquet of roses.|noun|Zum Geburtstag schenkt mir Oliver einen Strauß Blumen.|For my birthday Oliver gives me a bouquet of flowers.
4870|4768|der|der Studiengang|die Studiengänge|Der Studiengang hat viele Bewerber.|course of study|course of study|The course of study has many applicants.|noun|Diesen Studiengang kann man nur an wenigen Universitäten studieren.|This course of study can only be studied at a few universities.
4871|4769|das|das Ticket|die Tickets|Das Ticket gilt nur für heute.|ticket|ticket|The ticket is only valid for today.|noun|Bevor das Stück startet, kaufen wir Tickets an der Kasse im Theater.|Before the play starts, we buy tickets at the box office in the theater.
4872|4770|die|die Verteidigung|die Verteidigungen|Die Verteidigung war gut vorbereitet.|defense|defense|The defense was well prepared.|noun|Die erfolgreiche Verteidigung des Täters bewirkt eine geringe Strafe.|The successful defense of the perpetrator leads to a minor punishment.
4873|4771|verb|ausschalten|ausschalten, schaltet aus, schaltete aus, hat ausgeschaltet|Bitte schalten Sie das Licht aus.|to turn off|to turn off|Please turn off the light.|verb|Kannst du bitte die Musik ausschalten?|Could you please turn off the music?
4874|4772|num|dreizehn||Dreizehn Schüler bestanden die Prüfung.|thirteen|thirteen|Thirteen students passed the exam.|number|Mit ihren dreizehn Jahren gilt Maja nun offiziell als Jugendliche.|At the age of thirteen, Maja is now officially considered a teenager.
4875|4773|verb|einbinden|einbinden, bindet ein, band ein, hat eingebunden|Sie binden das Projekt in den Plan ein.|to involve, integrate|integrate|They integrate the project into the plan.|verb|Der Manager möchte seine Kollegen in die Verhandlungen mit einbinden.|The manager wants to involve his colleagues in the negotiations.
4876|4774|das|das Fieber|die Fieber|Das Fieber stieg über Nacht an.|fever|fever|The fever rose overnight.|noun|Weil das Kind Fieber hat, muss es Medikamente nehmen.|Because the kid has a fever, he has to take medicine.
4877|4775|verb|gießen|gießen, gießt, goss, hat gegossen|Sie gießt die Blumen im Garten.|to water, pour|to water|She waters the flowers in the garden.|verb|Ich frage meine Nachbarin, ob sie meine Pflanzen gießt, während ich weg bin.|I ask my neighbor to water my plants while I’m away.
4878|4776|die|die Hauptsache|die Hauptsachen|Die Hauptsache wurde erledigt.|main thing|main thing|The main thing was taken care of.|noun|Die Hauptsache ist, dass es dir gut geht.|The main thing is that you’re all right.
4879|4777|verb|kassieren|kassieren, kassiert, kassierte, hat kassiert|Er kassiert das Geld an der Kasse.|to collect, take the money|to collect|He collects the money at the register.|verb|John kassiert das Geld von den Kunden im Supermarkt.|John takes the money from the customers at the supermarket.
4880|4778|der|der Komponist|die Komponisten|Der Komponist schrieb eine Symphonie.|composer|composer|The composer wrote a symphony.|noun|Johann Sebastian Bach war Komponist.|Johann Sebastian Bach was a composer.
4881|4779|die|die Korrektur|die Korrekturen|Die Korrektur dauerte mehrere Stunden.|correction, adjustment|correction|The correction took several hours.|noun|Der Professor nimmt die Korrektur der Arbeiten seiner Studenten vor.|The professor undertakes the correction of the work of his students.
4882|4780|adj|monatlich||Er zahlte die monatliche Miete heute.|monthly|monthly|He paid the monthly rent today.|adjective|Die monatliche Miete beträgt 450 Euro.|The monthly rent is 450 Euros.
4883|4781|adj|sächsisch||Die sächsische Dialekt ist unverkennbar.|Saxon|Saxon|The Saxon dialect is unmistakable.|adjective|Der sächsische Dialekt klingt sehr freundlich.|The Saxon dialect sounds very friendly.
4884|4782|verb|schreiten|schreiten, schreitet, schritt, ist geschritten|Die Soldaten schreiten im Gleichschritt.|to stride, pace, tread, step|step|The soldiers march in step.|verb|Das Ehepaar schreitet langsam aus der Kirche.|The couple slowly steps out of the church.
4885|4783|das|das Silber||Das Silber glänzte im Sonnenlicht.|silver|silver|The silver gleamed in the sunlight.|noun|Der Ring und die Kette sind aus echtem Silber.|The ring and chain are made of real silver.
4886|4784|verb|thematisieren|thematisieren, thematisiert, thematisierte, hat thematisiert|Sie haben dieses Thema thematisiert.|to broach the issue, make a subject of discussion, discuss|discuss|They discussed this topic.|verb|Wir müssen das Problem thematisieren, damit wir es lösen können.|We must make the problem a subject of discussion so that we can solve it.
4887|4785|der|der Urgroßvater|die Urgroßväter|Der Urgroßvater erzählt Geschichten.|great-grandfather|great-grandfather|The great-grandfather tells stories.|noun|Mein Urgroßvater ist 95 Jahre alt.|My great-grandfather is 95 years old.
4888|4786|der|die Verletzte||Der Verletzte wurde behandelt.|injured|injured|The injured person was treated.|noun|Im Krankenhaus kümmert man sich um die Verletzten.|The hospital takes care of the injured.
4889|4787|verb|abdecken|abdecken, deckt ab, deckte ab, hat abgedeckt|Er deckt den Tisch mit einer Decke ab.|to cover|to cover|He covers the table with a cloth.|verb|Das neue Museum deckt den gesamten Bereich an historischen Gemälden ab.|The new museum covers the entire range of historical paintings.
4890|4788|die|die Altstadt|die Altstädte|Die Altstadt ist gut erhalten.|old town, historical center|old town|The old town is well preserved.|noun|Wir sehen uns heute die Altstadt von Dresden an.|Today we visit the historical center of Dresden.
4891|4789|das|das Denkmal|die Denkmale|Das Denkmal wurde feierlich enthüllt.|monument, memorial|monument|The monument was unveiled with ceremony.|noun|Um einen Menschen zu ehren, wird ihm ein Denkmal gesetzt.|To honor a human being, a monument is erected.
4892|4790|verb|einordnen|einordnen, ordnet ein, ordnete ein, hat eingeordnet|Sie hat die Papiere eingeordnet.|to file, rank, get in lane|to file|She filed the papers in order.|verb|Ich ordne mich mit meinem Auto in den Verkehr ein.|I’m getting in lane in traffic with my car.
4893|4791|die|die Einzelheit|die Einzelheiten|Die Einzelheit entging ihm nicht.|detail|detail|The detail did not escape him.|noun|Wir benötigen noch einige Einzelheiten zu dem Artikel.|We need some more details about the article.
4894|4792|adj|frühzeitig||Die frühzeitige Buchung sparte mir Geld.|premature, early|early|The early booking saved me money.|adjective|Es ist wichtig, Krebs frühzeitig zu erkennen.|It is important to detect cancer early.
4895|4793|adj|fundamental||Das fundamentale Problem blieb ungelöst.|fundamental|fundamental|The fundamental problem remained unsolved.|adjective|Er stellt mir eine fundamentale Frage, über die ich lange nachdenken muss.|He asks me a fundamental question that I have to think about for a long time.
4896|4794|verb|glühen|glühen, glüht, glühte, hat geglüht|Das Eisen glühte rot im Feuer.|to glow, smolder|to glow|The iron glowed red in the fire.|verb|Das Feuer ist noch nicht ganz aus, es glüht noch.|The fire isn’t quite out yet; it’s still smoldering.
4897|4795|der|der Import|die Importe|Der Import von Waren ist gestiegen.|import|import|The import of goods has increased.|noun|Die Regierung entscheidet über den Import von Lebensmitteln in das Land.|The government decides on the import of food into the country.
4898|4796|die|die Konstante|die Konstanten|Die Variable ist eine Konstante.|constant|constant|The variable is a constant.|noun|In der Mathematik und in der Physik gibt es festgelegte Konstanten.|In mathematics and physics there are fixed constants.
4899|4797|die|die Schublade|die Schubladen|Die Schublade klemmt seit Tagen.|drawer|drawer|The drawer has been stuck for days.|noun|Ich lege die Unterlagen in die Schublade.|I’ll put the documents in the drawer.
4900|4798|die|die Toleranz|die Toleranzen|Die Toleranz gegenüber anderen wuchs.|tolerance|tolerance|Tolerance towards others grew.|noun|Die Toleranz gegenüber Flüchtlingen nimmt in der Gesellschaft zu.|Tolerance toward refugees is increasing in society.
4901|4799|adj|unnötig||Dieser Aufwand war völlig unnötig.|unnecessary|unnecessary|This effort was completely unnecessary.|adjective|Das Auto verursacht nur unnötige Kosten.|The car causes only unnecessary costs.
4902|4800|die|die Verhaltensweise|die Verhaltensweisen|Die Verhaltensweise änderte sich.|behavior|behavior|The behavior changed.|noun|In seiner Forschung untersucht er die Verhaltensweisen von Katzen.|In his research he examines the behavior of cats.
4903|4801|die|die Wachstumsrate||Die Wachstumsrate stieg stark an.|growth rate|growth rate|The growth rate increased significantly.|noun|Die wirtschaftliche Wachstumsrate im Land ist in diesem Jahr gestiegen.|The economic growth rate in the country has risen this year.
4904|4802|der|der Begleiter|die Begleiter|Der Begleiter blieb immer in ihrer Nähe.|attendant, companion|companion|The companion always stayed close to her.|noun|Wenn ich keinen Begleiter für das Fest finde, komme ich alleine.|If I can’t find a companion for the party, I’ll come alone.
4905|4803|verb|einhergehen|einhergehen, geht einher, ging einher, ist einhergegangen|Schmerzen gehen oft mit Fieber einher.|to be accompanied|to be accompanied|Pain is often accompanied by fever.|verb|Die Krankheit geht oft mit Schmerzen einher.|The disease is often accompanied by pain.
4906|4804|verb|einholen|einholen, holt ein, holte ein, hat eingeholt|Sie hat die Gruppe schnell eingeholt.|to pull in, catch up|to catch up|She quickly caught up with the group.|verb|Keiner kann Karin einholen, weil sie schneller läuft als die anderen Kinder.|No one can catch up with Karin because she runs faster than the other children.
4907|4805|der|der Fund|die Funde|Der Fund wurde genau untersucht.|discovery|discovery|The discovery was thoroughly examined.|noun|Die Polizei berichtet über den Fund einer Leiche.|Police are reporting the discovery of a body.
4908|4806|adj|funktional||Alle lieben funktionale Programmierung.|functional|functional|Everyone loves functional programming.|adjective|Das Kleid hat einen funktionalen Stil.|The dress has a functional style.
4909|4807|der|der Hase|die Hasen|Der Hase hoppelt durch das Feld.|rabbit|rabbit|The rabbit hops across the field.|noun|Hasen sind Tiere mit langen Ohren.|Rabbits are animals with long ears.
4910|4808|die|die Jungfrau|die Jungfrauen|Die Jungfrau wartete geduldig.|virgin|virgin|The virgin waited patiently.|noun|Weil ich noch keinen Sex hatte, bin ich eine Jungfrau.|Because I haven’t had sex yet, I’m a virgin.
4911|4809|adj|legal||Das Geschäft ist völlig legal.|legal|legal|The business is completely legal.|adjective|Alkohol und Zigaretten sind legale Drogen in Deutschland.|Alcohol and cigarettes are legal drugs in Germany.
4912|4810|der|der Pfad|die Pfade|Der Pfad führt durch den Wald.|path, trail|path|The path leads through the forest.|noun|Ich gehe im Wald immer auf den Pfaden, weil ich mich sonst verlaufe.|I always walk on the paths in the forest, otherwise I get lost.
4913|4811|verb|riskieren|riskieren, riskiert, riskierte, hat riskiert|Er war bereit, alles zu riskieren.|to risk|to risk|He was ready to risk everything.|verb|Durch dein Verhalten riskierst du deine Beziehung.|Your behavior risks your relationship.
4914|4812|adj|silbern||Die silberne Kette glitzerte im Licht.|silver|silver|The silver chain glittered in the light.|adjective|Ich mag silberne Ringe.|I like silver rings.
4915|4813|die|die Teilung|die Teilungen|Die Teilung der Arbeit hilft uns.|division, separation, partition|separation|The separation of tasks helps us.|noun|Im Jahr 1949 fand die Teilung Deutschlands statt.|The partition of Germany took place in 1949.
4916|4814|die|die Überwachung|die Überwachungen|Die Überwachung wurde intensiviert.|surveillance|surveillance|The surveillance was intensified.|noun|Die Polizei ordnet die Überwachung des Täters an.|The police are ordering surveillance of the perpetrator.
4917|4815|die|die Anatomie|die Anatomien|Die Anatomie des Körpers ist komplex.|anatomy|anatomy|The anatomy of the body is complex.|noun|In der Schule besprechen wir die Anatomie des menschlichen Körpers.|At school we discuss the anatomy of the human body.
4918|4816|das|das Design|die Designs|Das Design gefällt auf Anhieb.|design|design|The design is appealing at first glance.|noun|Er studiert Design in Paris.|He’s studying design in Paris.
4919|4817|der|der Durchbruch|die Durchbrüche|Der Durchbruch kam unerwartet.|breakthrough|breakthrough|The breakthrough came unexpectedly.|noun|Dem Anwalt gelingt ein Durchbruch in dem Fall.|The lawyer makes a breakthrough in the case.
4920|4818|die|die Jahreszeit|die Jahreszeiten|Der Herbst ist eine schöne Jahreszeit.|season|season|Autumn is a beautiful season.|noun|Der Winter ist die kälteste Jahreszeit.|Winter is the coldest season.
4921|4819|das|das Lob|die Lobe|Er erhielt viel Lob für seine Arbeit.|praise|praise|He received much praise for his work.|noun|Bei dieser Leistung verdienst du ein Lob.|You deserve praise for this achievement.
4922|4820|die|die Telefonnummer|die Telefonnummern|Ich habe deine Telefonnummer notiert.|phone number|phone number|I have noted your phone number.|noun|Ich habe ein neues Handy und deshalb auch eine neue Telefonnummer.|I have a new mobile phone and therefore a new phone number.
4923|4821|die|die Umwandlung|die Umwandlungen|Die Umwandlung dauerte Monate.|conversion|conversion|The conversion took months.|noun|In Physik behandeln wir die Umwandlung von Energie in Wärme.|In physics we deal with the conversion of energy into heat.
4924|4822|die|die Bekämpfung|die Bekämpfungen|Die Bekämpfung der Seuche gelang.|combat, control|combat|The combat against the plague was successful.|noun|Dieses Mittel eignet sich zur Bekämpfung von Insekten.|This product is suitable for controlling insects.
4925|4823|die|die Finanzkrise|die Finanzkrisen|Die Finanzkrise traf uns hart.|financial crisis|financial crisis|The financial crisis hit us hard.|noun|Das Land und die Banken erholen sich von der Finanzkrise im letzten Jahr.|The country and the banks are recovering from last year’s financial crisis.
4926|4824|verb|umrechnen|umrechnen, rechnet um, rechnete um, hat umgerechnet|Wir müssen die Werte umrechnen.|to convert|to convert|We need to convert the values.|verb|In Ländern mit einer anderen Währung muss ich die Preise umrechnen.|In countries with a different currency I have to convert the prices.
4927|4825|das|das Archiv|die Archive|Das Archiv enthält alte Dokumente.|archive|archive|The archive contains old documents.|noun|Ich suche ein altes Dokument im Archiv.|I am looking for an old document in the archive.
4928|4826|die|die Dose|die Dosen|Die Dose ist schwer zu öffnen.|can, tin|can|The can is hard to open.|noun|Gemüse aus der Dose ist auch gesund.|Vegetables in a can are also healthy.
4929|4827|verb|erwecken|erwecken, erweckt, erweckte, hat erweckt|Sie versuchten, sie zu erwecken.|to wake, awaken|to wake|They tried to wake her.|verb|Tiere können beim Menschen große Freude erwecken.|Animals can awaken great joy in humans.
4930|4828|der|der Geheimdienst|die Geheimdienste|Der Geheimdienst arbeitet heimlich.|secret service|secret service|The secret service operates covertly.|noun|Der Geheimdienst warnt vor Terror.|The secret service warns of terror.
4931|4829|verb|mustern|mustern, mustert, musterte, hat gemustert|Er musterte das Bild aufmerksam.|to eye, examine, inspect|to examine|He examined the picture attentively.|verb|Als meine Mutter meinen neuen Freund trifft, mustert sie ihn von oben bis unten.|When my mother meets my new boyfriend, she eyes him from top to bottom.
4932|4830|die|die NATO||Die NATO plant eine neue Übung.|NATO|NATO|NATO is planning a new exercise.|noun|Die NATO ist eine internationale, militärische und politische Organisation.|NATO is an international military and political organization.
4933|4831|die|die Symmetrie|die Symmetrien|Die Natur zeigt oft perfekte Symmetrie.|symmetry|symmetry|Nature often shows perfect symmetry.|noun|Die Symmetrie eines Gesichts ist verantwortlich dafür, ob wir einen Menschen schön finden.|The symmetry of a face is responsible for whether we find a person beautiful.
4934|4832|adj|ungleich||Die Kräfteverhältnisse waren ungleich.|dissimilar, unequal|unequal|The power relations were unequal.|adjective|Meine Eltern sind ein ungleiches Paar, aber sie lieben sich trotzdem.|My parents are an uneven couple, but they still love each other.
4935|4833|adj|verlässlich||Er ist ein verlässlicher Kollege.|reliable|reliable|He is a reliable colleague.|adjective|Pia ist meine beste Freundin, weil sie so verlässlich ist.|Pia is my best friend because she’s so reliable.
4936|4834|verb|abschalten|abschalten, schaltet ab, schaltete ab, hat abgeschaltet|Er schaltete das Gerät sofort ab.|to switch off, turn off|to switch off|He switched off the device immediately.|verb|Weil es schon spät ist, schalten wir den Fernseher ab und gehen ins Bett.|Since it’s late, we’ll turn off the TV and go to bed.
4937|4835|verb|blättern|blättern, blättert, blätterte, hat geblättert|Er blättert durch das Magazin.|to turn, flip, browse|to flip|He flips through the magazine.|verb|Ich blättere in der Zeitung, bis ich die richtige Seite finde.|I’ll flip through the paper until I find the right page.
4938|4836|adj|brav||Das Kind war heute besonders brav.|well-behaved, good|well-behaved|The child was especially well-behaved today.|adjective|Weil Timo so brav ist, bekommt er ein Geschenk.|Because Timo is so well behaved, he gets a present.
4939|4837|der|der Cousin|die Cousins|Der Cousin besucht uns im Sommer.|cousin|cousin|The cousin visits us in the summer.|noun|Der Sohn meiner Tante ist mein Cousin.|My aunt’s son is my cousin.
4940|4838|verb|ergehen|ergehen, ergeht, erging, hat ergangen|Es erging ihm gut in der neuen Stadt.|to fare, be enacted|to fare|He fared well in the new city.|verb|Ich hoffe, es ergeht dir gut in deinem neuen Zuhause.|I hope you’re faring well in your new home.
4941|4839|der|der Gesang|die Gesänge|Der Gesang des Chors war wunderschön.|singing, vocals|singing|The singing of the choir was beautiful.|noun|Ich studiere Musik und Gesang.|I study music and singing.
4942|4840|das|das Hilfsmittel|die Hilfsmittel|Das ist ein nützliches Hilfsmittel.|means, aid, tool|tool|This is a useful tool.|noun|In der Prüfung sind keine Hilfsmittel erlaubt.|No aids are allowed in the test.
4943|4841|verb|verstoßen|verstoßen, verstößt, verstieß, hat verstoßen|Er hat gegen das Gesetz verstoßen.|to repudiate, trespass, break (the law)|break (the law)|He broke the law.|verb|Weil die Bande immer wieder gegen das Gesetz verstößt, müssen jetzt alle Mitglieder ins Gefängnis.|Because the gang repeatedly breaks the law, all members now have to go to jail.
4944|4842|die|die Abwesenheit|die Abwesenheiten|Die Abwesenheit des Chefs fiel auf.|absence|absence|The absence of the boss was noticeable.|noun|Während meiner Abwesenheit passen meine Eltern auf meinen Hund auf.|During my absence my parents look after my dog.
4945|4843|der|der Anhang|die Anhänge|Der Anhang der E-Mail war groß.|appendix|appendix|The appendix of the email was large.|noun|Im Anhang meiner Arbeit gibt es weitere Beispiele.|In the appendix of my work there are further examples.
4946|4844|das|das Atelier|die Ateliers|Im Atelier wurde lange gearbeitet.|studio|studio|Work in the studio went on for a long time.|noun|Der Maler arbeitet in einem Atelier, weil er dort viel Licht hat.|The painter works in a studio because he has a lot of light there.
4947|4845|das|das Brett|die Bretter|Das Brett liegt auf dem Boden.|board, plank|board|The board is lying on the floor.|noun|Aus den Brettern baue ich ein Bett.|I’ll make a bed out of the boards.
4948|4846|die|die Fachsprache|die Fachsprachen|Die Fachsprache ist schwer zu verstehen.|technical language|technical language|The technical language is hard to understand.|noun|Ich verstehe den Artikel nicht, weil ich die Fachsprache nicht beherrsche.|I don’t understand the article because I haven’t mastered the technical language.
4949|4847|die|die Geldmenge|die Geldmengen|Die Geldmenge beeinflusst die Inflation.|money supply|money supply|The money supply influences inflation.|noun|Der gesamte Bestand des Geldes in einem Land wird Geldmenge genannt.|The total stock of money in a country is called the money supply.
4950|4848|das|das Getreide|die Getreide|Das Getreide auf dem Feld wuchs schnell.|cereal, grain|grain|The grain on the field grew quickly.|noun|Viele Lebensmittel aus Getreide sind Bestandteil einer gesunden Ernährung.|Many foods made from cereals are part of a healthy diet.
4951|4849|das|das Grundrecht|die Grundrechte|Grundrechte sind unveräußerlich.|fundamental right|fundamental right|Fundamental rights are inalienable.|noun|In der Verfassung eines Landes werden die Grundrechte der Menschen festgelegt.|A country’s constitution sets out the fundamental rights of its people.
4952|4850|die|die Leere||Die Leere im Raum war spürbar.|emptiness|emptiness|The emptiness in the room was palpable.|noun|Die Leere des verlassenen Hauses macht mich traurig.|The emptiness of the abandoned house makes me sad.
4953|4851|verb|zurückliegen|zurückliegen, liegt zurück, lag zurück, hat zurückgelegen|Das Ereignis liegt weit zurück.|to date back, be in the past, trail|to date back|The event dates back a long time.|verb|Meine Kindheit liegt schon viele Jahre zurück.|My childhood is many years in the past.
4954|4852|der|der Abgrund|die Abgründe|Er stand still am Rand des Abgrunds.|abyss|abyss|He stood still at the edge of the abyss.|noun|Hinter dem Berg ist ein tiefer Abgrund.|Behind the mountain is a deep abyss.
4955|4853|das|das Asyl|die Asyle|Er beantragte Asyl in Deutschland.|asylum|asylum|He applied for asylum in Germany.|noun|Weil in meiner Heimat Krieg herrscht, muss ich in einem anderen Land Asyl beantragen.|Because of the war in my country, I have to apply for asylum in another country.
4956|4854|verb|aufziehen|aufziehen, zieht auf, zog auf, hat aufgezogen|Er zog das Fenster zum Lüften auf.|to raise, rear, wind (up)|to raise|He raised the window to let in some air.|verb|Weil die Katze es nicht alleine schafft, ziehen wir ihre Babys auf.|Because the cat can’t do it alone, we are raising her babies.
4957|4855|verb|einreichen|einreichen, reicht ein, reichte ein, hat eingereicht|Er reichte die Dokumente pünktlich ein.|to submit|to submit|He submitted the documents on time.|verb|Der Antrag kann auch per E-Mail eingereicht werden.|The application can also be submitted via e-mail.
4958|4856|adj|faul||Er bleibt den ganzen Tag faul im Bett.|lazy|lazy|He stays lazy in bed all day.|adjective|Heute mache ich nichts und liege nur faul im Bett.|Today I don’t do anything and I’m just lying lazily in bed.
4959|4857|das|das Fell|die Felle|Der Hund hat ein weiches Fell.|fur, coat, skin|fur|The dog has soft fur.|noun|Das Fell des Hundes ist sehr weich.|The coat of the dog is very soft.
4960|4858|verb|mitspielen|mitspielen, spielt mit, spielte mit, hat mitgespielt|Die Kinder spielen gern mit im Spiel.|to play, join in|to join in|The children like to join in the game.|verb|Tim möchte beim Fußball mitspielen.|Tim wants to join the soccer game.
4961|4859|verb|schwören|schwören, schwört, schwor, hat geschworen|Er schwört, die Wahrheit zu sagen.|to swear|to swear|He swears to tell the truth.|verb|Ich schwöre dir, dass ich nicht lüge.|I swear I’m not lying.
4962|4860|der|der Syrer|die Syrer|Der Syrer erzählte von seiner Reise.|Syrian|Syrian|The Syrian told of his journey.|noun|Viele Syrer kommen als Flüchtlinge nach Europa.|Many Syrians come to Europe as refugees.
4963|4861|verb|verzeihen|verzeihen, verzeiht, verzieh, hat verziehen|Er hat ihren Fehler verziehen.|to forgive, excuse|to forgive|He forgave her mistake.|verb|Ich kann ihm nicht verzeihen, obwohl er sich entschuldigt hat.|I can’t forgive him even though he apologized.
4964|4862|verb|anstoßen|anstoßen, stößt an, stieß an, hat angestoßen|Wir stießen auf den Erfolg an.|to toast, initiate|to toast|We toasted to success.|verb|Wir stoßen mit einem Glas Wein auf unseren Erfolg an.|We toast our success with a glass of wine.
4965|4863|der|der Einkauf|die Einkäufe|Der Einkauf dauerte länger als geplant.|purchase, shopping|shopping|The shopping took longer than planned.|noun|Ich bringe den Einkauf vom Supermarkt nach Hause.|I’m taking the shopping home from the supermarket.
4966|4864|verb|erlassen|erlassen, erlässt, erließ, hat erlassen|Die Regierung hat neue Gesetze erlassen.|to enact, issue|to enact|The government enacted new laws.|verb|Der Staat erlässt das Gesetz, dass man in Restaurants nicht mehr rauchen darf.|The state enacts a law that smoking is no longer allowed in restaurants.
4967|4865|die|die Erstellung|die Erstellungen|Die Erstellung des Plans dauerte.|preparation, creation|preparation|The preparation of the plan took time.|noun|Mario hilft mir bei der Erstellung der Berechnungen.|Mario helps me with the preparation of the calculations.
4968|4866|das|das Fass|die Fässer|Das Fass war mit Wein gefüllt.|keg, barrel|barrel|The barrel was filled with wine.|noun|Für das Fest kaufe ich ein Fass Bier.|I’ll buy a keg of beer for the party.
4969|4867|der|der Kulturstaatsminister|die Kulturstaatsminister|Der Kulturstaatsminister sprach.|minister of culture|minister of culture|The minister of culture spoke.|noun|Sie arbeitet im Amt der Kulturstaatsministerin.|She works in the office of the minister of culture.
4970|4868|der|der Landsmann|die Landsmänner|Er traf einen alten Landsmann.|compatriot, fellow countryman|compatriot|He met an old compatriot.|noun|In meinem Urlaub treffe ich viele Landsmänner.|I meet a lot of compatriots on my vacation.
4971|4869|die|die Laufzeit|die Laufzeiten|Die Laufzeit beträgt fünf Jahre.|term|term|The term is five years.|noun|Die Laufzeit des Vertrags beträgt 24 Monate.|The term of the contract is 24 months.
4972|4870|das|das Nahrungsmittel|die Nahrungsmittel|Frische Nahrungsmittel sind gesund.|food|food|Fresh food is healthy.|noun|Nicht nur Fleisch, sondern auch viele andere Nahrungsmittel enthalten Eisen.|Not only meat, but also many other foods contain iron.
4973|4871|adj|plausibel||Die plausible Erklärung überzeugte mich.|plausible|plausible|The plausible explanation convinced me.|adjective|Er sucht nach einer plausiblen Erklärung für den komischen Vorfall.|He’s looking for a plausible explanation for the weird incident.
4974|4872|das|das Quartier|die Quartiere|Das Quartier wurde kürzlich renoviert.|quarters|quarters|The quarters were recently renovated.|noun|Ich brauche ein warmes Quartier für die Nacht.|I need warm quarters for the night.
